# id	object	project	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	foc.dZ(f2)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2012-11-10.14	GL490	028-12	1.57	1.0	0.002	0.0153 96	37.0	-1.8	-1.07	-22 65	3.5 59	144.2	-11.0 2.9	-29.5 -94.9	0.524 5.9E-3	0.870 0.014	23.3 0.2
2012-11-10.15	GL490	028-12	1.62	1.0	0.001	0.0155 96	36.3	-1.8	-1.07	-23 65	3.5 59	143.0	-17.8 1.8	-25.9 -96.2	0.526 6.1E-3	1.00 0.018	24.9 0.3
2012-11-10.16	0355+508	028-12	1.65	1.0	0.001	0.0166 96	35.7	-1.7	-1.07	-26 74	4.0 51	146.6	-17.2 -0.1	-28.4 -89.7	1.89 6.4E-3	2.58 0.012	21.0 0.1
# Sat Nov 10 01:45:06 UTC 2012 - Tau is 0.165, lambda 0.05 - DjB
#2012-11-10.33	CB17	028-12	2.27	1.7	0.001	0.0139 96	44.1	-2.2	-1.07	-26 66	4.1 57	139.4	272.8 44.8	259.2 -55.4	0.402 0.036	0.731 0.043	25.6 2.0
# Sat Nov 10 02:21:21 UTC 2012 - Tau is 0.18, lambda 0.05 - DjB
# Sat Nov 10 02:28:54 UTC 2012 - Tau is 0.21, lambda 0.043 - DjB
#2012-11-10.39	CB17	028-12	2.50	1.7	0.002	0.0135 96	44.1	-2.5	-1.07	-30 65	4.1 57	133.4	268.5 32.0	256.6 -69.5	0.293 0.027	0.415 0.050	25.7 2.0
#2012-11-10.40	CB17	028-12	2.53	1.7	0.002	0.0123 96	44.1	-2.5	-1.07	-30 65	4.1 57	132.6	-95.9 -283.3	-107.5 -385.0	0.372 0.037	0.0238 2.6E-3	3.0 0.3
#2012-11-10.43	CB17	028-12	2.64	1.7	0.001	0.0121 96	44.1	-2.7	-1.07	-31 64	4.1 57	130.1	276.7 37.0	265.7 -65.3	0.303 0.026	0.586 0.049	23.9 1.8
# Sat Nov 10 02:45:18 UTC 2012 - Tau is 0.17, lambda 0.11 - DjB
# Sat Nov 10 02:45:34 UTC 2012 - Pointing on 0355+508 at end of 028-12 - DjB
2012-11-10.46	0355+508	028-12	2.75	1.0	0.001	0.0126 96	36.7	-2.8	-1.07	-46 66	4.0 51	114.8	2.1 13.6	-4.8 -87.0	1.91 4.1E-3	2.39 8.4E-3	20.3 0.0
2012-11-10.47	0954+658	test	2.82	0.8	0.001	0.0547 45	38.2	-2.9	-1.07	31 45	10.0 66	-98.2	-20.1 16.9	-35.7 -84.5	0.535 9.5E-3	0.589 0.032	19.2 0.3
# Sat Nov 10 02:52:34 UTC 2012 - Focussing -1.4 -2.0 -2.6 -0.8 -0.2 - DjB
2012-11-10.48	0954+658	test	2.86	0.8	0.001	0.0128 99	38.2	-3.0	-1.40	31 45	10.0 66	-98.6	-11.9 16.8	-27.6 -84.6	0.875 4.0E-3	1.05 0.010	19.5 0.1
2012-11-10.49	0954+658	test	2.88	0.8	0.001	0.0125 99	38.4	-3.0	-2.00	31 45	10.0 66	-98.9	-11.2 12.9	-27.0 -88.5	0.881 5.4E-3	0.992 8.8E-3	19.1 0.1
2012-11-10.50	0954+658	test	2.90	0.8	0.001	0.0122 99	38.1	-3.0	-2.60	31 45	10.0 66	-99.2	-11.8 14.4	-27.6 -86.9	0.745 4.2E-3	1.02 9.5E-3	21.0 0.1
2012-11-10.51	0954+658	test	2.92	0.8	0.001	0.0124 99	38.1	-3.1	-0.80	31 46	10.0 66	-99.6	-8.5 17.2	-24.4 -84.1	0.759 4.9E-3	1.03 9.6E-3	21.0 0.1
2012-11-10.52	0954+658	test	2.94	1.0	0.001	0.0139 99	35.9	-3.1	-0.20	31 46	10.0 66	-99.9	-8.0 14.7	-24.0 -86.6	0.533 5.1E-3	0.971 0.014	24.5 0.2
# Sat Nov 10 03:01:05 UTC 2012 - Starting 098-12 Tau 0.186 lambda 0.053 - DjB
# Sat Nov 10 03:01:47 UTC 2012 - Focus at -1.70, pointing -28 13  - DjB
# Sat Nov 10 03:39:33 UTC 2012 - Tau 0.27 lambda 0.13  - DjB
# Sat Nov 10 04:05:18 UTC 2012 - Tau 0.329 lambda 0.196  - DjB
# Sat Nov 10 04:05:39 UTC 2012 - Pointing on 1144+402; had to set topo high - DjB
2012-11-10.60	1144+402	test	4.12	1.0	0.002	0.0214 101	37.3	-3.5	-1.70	64 37	11.8 40	-69.6	7.4 3.5	-15.5 -75.2	0.539 8.2E-3	0.651 0.014	19.7 0.3
# Sat Nov 10 04:09:45 UTC 2012 - Set point -21 16 - DjB
# Sat Nov 10 04:22:22 UTC 2012 - Tau 0.27 lambda 0.143 - DjB
# Sat Nov 10 04:31:54 UTC 2012 - Tau 0.306 lambda 0.148 - DjB
# Sat Nov 10 04:44:35 UTC 2012 - Weather too poor for GDF. Going to 028-18 - DjB
2012-11-10.65	1044+719	test	4.75	1.0	0.002	0.0647 99	37.1	-3.7	-1.70	20 49	10.8 72	-122.0	-0.0 -5.2	-20.2 -92.8	0.646 0.021	0.693 0.024	18.9 0.6
# Sat Nov 10 04:47:55 UTC 2012 - Tau 0.357 lambda 0.284 - DjB
2012-11-10.66	0355+508	test	4.83	0.9	0.002	0.0726 97	37.7	-3.8	-1.70	-52 47	4.0 51	85.1	2.6 -5.3	0.1 -102.5	1.77 0.022	1.73 0.027	17.6 0.2
2012-11-10.69	0415+379	test	5.26	0.8	0.002	0.0438 98	38.2	-3.5	-1.70	-69 43	4.3 38	71.4	-0.1 -2.1	5.4 -103.4	1.80 0.022	1.96 0.022	18.6 0.2
2012-11-10.70	0823+033	test	5.39	0.8	0.005	0.0566 72	38.2	-3.5	-1.70	-179 56	8.4 3	1.1	1.1 4.1	5.3 -56.1	0.211 0.019	0.167 0.015	14.3 1.3
# Sat Nov 10 05:25:52 UTC 2012 - Tau 0.398 lambda 0.269 - RE
# Sat Nov 10 05:26:14 UTC 2012 - Set pointing -18 9.0 - RE
# Sat Nov 10 05:43:05 UTC 2012 - Tau 0.329 lambda 0.229 - DjB
# Sat Nov 10 05:43:16 UTC 2012 - Heavy clouds.  Data probably worthless! - DjB
# Sat Nov 10 06:37:01 UTC 2012 - in thick fog, old taumeter 0.6-0.9 varying quickly (CK)
# Sat Nov 10 09:32:31 UTC 2012 - Tau 0.336 lambda 0.182 - DjB
# Sat Nov 10 09:32:50 UTC 2012 - Weather visibly improving after stop for snow.  Re-open. - DjB
2012-11-10.80	1354+195	test	9.57	1.0	0.003	0.0249 68	35.8	-3.2	-1.70	131 65	14.0 19	-39.4	2.1 4.8	-12.2 -45.9	0.316 7.6E-3	0.290 5.9E-3	17.3 0.4
2012-11-10.81	1354+195	test	9.61	0.8	0.006	0.0194 88	38.2	-3.2	-1.70	132 66	14.0 19	-38.4	3.4 8.0	-10.7 -42.3	0.372 6.1E-3	0.369 9.3E-3	17.7 0.3
2012-11-10.82	1354+195	test	9.63	1.0	0.006	0.0458 74	36.5	-3.1	-2.30	133 66	14.0 19	-38.0	6.4 4.4	-7.6 -45.7	0.351 0.022	3.40 0.42	52.5 2.4
2012-11-10.83	1354+195	test	9.66	0.8	0.006	0.0286 87	38.3	-3.1	-2.90	134 66	14.0 19	-37.5	5.4 3.1	-8.5 -46.8	0.272 0.012	0.289 9.5E-3	18.1 0.8
2012-11-10.84	1354+195	test	9.68	0.8	0.006	0.0191 95	38.2	-3.0	-1.10	134 66	14.0 19	-37.1	2.7 5.9	-11.0 -43.8	0.452 6.0E-3	0.492 9.3E-3	18.6 0.2
# Sat Nov 10 09:43:18 UTC 2012 - tau=0.37
2012-11-10.85	1354+195	test	9.70	0.8	0.006	0.0174 95	38.2	-3.0	-0.50	135 67	14.0 19	-36.6	2.1 11.6	-11.5 -37.8	0.380 9.4E-3	1.07 0.070	30.3 0.6
2012-11-10.86	1226+023	test	9.84	0.8	0.002	0.0141 96	38.4	-2.8	-1.70	-168 54	12.5 2	9.4	2.3 4.0	9.1 -61.9	2.48 5.6E-3	2.81 8.0E-3	19.6 0.0
2012-11-10.87	1226+023	test	9.86	1.0	0.002	0.0153 96	35.9	-2.8	-1.70	-168 54	12.5 2	9.8	2.1 4.4	9.0 -61.7	2.47 5.2E-3	2.69 7.5E-3	19.1 0.0
2012-11-10.88	1226+023	test	9.88	1.0	0.002	0.0148 96	36.8	-2.7	-2.30	-167 54	12.5 2	10.2	-1.2 3.7	5.9 -62.6	2.15 5.2E-3	2.93 0.011	21.0 0.0
2012-11-10.89	1226+023	test	9.90	0.8	0.002	0.0146 98	38.2	-2.7	-2.90	-167 54	12.5 2	10.7	1.6 2.5	8.8 -64.0	1.59 6.0E-3	2.90 0.011	24.4 0.1
2012-11-10.90	1226+023	test	9.92	1.0	0.002	0.0139 98	36.0	-2.7	-1.10	-166 54	12.5 2	11.1	2.4 8.0	9.6 -58.7	2.65 5.1E-3	3.12 0.012	19.8 0.0
2012-11-10.91	1226+023	test	9.95	1.0	0.002	0.0144 98	36.0	-2.7	-0.50	-166 54	12.5 2	11.5	2.2 5.9	9.6 -61.0	2.14 5.4E-3	2.86 9.9E-3	21.3 0.0
# Sat Nov 10 10:02:21 UTC 2012 - Tau 0.379 lambda 0.274 - DjB
2012-11-10.92	1354+195	test	10.02	1.0	0.002	0.0151 99	36.4	-2.7	-1.40	145 69	14.0 19	-28.7	6.3 7.5	-4.9 -39.5	0.649 6.4E-3	0.755 7.9E-3	20.6 0.2
# Sat Nov 10 10:05:34 UTC 2012 - highly varying cloud passing over!
# Sat Nov 10 10:18:14 UTC 2012 - thin, local clouds moving through, tau=0.34 (lambda=0.18)
# Sat Nov 10 11:00:24 UTC 2012 - Tau 0.16 lambda 0.0 - DjB
2012-11-10.99	1308+326	097-12	11.01	0.8	0.083	0.0195 99	38.2	-3.3	-1.40	-109 78	13.2 32	63.6	-1.1 3.4	8.8 -55.5	0.922 6.6E-3	1.00 0.014	32.0 0.2
# Sat Nov 10 11:02:32 UTC 2012 - weather improving now, blue sky above, tau also improving !
2012-11-10.100	1308+326	097-12	11.06	1.0	0.059	0.0172 99	36.9	-3.4	-1.40	-107 77	13.2 32	64.5	3.1 1.1	13.0 -58.9	0.870 6.2E-3	0.934 8.4E-3	18.7 0.1
# Sat Nov 10 11:18:31 UTC 2012 - Tau 0.11 lambda 0.0 - DjB
# Sat Nov 10 11:45:11 UTC 2012 - Tau 0.12 lambda 0.05 - DjB
2012-11-10.105	1637+574	test	11.86	1.0	0.003	0.0159 98	37.0	-3.3	-1.40	31 64	16.6 57	-130.2	-9.1 -2.5	-30.5 -76.0	0.424 8.1E-3	0.567 0.011	20.5 0.4
# Sat Nov 10 11:54:46 UTC 2012 - GISMO Focus  -1.4 -2.0 -2.6 -0.8 -0.2 - DjB
2012-11-10.106	1637+574	test	11.91	0.9	0.003	0.0331 98	37.9	-3.2	-1.40	31 64	16.6 57	-131.2	-9.3 -0.0	-30.8 -73.5	0.374 0.014	0.374 0.010	17.9 0.7
2012-11-10.107	1637+574	test	11.93	1.0	0.003	0.0264 98	35.7	-3.2	-2.00	30 64	16.6 57	-131.7	-11.5 -2.2	-33.0 -75.6	0.312 0.011	0.324 8.6E-3	17.7 0.6
2012-11-10.108	1637+574	test	11.95	0.8	0.003	0.0242 95	38.1	-3.2	-2.60	30 64	16.6 57	-132.2	-10.0 2.1	-31.6 -71.3	0.286 8.0E-3	0.528 0.023	24.1 0.6
2012-11-10.109	1637+574	test	11.97	0.8	0.003	0.0191 99	38.1	-3.2	-0.80	30 65	16.6 57	-132.8	-8.4 0.9	-30.1 -72.5	0.335 8.0E-3	0.393 0.013	19.4 0.4
2012-11-10.110	1637+574	test	11.99	1.0	0.003	0.0175 99	36.5	-3.2	-0.20	30 65	16.6 57	-133.2	-3.9 0.2	-25.5 -73.2	0.220 6.6E-3	0.314 8.3E-3	21.0 0.6
# Sat Nov 10 12:02:24 UTC 2012 - Set focus -1.3 - DjB
# Sat Nov 10 12:02:36 UTC 2012 - Set bias to 10,000 - DjB
# Sat Nov 10 12:03:23 UTC 2012 - ...for scans 110 and 111. - DjB
# Sat Nov 10 12:05:29 UTC 2012 - ...whoops - should be scans 111 and 112. - DjB
2012-11-10.112	1637+574	test	12.07	0.8	0.003	0.0222 101	38.2	-3.0	-1.30	29 65	16.6 57	-135.3	-4.4 -0.5	-26.2 -73.9	0.218 6.9E-3	0.205 5.8E-3	16.7 0.5
# Sat Nov 10 12:05:52 UTC 2012 - Set bias 12,000 for 113-114. - DjB
2012-11-10.113	1637+574	test	12.10	0.8	0.003	0.0092 101	38.2	-2.8	-1.30	28 65	16.6 57	-136.0	-2.4 1.7	-24.2 -71.6	0.195 2.8E-3	0.231 5.5E-3	19.3 0.3
2012-11-10.114	1637+574	test	12.12	1.0	0.003	0.0182 101	36.5	-2.8	-1.30	28 65	16.6 57	-136.5	-2.4 2.2	-24.2 -71.1	0.186 6.9E-3	0.225 0.011	19.5 0.7
# Sat Nov 10 12:08:52 UTC 2012 - Set bias 14,000 for 115-116. - DjB
2012-11-10.115	1637+574	test	12.15	1.0	0.003	0.0130 100	37.0	-2.8	-1.30	27 66	16.6 57	-137.3	-2.9 -0.9	-24.7 -74.2	0.145 6.7E-3	0.148 7.1E-3	18.1 0.8
2012-11-10.116	1637+574	test	12.17	1.0	0.003	0.0127 100	38.0	-2.8	-1.30	27 66	16.6 57	-137.8	-3.9 3.6	-25.8 -69.7	0.147 4.1E-3	0.140 4.2E-3	17.2 0.5
# Sat Nov 10 12:12:02 UTC 2012 - Set bias 14,000 for 117 again. - DjB
2012-11-10.117	1637+574	test	12.20	1.0	0.003	0.0197 99	37.1	-2.8	-1.30	27 66	16.6 57	-138.5	-4.2 2.2	-26.1 -71.1	0.130 7.2E-3	0.120 4.9E-3	16.2 0.9
# Sat Nov 10 12:13:51 UTC 2012 - Set bias 16,000 for 118-119. - DjB
2012-11-10.118	1637+574	test	12.23	1.0	0.003	0.0084 97	36.4	-2.8	-1.30	26 66	16.6 57	-139.4	-7.8 2.0	-29.7 -71.3	0.141 2.7E-3	0.162 4.6E-3	19.1 0.3
2012-11-10.119	1637+574	test	12.25	0.8	0.003	0.0089 97	38.2	-2.8	-1.30	26 66	16.6 57	-140.0	-6.4 2.3	-28.3 -71.0	0.140 2.5E-3	0.174 4.6E-3	20.0 0.3
# Sat Nov 10 12:17:19 UTC 2012 - Set bias 6,000 for 120-121. - DjB
# Sat Nov 10 12:17:55 UTC 2012 - Tau 0.133 lambda 0.000. - DjB
2012-11-10.120	1637+574	test	12.29	0.8	0.003	0.0321 70	38.2	-2.8	-1.30	25 66	16.6 57	-141.1	-16.3 -10.5	-38.2 -83.8	0.600 8.1E-3	0.675 0.016	19.2 0.2
2012-11-10.121	1637+574	test	12.31	0.8	0.003	0.0259 69	38.3	-2.8	-1.30	25 66	16.6 57	-141.6	-11.8 -9.6	-33.8 -82.9	0.644 6.5E-3	0.644 9.8E-3	18.3 0.2
# Sat Nov 10 12:21:06 UTC 2012 - Scan 122 at bias 14,000 - DjB
# Sat Nov 10 12:29:43 UTC 2012 - Tau 0.23 - DjB
# Sat Nov 10 12:30:35 UTC 2012 - Bias 12,000 for scan 123. - DjB
2012-11-10.122	Mars	test	12.48	1.0	0.090	0.0375 71	37.7	-2.9	-1.30	150 22	17.6 -24	-25.9	-8.1 -6.3	2.5 -65.3	11.9 0.078	22.9 0.82	33.2 0.2
2012-11-10.123	Mars	test	12.51	1.0	0.090	0.0492 86	36.6	-2.9	-1.30	150 22	17.6 -24	-25.6	-9.9 -4.1	0.7 -63.1	13.7 0.099	21.3 0.54	31.3 0.2
# Sat Nov 10 12:32:22 UTC 2012 - Bias 10,000 for scan 124. - DjB
2012-11-10.124	Mars	test	12.54	1.0	0.280	0.0283 96	36.2	-3.0	-1.30	151 22	17.6 -24	-25.3	-6.3 -7.2	4.3 -66.3	21.6 0.051	31.0 0.063	21.6 0.0
# Sat Nov 10 12:34:10 UTC 2012 - Bias 8,000 for scan 125. - DjB
2012-11-10.125	Mars	test	12.57	0.8	0.280	0.1425 80	38.1	-3.0	-1.30	151 23	17.6 -24	-24.9	-7.5 -4.8	3.2 -64.0	22.4 0.19	34.1 0.25	23.2 0.2
# Sat Nov 10 12:36:18 UTC 2012 - Focussing at  -1.4 -2.0 -2.6 -0.8 -0.2 - DjB
# Sat Nov 10 12:38:13 UTC 2012 - Tau 0.22 - DjB
2012-11-10.127	Mars	test	12.62	0.9	0.002	0.0216 87	37.8	-3.0	-2.00	152 23	17.6 -24	-24.4	-8.8 -5.2	1.9 -64.5	24.2 0.042	33.1 0.038	20.8 0.0
2012-11-10.128	Mars	test	12.64	1.0	0.002	0.0290 89	37.0	-3.0	-2.60	152 23	17.6 -24	-24.2	-9.1 -8.7	1.6 -68.0	19.1 0.041	33.5 0.042	23.9 0.0
2012-11-10.129	Mars	test	12.66	0.8	0.002	0.0238 90	38.2	-3.0	-0.80	152 23	17.6 -24	-23.9	-11.1 -6.9	-0.3 -66.2	21.2 0.032	33.4 0.034	22.6 0.0
2012-11-10.130	Mars	test	12.68	1.0	0.002	0.0455 93	37.3	-3.0	-0.20	153 23	17.6 -24	-23.7	-7.3 -6.3	3.4 -65.7	13.4 0.23	48.8 0.63	34.3 0.5
# Sat Nov 10 12:44:26 UTC 2012 - Set focus -1.65, set poi -4 9; tau 0.25 - DjB
# Sat Nov 10 12:46:17 UTC 2012 - offsets 1500 2400 /sys projection - DjB
# Sat Nov 10 12:48:30 UTC 2012 - tau 0.21 - DjB
# Sat Nov 10 13:29:25 UTC 2012 - tau 0.25 lambda .17 - RE
# Sat Nov 10 14:30:01 UTC 2012 - tau=0.26
2012-11-10.139	Mars	049-12	14.50	0.8	0.002	0.0257 101	38.1	-2.3	-1.65	180 28	17.6 -24	-0.2	-13.8 2.9	8.4 -67.9	27.3 0.031	36.1 0.035	21.2 0.0
2012-11-10.140	Mars	049-12	14.53	1.0	0.003	0.0190 100	36.1	-2.3	-1.65	-180 28	17.6 -24	0.2	-13.6 -0.7	8.7 -71.6	28.4 0.023	35.8 0.031	20.6 0.0
# Sat Nov 10 14:46:23 UTC 2012 - clouds roll back in
# Sat Nov 10 14:46:37 UTC 2012 - tau=0.34
# Sat Nov 10 15:08:59 UTC 2012 - tau=0.314
# Sat Nov 10 16:01:07 UTC 2012 - tau=0.35
# Sat Nov 10 16:13:50 UTC 2012 - tau=0.47
2012-11-10.146	Mars	049-12	16.22	1.0	0.003	0.5900 61	36.9	-3.1	-1.65	-155 24	17.6 -24	22.2	-1.7 -3.3	9.1 -77.9	18.9 0.41	76.0 4.6	30.8 0.5
# Sat Nov 10 16:27:42 UTC 2012 - Extremely cloudy - entering testing mode - RE
2012-11-10.147	2037+511	test	16.45	1.0	0.562	0.0795 94	36.5	-3.5	-1.65	34 72	20.6 51	-135.2	4.2 4.9	-27.8 -64.5	0.713 0.057	0.584 0.026	16.1 1.3
2012-11-10.148	2037+511	test	16.55	1.1	0.378	0.0658 60	36.4	-4.0	-1.65	31 72	20.6 51	-138.6	2.0 -3.0	-26.0 -67.5	0.772 0.025	0.657 0.020	16.2 0.5
# Sat Nov 10 16:35:44 UTC 2012 - tau 0.388 - RE
2012-11-10.149	2037+511	test	16.66	1.8	0.225	0.1296 81	38.1	-4.2	-1.65	29 73	20.6 51	-142.8	-0.4 2.4	-28.5 -62.3	0.763 0.026	0.732 0.032	18.2 0.6
# Sat Nov 10 16:59:43 UTC 2012 - tau 0.47 - RE
2012-11-10.151	1928+738	test	17.22	2.1	0.133	0.0164 102	37.2	-4.3	-1.65	-6 53	19.5 74	162.0	-2.6 -4.8	-12.6 -95.8	1.99 4.0E-3	2.13 5.7E-3	18.6 0.0
2012-11-10.152	1928+738	test	17.30	0.8	0.133	0.0119 102	38.1	-4.4	-1.60	-6 52	19.5 74	160.8	-3.9 -1.3	-13.8 -92.4	1.99 4.5E-3	2.18 8.1E-3	18.9 0.0
2012-11-10.153	1928+738	test	17.32	1.0	0.133	0.0114 102	37.5	-4.4	-2.20	-7 52	19.5 74	160.4	-3.9 -4.9	-13.7 -96.1	1.86 4.7E-3	2.28 0.010	19.8 0.0
2012-11-10.154	1928+738	test	17.34	0.8	0.133	0.0125 102	38.0	-4.4	-2.80	-7 52	19.5 74	160.0	-3.1 -1.9	-12.9 -93.1	1.44 4.5E-3	2.13 0.011	22.0 0.1
2012-11-10.155	1928+738	test	17.36	1.0	0.133	0.0129 102	36.6	-4.4	-1.00	-7 52	19.5 74	159.6	-5.2 -1.3	-14.9 -92.5	1.88 5.7E-3	2.15 7.1E-3	19.2 0.1
2012-11-10.156	1928+738	test	17.38	0.8	0.133	0.0202 98	38.1	-4.4	-0.40	-7 52	19.5 74	159.1	-3.0 0.3	-12.7 -91.0	1.42 7.3E-3	2.05 0.011	21.7 0.1
# Sat Nov 10 17:31:39 UTC 2012 - tau 0.357 - RE,RL
# Sat Nov 10 18:01:33 UTC 2012 - really hazy conditions - RE
2012-11-10.159	1928+738	gismo12	21.38	1.8	0.205	0.1333 60	38.1	-3.8	-2.00	-20 39	19.5 74	91.4	-10.3 9.8	2.9 -105.9	0.993 0.037	0.850 0.078	16.7 0.6
# Mon Nov 12 16:37:41 UTC 2012 - Starting on Project #067-12 with focus test on 2200+420 - DjB
2012-11-12.3	2200+420	gismo12	16.62	0.8	0.103	0.0162 99	38.2	-1.8	-2.00	68 64	22.0 42	-91.0	-0.3 6.5	-10.7 -69.3	6.63 9.2E-3	10.5 0.016	22.3 0.0
2012-11-12.4	2200+420	test	16.71	0.8	0.072	0.0172 94	38.4	-1.7	-1.70	68 65	22.0 42	-92.0	0.1 2.4	-10.9 -66.0	7.56 9.5E-3	10.4 0.018	20.2 0.0
2012-11-12.5	2200+420	test	16.73	1.0	0.072	0.0217 102	37.2	-1.7	-2.30	68 66	22.0 42	-92.2	-2.3 -1.2	-13.4 -69.4	6.44 0.014	9.88 0.019	22.3 0.0
# Mon Nov 12 16:46:39 UTC 2012 - Focus 5 scans -1.7 -2.3 -2.9 -1.1 -0.5  - DjB
2012-11-12.6	2200+420	test	16.75	0.8	0.072	0.0269 102	38.2	-1.8	-2.90	68 66	22.0 42	-92.4	-4.5 -1.4	-15.7 -69.4	4.54 0.015	9.75 0.021	26.6 0.1
2012-11-12.7	2200+420	test	16.78	1.0	0.072	0.0201 80	35.8	-1.8	-1.10	68 66	22.0 42	-92.7	-2.5 -0.3	-13.9 -68.1	5.73 0.016	10.2 0.027	20.9 0.1
2012-11-12.8	2200+420	test	16.80	0.8	0.072	0.0160 83	38.1	-1.7	-0.50	68 66	22.0 42	-92.9	-2.2 4.1	-13.8 -63.5	6.55 9.8E-3	10.6 0.019	21.4 0.0
# Mon Nov 12 17:06:07 UTC 2012 - tau 0.407  and lambda 0.266 - RE
# Mon Nov 12 17:14:12 UTC 2012 - PACO crashed, poiting 0 0  - RE
2012-11-12.14	1823+568	067-12	17.66	1.0	0.002	0.0145 102	36.1	-0.7	-1.50	-39 58	18.4 57	112.1	9.0 18.6	20.1 -88.7	0.602 5.9E-3	0.714 8.7E-3	19.9 0.2
# Mon Nov 12 17:43:23 UTC 2012 - set point 9 19 - RE
2012-11-12.17	1823+568	067-12	17.77	0.8	0.002	0.0150 102	38.2	-0.5	-1.50	-40 57	18.4 57	110.2	-0.2 5.9	20.4 -82.9	0.574 4.6E-3	0.662 7.7E-3	19.5 0.1
# Mon Nov 12 17:53:53 UTC 2012 - tau 0.99 and lambda 0.34 - RE
# Mon Nov 12 17:55:18 UTC 2012 - tau 0.519 and lambda 0.343 - (PREVIOUS TAU WAS READ WRONG) - RE
# Mon Nov 12 18:24:19 UTC 2012 - Strong winds - RE
# Mon Nov 12 18:24:50 UTC 2012 - tau 0.428 and lambda 0.314 - RE
2012-11-12.22	1954+513	067-12	18.73	1.0	0.002	0.0164 100	37.0	-1.1	-1.50	-46 64	19.9 52	111.4	-2.0 -1.5	18.1 -79.0	0.352 5.8E-3	0.398 6.4E-3	19.0 0.3
# Mon Nov 12 18:46:12 UTC 2012 - set pointing 7 23 - RE
# Mon Nov 12 18:49:04 UTC 2012 - tau 0.352 and lambda 0.265 - RE
# Mon Nov 12 19:03:11 UTC 2012 - Pretty strong winds (20 m/s) - RE
# Mon Nov 12 22:20:37 UTC 2012 - tau 0.27 and lambda 0.15 - RE
2012-11-12.25	Uranus	067-12	22.35	1.0	0.002	0.0145 99	36.2	0.7	-1.50	-149 50	0.3 1	24.5	-30.4 -2.9	5.2 -63.5	12.3 0.015	15.7 0.014	20.4 0.0
# Mon Nov 12 22:23:50 UTC 2012 - set pointing -23 20 - RE
2012-11-12.26	Uranus	067-12	22.41	1.0	0.002	0.0136 100	36.6	0.7	-1.50	-148 50	0.3 1	25.5	4.5 -1.9	10.2 -66.1	12.5 0.012	15.7 0.019	20.2 0.0
2012-11-12.27	Uranus	067-12	22.43	1.0	0.002	0.0124 100	36.7	0.7	-2.10	-147 49	0.3 1	25.8	5.7 -0.2	11.5 -64.6	12.4 0.016	15.6 0.018	20.0 0.0
# Mon Nov 12 22:28:37 UTC 2012 - pako crashed twice (fatal IO error 25 (Inappropriate ioctl for device) on X server localhost:16.0)  - RE
2012-11-12.28	Uranus	067-12	22.45	0.8	0.002	0.0145 100	38.2	0.7	-2.70	-147 49	0.3 1	26.2	1.5 -2.9	7.4 -67.5	10.6 0.019	15.6 0.022	22.0 0.0
2012-11-12.29	Uranus	067-12	22.48	0.8	0.002	0.0153 100	38.2	0.7	-0.90	-146 49	0.3 1	26.5	7.0 1.5	12.9 -63.5	10.8 0.015	15.3 0.019	21.4 0.0
2012-11-12.30	Uranus	067-12	22.50	0.8	0.002	0.0160 100	38.2	0.7	-0.30	-146 49	0.3 1	26.8	5.2 3.8	11.2 -61.3	7.44 0.014	15.2 0.026	25.8 0.0
# Mon Nov 12 22:37:25 UTC 2012 - Set focus -1.77  - RE
# Mon Nov 12 22:37:40 UTC 2012 - Calibration scan on Uranus  - RE
2012-11-12.32	Uranus	gismo12	22.63	0.8	0.002	0.0135 100	38.2	0.6	-1.77	-143 48	0.3 1	28.8	3.0 0.5	9.2 -66.0	13.0 0.013	15.4 0.021	19.7 0.0
