# id	object	project	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	foc.dX(f2) foc.dY(f2) foc.dZ(f2)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)	pnt.asymX(f1) pnt.asymY(f1)
2014-04-07.94	3C84	235-13	15.31	2.1	0.128	0.0248 92	25.6	5.8	0.00 0.00 -1.20	-60 80	3.3 42	111.6	7.5 13.6	-5.0 -78.4	7.86 0.038	13.4 0.17	23.7 0.1	0.1 4.0
2014-04-07.102	3C84	235-13	16.64	2.1	0.295	0.0225 94	25.2	8.0	0.00 0.00 -1.20	-70 65	3.3 42	89.7	-3.5 -2.9	-0.2 -94.5	9.09 0.040	16.2 0.24	24.4 0.1	-8.0 4.9
2014-04-07.103	3C84	235-13	16.70	1.1	0.193	0.0304 92	25.1	8.1	0.00 0.00 -1.20	-70 64	3.3 42	89.1	-6.6 -1.2	-2.9 -93.4	8.14 0.051	14.4 1.6	24.4 0.1	-3.9 0.2
2014-04-07.104	3C84	235-13	16.72	1.1	0.346	0.0233 93	24.8	8.1	0.00 0.00 -1.80	-70 64	3.3 42	88.9	-3.3 -2.5	0.3 -94.9	7.15 0.034	12.0 0.25	23.4 0.1	-17.9 5.1
2014-04-07.105	3C84	235-13	16.75	1.1	0.346	0.0225 94	24.9	8.1	0.00 0.00 -0.60	-70 64	3.3 42	88.7	-4.3 -2.3	-0.6 -95.0	9.81 0.025	12.7 0.022	20.6 0.0	-11.2 17.5
2014-04-07.106	3C84	235-13	16.77	1.1	0.346	0.0203 95	25.0	8.2	0.00 0.00 -2.40	-70 64	3.3 42	88.5	-3.1 -2.0	0.7 -94.9	4.83 0.031	12.1 0.029	28.3 0.2	-20.5 -0.4
2014-04-07.107	3C84	235-13	16.79	1.1	0.256	0.0281 94	25.0	8.2	0.00 0.00 -1.00	-70 63	3.3 42	88.3	-6.3 -0.9	-2.5 -94.0	8.73 0.041	12.3 0.21	23.5 0.1	2.3 0.8
2014-04-07.115	3C84	235-13	18.17	2.1	0.367	0.0325 95	25.2	6.6	0.00 0.00 -0.80	-66 48	3.3 42	77.2	-7.9 -4.6	-0.7 -108.5	10.4 0.18	25.5 0.65	28.5 0.4	7.3 6.4
# Mon Apr  7 18:12:57 UTC 2014 - scan 108 -- updated pointing for PLCK G147
2014-04-07.116	3C84	test	18.31	1.1	0.176	0.0214 96	24.8	6.2	0.00 0.00 -0.80	-66 46	3.3 42	76.3	-0.7 -2.4	-1.3 -111.6	9.38 0.024	12.3 0.025	19.9 0.0	-0.7 4.7
2014-04-07.117	3C84	test	18.33	1.1	0.176	0.0244 95	24.9	6.2	0.00 0.00 -1.40	-66 46	3.3 42	76.1	1.6 -3.5	1.0 -112.8	8.90 0.018	12.1 0.023	20.7 0.0	9.2 5.1
2014-04-07.118	3C84	test	18.35	1.1	0.176	0.0230 96	25.0	6.2	0.00 0.00 -0.20	-66 46	3.3 42	76.0	0.8 -2.9	0.2 -112.3	8.43 0.018	11.9 0.022	20.9 0.0	-0.8 0.4
2014-04-07.119	3C84	test	18.38	1.1	0.140	0.0254 97	25.1	6.3	0.00 0.00 -2.00	-65 46	3.3 42	75.8	0.4 -0.1	-0.1 -109.6	6.83 0.027	11.6 0.029	23.1 0.1	12.3 -6.1
2014-04-07.120	3C84	test	18.40	1.1	0.140	0.0230 95	25.1	6.3	0.00 0.00 0.40	-65 46	3.3 42	75.6	-0.7 -2.7	-1.2 -112.4	6.16 0.021	11.3 0.023	23.7 0.1	-1.9 -5.0
# Mon Apr  7 19:13:46 UTC 2014 - AK: Took over after Tony's shift. Last focus looked good, won't do a new one for now. Tau quite stable around 0.2.
2014-04-07.125	1055+018	242-13	19.25	2.1	0.212	0.0197 99	25.3	5.1	0.00 0.00 -0.86	121 36	11.0 2	-42.9	5.2 -12.4	-4.2 -86.5	1.81 9.3E-3	2.08 8.0E-3	16.9 0.1	11.1 -3.3
2014-04-07.138	0851+202	242-13	20.99	2.1	0.064	0.0277 100	25.8	4.1	0.00 0.00 -0.86	-141 69	8.9 20	32.5	-1.9 17.2	5.6 -64.6	3.00 0.016	3.11 9.9E-3	16.2 0.1	7.5 -7.5
2014-04-07.147	0851+202	242-13	22.35	2.1	0.250	0.0213 102	25.4	3.9	0.00 0.00 -0.86	-110 56	8.9 20	52.9	-1.2 1.9	7.3 -85.0	2.94 0.018	3.36 9.8E-3	16.6 0.1	2.7 -20.9
2014-04-07.152	0851+202	242-13	23.09	2.1	0.017	0.0203 105	25.4	4.2	0.00 0.00 -0.86	-101 47	8.9 20	56.6	0.0 -1.7	7.7 -94.7	2.46 0.015	2.83 7.5E-3	16.5 0.1	-23.7 -21.4
2014-04-07.157	0851+202	242-13	23.81	2.1	0.063	0.0208 105	25.5	4.3	0.00 0.00 -0.86	-93 39	8.9 20	58.0	0.3 -2.6	7.5 -102.6	2.51 0.012	2.75 7.4E-3	16.8 0.1	-10.6 -7.9
# Tue Apr  8 00:37:18 UTC 2014 - AK: Everything stable throughout the night, only little pointing corrections. Pointing scans didn't look off-focus. I'll conclude this with a focus now and then go for calibrating bias 8000. 
2014-04-08.6	1055+018	test	0.81	1.1	0.111	0.0186 106	25.0	3.7	0.00 0.00 -0.90	-124 39	11.0 2	41.4	-0.6 -1.4	9.1 -93.3	1.41 0.011	1.59 9.5E-3	16.2 0.1	5.9 -2.7
2014-04-08.7	1055+018	test	0.83	1.1	0.162	0.0166 103	25.1	3.7	0.00 0.00 -1.50	-124 38	11.0 2	41.5	-0.8 -1.4	8.9 -93.5	1.71 0.011	1.94 9.5E-3	15.4 0.1	-7.8 9.7
2014-04-08.8	1055+018	test	0.86	1.1	0.162	0.0179 105	25.1	3.7	0.00 0.00 -0.30	-124 38	11.0 2	41.7	-0.6 -1.5	9.2 -93.7	1.27 0.013	1.57 0.011	17.7 0.2	-2.7 8.0
2014-04-08.9	1055+018	test	0.88	1.1	0.162	0.0169 104	25.0	3.8	0.00 0.00 -2.10	-123 38	11.0 2	41.9	0.3 -0.8	10.0 -93.3	1.86 0.012	2.04 8.9E-3	15.7 0.1	-3.7 -11.7
2014-04-08.10	1055+018	test	0.90	1.1	0.162	0.0171 105	25.0	3.8	0.00 0.00 0.30	-123 38	11.0 2	42.1	-1.2 -1.2	8.6 -93.8	0.631 0.011	0.993 9.1E-3	21.5 0.3	-20.8 4.4
2014-04-08.11	1055+018	test	0.96	1.1	0.068	0.0177 101	25.3	3.9	0.00 0.00 -1.30	-122 37	11.0 2	42.5	-0.6 -1.5	9.2 -94.5	1.70 9.3E-3	1.78 7.6E-3	15.0 0.1	3.6 -8.8
2014-04-08.12	1055+018	test	0.98	1.1	0.068	0.0175 104	25.1	3.9	0.00 0.00 -1.90	-122 37	11.0 2	42.7	-0.3 -1.5	9.4 -94.6	1.78 0.010	1.88 8.2E-3	15.4 0.1	6.8 -12.3
2014-04-08.13	1055+018	test	1.00	1.1	0.068	0.0183 104	25.0	3.9	0.00 0.00 -0.70	-122 37	11.0 2	42.9	-0.8 -1.5	8.9 -94.8	1.53 0.011	1.67 8.2E-3	16.6 0.1	-4.6 -6.4
2014-04-08.14	1055+018	test	1.02	1.1	0.158	0.0245 101	25.0	3.8	0.00 0.00 -2.50	-121 37	11.0 2	43.0	0.6 -0.6	10.1 -94.0	1.55 0.015	1.78 0.013	16.2 0.2	27.9 -18.3
2014-04-08.15	1055+018	test	1.04	1.1	0.158	0.0173 105	25.2	3.8	0.00 0.00 -0.10	-121 36	11.0 2	43.2	-0.7 -1.5	9.0 -95.1	0.973 0.011	1.21 8.8E-3	18.6 0.2	0.0 -2.0
# Tue Apr  8 01:07:03 UTC 2014 - AK: Rafael to take over now. Latest focus was surprisingly hard to fit. Ended up with quite a correction, new value -1.65, was -0.9.
2014-04-08.16	Mars	test	1.17	2.1	0.130	1.9696 56	54.7	3.8	0.00 0.00 -1.65	-163 46	13.2 -5	13.8	-3.2 -3.4	3.2 -79.4	179 0.75	317 1.8	23.1 0.1	-17.0 -13.7
2014-04-08.18	Mars	test	1.26	2.1	0.083	0.1274 89	54.6	3.8	0.00 0.00 -1.65	-161 46	13.2 -5	15.3	0.0 -2.4	6.8 -79.1	392 0.40	615 0.54	21.5 0.0	-20.9 -5.8
2014-04-08.19	Mars	test	1.30	2.1	0.083	0.1045 62	26.0	3.8	0.00 0.00 -1.65	-160 46	13.2 -5	15.9	-1.8 -1.5	5.1 -78.5	401 0.29	591 7.2	20.7 0.0	-32.9 -14.8
# Tue Apr  8 01:21:21 UTC 2014 - Scans 16, 17, and 18 on Mars had bias set to 8k, 10k, and 12k, respectively. - RE
# Tue Apr  8 01:22:20 UTC 2014 - Scan 19 was a pointing (1'x1', 1 min), with bias 12k
# Tue Apr  8 01:23:26 UTC 2014 - Refilling Nitrogen. - RE
# Tue Apr  8 01:28:39 UTC 2014 - Discard scan 20 - refilling Nitrogen - RE
2014-04-08.21	1144+402	test	1.59	2.1	0.012	0.0212 89	25.3	3.9	0.00 0.00 -1.65	-72 59	11.8 40	82.2	2.7 3.0	2.5 -95.0	1.24 6.5E-3	1.15 5.7E-3	16.6 0.1	-12.1 -11.9
2014-04-08.37	1308+326	test	4.14	2.1	0.130	0.0160 108	25.4	4.2	0.00 0.00 -1.65	-78 43	13.2 32	67.4	-1.8 -0.3	5.5 -102.5	0.810 4.1E-3	0.770 3.8E-3	16.6 0.1	-19.9 -2.1
2014-04-08.38	IRAS16293	156-13	4.24	2.1	0.003	0.0175 104	26.0	4.0	0.00 0.00 -1.65	-172 28	16.5 -24	7.7	-4.2 -14.0	5.1 -87.9	0.972 5.5E-3	1.04 4.2E-3	18.1 0.1	5.3 10.8
2014-04-08.50	IRAS16293	156-13	5.94	2.1	0.142	0.0180 101	25.7	3.6	0.00 0.00 -1.65	-147 21	16.5 -24	28.5	-0.5 0.1	5.1 -95.1	1.13 7.3E-3	1.29 4.9E-3	17.8 0.1	-10.9 -6.5
2014-04-08.51	2037+511	190-13	6.08	1.1	0.045	0.0172 104	25.5	3.4	0.00 0.00 -1.65	44 67	20.6 51	-118.6	12.6 13.7	-23.0 -75.5	0.664 4.9E-3	0.607 4.7E-3	15.9 0.1	1.0 -9.7
2014-04-08.52	2037+511	190-13	6.10	1.1	0.106	0.0168 105	25.1	3.4	0.00 0.00 -2.25	43 67	20.6 51	-119.0	13.3 13.4	-22.3 -75.8	0.685 6.6E-3	0.665 6.0E-3	16.3 0.2	3.4 -2.2
2014-04-08.53	2037+511	190-13	6.12	1.1	0.106	0.0182 101	25.2	3.5	0.00 0.00 -1.05	43 67	20.6 51	-119.6	13.0 13.4	-22.7 -75.7	0.762 6.3E-3	0.711 6.1E-3	16.2 0.1	14.8 -2.5
2014-04-08.54	2037+511	190-13	6.14	1.1	0.106	0.0181 102	25.0	3.5	0.00 0.00 -2.85	43 67	20.6 51	-120.1	14.5 12.2	-21.6 -76.8	0.498 6.3E-3	0.515 6.5E-3	17.6 0.2	0.9 15.5
2014-04-08.55	2037+511	190-13	6.16	1.1	0.133	0.0177 98	25.3	3.5	0.00 0.00 -0.45	42 68	20.6 51	-120.6	12.7 13.1	-23.0 -75.9	0.683 7.4E-3	0.725 9.5E-3	17.6 0.2	7.9 -4.8
# Tue Apr  8 06:15:40 UTC 2014 - Set focus -1.63. Excellent fit to FWHM. - RE
2014-04-08.66	2134+004	227-13	8.21	2.1	0.698	0.0156 105	26.1	7.0	0.00 0.00 -1.63	167 53	21.6 1	-10.4	-6.5 -6.6	2.5 -70.3	0.935 5.0E-3	0.880 4.8E-3	16.5 0.1	1.3 15.8
2014-04-08.76	Mercury	227-13	9.62	2.1	0.140	0.0417 108	25.8	7.5	0.00 0.00 -1.63	144 45	0.1 -2	-27.9	-2.5 -4.0	-4.0 -76.5	127 0.12	158 0.43	19.8 0.0	-32.7 -2.1
2014-04-08.97	W3OH	235-13	14.73	2.0	0.281	0.0173 99	26.3	11.9	0.00 0.00 -1.63	-18 63	2.5 62	148.2	7.3 18.3	-10.0 -88.1	2.52 0.019	3.44 0.012	19.1 0.1	-15.6 -0.9
2014-04-08.98	W3OH	235-13	14.80	1.1	0.264	0.0181 100	25.6	12.0	0.00 0.00 -1.50	-19 63	2.5 62	146.8	1.7 1.5	-7.8 -87.0	2.30 0.022	3.26 0.017	18.4 0.2	-15.0 -0.1
2014-04-08.99	W3OH	235-13	14.82	1.1	0.264	0.0194 97	25.5	12.0	0.00 0.00 -2.10	-19 63	2.5 62	146.2	-0.5 1.5	-9.9 -87.0	2.13 0.023	3.01 0.016	18.7 0.2	-6.6 6.4
2014-04-08.100	W3OH	235-13	14.84	1.1	0.315	0.0190 100	25.8	12.0	0.00 0.00 -0.90	-19 62	2.5 62	145.7	-0.5 1.2	-9.8 -87.5	2.15 0.022	3.00 0.016	18.4 0.2	-12.5 5.7
2014-04-08.101	W3OH	235-13	14.86	1.1	0.315	0.0185 100	26.1	12.0	0.00 0.00 -2.70	-20 62	2.5 62	145.2	0.1 -0.2	-9.0 -89.0	1.59 0.023	2.60 0.017	21.0 0.3	2.6 6.2
2014-04-08.102	W3OH	235-13	14.88	1.1	0.315	0.0179 100	25.6	12.0	0.00 0.00 -0.30	-20 62	2.5 62	144.6	-2.9 3.9	-11.9 -85.0	1.73 0.020	2.55 0.018	18.9 0.2	-12.9 4.1
2014-04-08.115	3C84	235-13	17.01	2.1	0.405	0.0195 101	25.4	12.1	0.00 0.00 -1.44	-69 60	3.3 42	85.6	-6.2 -4.6	1.0 -92.9	7.79 0.016	10.8 0.013	21.2 0.0	2.3 0.8
2014-04-08.116	0224+671	233-13	17.13	2.1	0.384	0.0130 101	25.7	12.6	0.00 0.00 -1.44	-27 48	2.5 67	108.2	-4.9 -5.3	-5.6 -104.1	0.556 4.3E-3	0.578 3.7E-3	17.6 0.1	-9.7 8.9
# Tue Apr  8 19:14:36 UTC 2014 - AK: Took over, tau fluctuating around 0.4 after having risen all day long. Temperatures have been very warm throughout the day. We'll try deep field science anyway. Start with a focus.
2014-04-08.127	1055+018	242-13	19.29	2.1	0.306	0.0158 99	25.5	4.9	0.00 0.00 -1.44	123 38	11.0 2	-42.1	-0.8 -8.5	-4.6 -75.6	1.47 9.4E-3	1.59 6.4E-3	16.5 0.1	-15.0 2.1
2014-04-08.128	1055+018	242-13	19.35	1.1	0.306	0.0131 101	25.0	4.9	0.00 0.00 -1.30	123 38	11.0 2	-41.7	-1.9 -4.0	-6.8 -79.4	1.30 9.1E-3	1.50 7.1E-3	16.2 0.1	-24.8 -15.2
2014-04-08.129	1055+018	242-13	19.37	1.1	0.306	0.0143 98	25.0	4.9	0.00 0.00 -1.90	124 38	11.0 2	-41.5	-1.0 -4.4	-5.5 -79.7	1.35 9.9E-3	1.48 7.8E-3	15.9 0.1	-13.0 -10.1
2014-04-08.130	1055+018	242-13	19.39	1.1	0.354	0.0147 98	24.7	4.8	0.00 0.00 -0.70	124 39	11.0 2	-41.3	-1.1 -2.8	-5.9 -78.0	1.12 9.3E-3	1.33 8.8E-3	17.1 0.1	1.2 2.8
2014-04-08.131	1055+018	242-13	19.41	1.1	0.354	0.0146 97	24.7	4.8	0.00 0.00 -2.50	124 39	11.0 2	-41.1	0.9 -3.9	-3.6 -79.0	1.21 0.011	1.41 9.6E-3	16.9 0.2	20.1 -6.6
2014-04-08.132	1055+018	242-13	19.43	1.1	0.407	0.0137 100	25.0	4.8	0.00 0.00 -0.10	125 39	11.0 2	-40.9	-2.0 -1.8	-6.8 -76.9	0.771 0.011	1.04 8.1E-3	19.2 0.3	-6.9 -1.4
# Tue Apr  8 20:38:59 UTC 2014 - AK: Tau now climbing to 0.5 after trend that initially appeared declining. I'll have an eye on it but will proceed for now.
2014-04-08.141	1055+018	242-13	20.81	2.1	0.426	0.0151 103	25.9	4.8	0.00 0.00 -1.68	149 50	11.0 2	-23.8	-0.1 1.3	-2.8 -68.4	1.90 9.9E-3	1.92 5.6E-3	15.9 0.1	5.0 -4.8
2014-04-08.150	0851+202	242-13	22.19	2.1	0.298	0.0178 101	25.5	3.7	0.00 0.00 -1.68	-112 57	8.9 20	52.2	-2.6 7.7	7.4 -83.1	2.83 0.012	3.08 7.7E-3	16.3 0.1	-5.9 -22.7
2014-04-08.151	0851+202	242-13	22.25	1.1	0.298	0.0157 101	25.2	3.8	0.00 0.00 -1.30	-111 56	8.9 20	52.6	-0.7 2.0	6.7 -82.0	1.40 0.018	2.16 0.019	15.4 0.2	-0.2 -7.1
2014-04-08.152	0851+202	242-13	22.27	1.1	0.446	0.0162 98	25.0	3.8	0.00 0.00 -1.90	-111 56	8.9 20	52.8	0.5 0.5	7.9 -83.8	1.98 0.017	2.69 0.014	14.4 0.1	-4.8 -10.9
#2014-04-08.153	0851+202	242-13	22.30	1.1	0.446	0.8451 58	25.2	4.0	0.00 0.00 -0.70	-110 56	8.9 20	52.9	108.4 34.7	123.1 -48.0	1.46 0.059	19.4 1.5	57.0 1.7	-12.2 36.2
2014-04-08.154	0851+202	242-13	22.32	1.1	0.446	0.0176 101	25.0	4.0	0.00 0.00 -2.50	-110 55	8.9 20	53.1	1.4 0.6	8.8 -84.3	2.17 0.020	2.77 0.014	15.9 0.1	-7.1 -7.3
2014-04-08.155	0851+202	242-13	22.34	1.1	0.329	0.0177 98	25.1	4.1	0.00 0.00 -0.10	-110 55	8.9 20	53.2	-1.5 2.6	6.0 -82.5	1.39 0.017	1.96 0.012	18.9 0.2	15.9 -19.5
# Tue Apr  8 22:23:54 UTC 2014 - AK: Had to reset GISMO Console which had become unresponsive. This partially killed one of the focus scans. Perhaps need to repeat.
2014-04-08.156	0851+202	242-13	22.42	1.1	0.367	0.0159 99	25.1	4.1	0.00 0.00 -1.30	-108 54	8.9 20	53.8	-0.6 1.1	6.9 -85.1	1.57 0.017	2.44 0.016	15.3 0.2	-2.0 -4.9
2014-04-08.157	0851+202	242-13	22.44	1.1	0.367	0.0166 101	25.1	4.0	0.00 0.00 -1.90	-108 54	8.9 20	53.9	-0.1 0.3	7.4 -86.2	1.70 0.021	2.41 0.018	15.2 0.2	-5.8 -0.9
2014-04-08.158	0851+202	242-13	22.46	1.1	0.351	0.0165 101	25.0	4.0	0.00 0.00 -0.70	-108 54	8.9 20	54.1	-0.7 1.2	6.9 -85.5	2.00 0.017	2.60 0.013	16.7 0.1	3.9 -10.7
2014-04-08.159	0851+202	242-13	22.49	1.1	0.351	0.0179 101	24.9	4.0	0.00 0.00 -2.50	-107 54	8.9 20	54.2	0.6 0.2	8.2 -86.7	2.19 0.018	2.54 0.012	15.9 0.1	4.6 -2.2
2014-04-08.160	0851+202	242-13	22.51	1.1	0.351	0.0173 101	24.9	3.9	0.00 0.00 -0.10	-107 53	8.9 20	54.3	-1.6 1.3	6.0 -85.9	1.43 0.018	2.03 0.013	19.3 0.2	2.1 -13.0
2014-04-08.169	1055+018	242-13	23.92	2.1	0.158	0.0190 96	25.5	3.4	0.00 0.00 -1.70	-138 46	11.0 2	32.7	1.4 -5.9	10.6 -85.7	1.97 9.9E-3	2.05 6.2E-3	15.8 0.1	-7.4 -2.6
# Wed Apr  9 00:08:09 UTC 2014 - AK: Israel had to leave for an emergency transport (all the best, Isabel!). Tau very low now and conditions stable. Will take some more COSMOS scans. Need to do beammap thereafter.
# Wed Apr  9 00:53:18 UTC 2014 - AK: For the beammap I'll first check the flux of 3C279. 3C84 is not up. Dominic is around now and ready to take over.
2014-04-09.6	3C279	test	0.91	2.1	0.226	0.0311 79	26.0	3.6	0.00 0.00 -1.70	-161 45	12.9 -6	15.3	-3.5 0.5	5.0 -77.6	1.78 0.070	3.84 0.094	16.9 0.7	-8.1 62.4
2014-04-09.7	3C279	test	1.02	2.1	0.259	0.0407 84	25.9	3.6	0.00 0.00 -1.70	-159 45	12.9 -6	17.0	-2.0 -0.9	6.7 -79.9	4.16 0.057	6.19 0.038	15.5 0.2	-40.5 -3.1
2014-04-09.8	3C279	test	1.12	2.1	0.220	0.0384 91	25.9	3.5	0.00 0.00 -1.70	-157 44	12.9 -6	18.7	-1.8 0.3	7.3 -79.6	3.38 0.053	4.15 0.049	15.6 0.2	5.1 9.3
# Wed Apr  9 01:10:48 UTC 2014 - NB: Bias changed from 8000 to 12000 for scan 8
2014-04-09.9	3C279	test	1.34	2.1	0.160	0.0319 87	26.1	3.2	0.00 0.00 -1.70	-153 43	12.9 -6	22.0	-7.3 1.0	2.1 -80.7	2.34 0.043	3.20 0.058	17.0 0.3	-11.0 75.7
# Wed Apr  9 01:26:43 UTC 2014 - Bias set back to 8000.  Performance poor; insufficient bright sources for beam map.  Going to Project 191-13 (M51).
2014-04-09.10	1418+546	test	1.51	2.1	0.200	0.0205 95	26.3	3.1	0.00 0.00 -1.70	-3 73	14.3 54	175.4	12.1 6.8	-14.3 -80.4	1.21 8.0E-3	1.20 7.3E-3	16.3 0.1	-3.1 -14.1
2014-04-09.11	1418+546	test	1.58	2.1	0.232	0.0195 95	26.0	3.2	0.00 0.00 -1.70	-5 73	14.3 54	172.6	-0.2 1.6	-13.6 -79.2	1.25 8.0E-3	1.27 5.8E-3	16.3 0.1	-8.2 5.1
# Wed Apr  9 01:41:06 UTC 2014 - AK: Had to try a few things after xephem had died and we were looking at high nefd/low pixel count. Can't locate a reasonably bright source right now and skip the beammap. Dominic back to science.
# Wed Apr  9 01:44:41 UTC 2014 - Project 191-13 wants M51 script before M51a, but source is too high for M51, so doing M51a instead. -- DjB
2014-04-09.19	1418+546	test	2.79	2.1	0.201	0.0169 95	26.0	4.1	0.00 0.00 -1.70	-33 68	14.3 54	131.6	-2.8 2.7	-4.8 -86.3	1.36 6.4E-3	1.32 4.3E-3	16.5 0.1	-1.5 5.0
2014-04-09.20	1418+546	test	2.87	2.1	0.225	0.0161 95	25.8	4.1	0.00 0.00 -1.70	-34 67	14.3 54	129.7	-0.2 0.4	-4.4 -86.4	1.33 6.6E-3	1.30 4.4E-3	16.4 0.1	-10.5 13.6
2014-04-09.28	1418+546	test	4.01	2.1	0.237	0.0154 95	25.8	3.5	0.00 0.00 -1.70	-44 58	14.3 54	106.6	-4.3 -0.2	-1.8 -94.1	1.41 6.0E-3	1.32 4.3E-3	16.2 0.1	-3.2 2.2
2014-04-09.29	IRAS16293	test	4.14	2.1	0.221	0.0144 102	26.2	3.5	0.00 0.00 -1.70	-172 28	16.5 -24	7.3	-12.8 -17.5	4.6 -86.2	1.28 5.5E-3	1.32 4.5E-3	17.8 0.1	-4.9 5.0
# Wed Apr  9 04:11:39 UTC 2014 - Starting on Project 156-13. Note pointing going back to earlier values. -- DjB
2014-04-09.30	IRAS16293	test	4.21	2.1	0.234	0.0150 102	25.8	3.4	0.00 0.00 -1.70	-171 28	16.5 -24	8.2	-1.0 -0.5	3.8 -86.5	1.13 7.1E-3	1.36 5.2E-3	17.8 0.1	-18.5 4.7
2014-04-09.35	3C345	235-13	5.04	2.1	0.319	0.0164 95	25.6	3.2	0.00 0.00 -1.70	-74 75	16.7 40	94.3	9.6 17.1	2.5 -74.7	1.41 6.8E-3	1.36 5.3E-3	16.5 0.1	5.7 6.4
2014-04-09.36	3C345	235-13	5.12	1.1	0.219	0.0160 95	25.1	3.2	0.00 0.00 -1.60	-74 74	16.7 40	93.4	-0.1 0.1	2.8 -75.5	1.22 9.0E-3	1.23 7.7E-3	15.9 0.1	-2.8 -8.8
2014-04-09.37	3C345	235-13	5.14	1.1	0.219	0.0155 95	25.2	3.2	0.00 0.00 -2.20	-74 74	16.7 40	93.2	0.1 -0.5	3.1 -76.3	1.07 9.1E-3	1.11 7.3E-3	16.1 0.1	-0.1 -2.9
2014-04-09.38	3C345	235-13	5.17	1.1	0.219	0.0172 92	25.4	3.2	0.00 0.00 -1.00	-74 74	16.7 40	92.9	-0.5 0.5	2.6 -75.6	1.13 1.0E-2	1.20 6.6E-3	16.0 0.1	-10.4 3.6
2014-04-09.39	3C345	235-13	5.19	1.1	0.228	0.0167 95	25.1	3.2	0.00 0.00 -2.80	-74 73	16.7 40	92.6	0.1 -0.6	3.3 -77.0	0.760 9.2E-3	0.910 7.9E-3	18.1 0.2	3.1 -2.4
2014-04-09.40	3C345	235-13	5.21	1.1	0.228	0.0177 95	25.1	3.2	0.00 0.00 -0.40	-74 73	16.7 40	92.4	-1.8 1.6	1.6 -75.0	0.945 0.010	1.03 8.0E-3	16.9 0.2	-0.3 -8.9
# Wed Apr  9 05:17:52 UTC 2014 - NB: Bias changed from 8000 to 10000 -- DjB  (scan 40)
2014-04-09.41	3C345	235-13	5.30	2.1	0.208	0.0184 96	25.4	3.2	0.00 0.00 -1.50	-74 72	16.7 40	91.4	-0.5 0.2	3.2 -77.4	1.34 6.8E-3	1.30 5.5E-3	16.6 0.1	-11.7 1.9
2014-04-09.42	3C345	235-13	5.41	15.2	0.241	0.0237 96	32.9	3.1	0.00 0.00 -1.50	-74 71	16.7 40	89.0	-1.3 0.7	2.9 -78.2	1.54 2.6E-3	1.65 4.4E-3	18.3 0.0	-3.2 0.7
2014-04-09.43	3C345	235-13	5.73	15.1	0.294	0.0208 96	33.0	3.0	0.00 0.00 -1.50	-74 67	16.7 40	86.3	-2.6 0.5	2.8 -81.9	1.57 2.5E-3	1.69 4.0E-3	18.4 0.0	4.2 -0.6
2014-04-09.49	2059+034	227-13	7.16	2.1	0.026	0.0152 97	25.8	5.8	0.00 0.00 -1.50	155 54	21.0 4	-19.1	-2.9 -9.1	-0.3 -64.2	0.265 2.8E-3	0.235 2.6E-3	16.3 0.2	-2.6 6.7
2014-04-09.58	G34.3	227-13	8.53	2.1	0.349	0.0256 98	25.5	7.5	0.00 0.00 -1.50	-126 40	18.9 1	40.3	-10.7 3.0	3.2 -88.9	4.78 0.056	7.19 0.028	19.1 0.2	18.2 -4.9
2014-04-09.65	0923+392	test	16.00	2.1	0.562	0.0123 91	25.3	9.6	0.00 0.00 -1.80	66 38	9.5 39	-69.5	-19.6 0.4	-14.7 -90.7	1.44 8.0E-3	1.55 6.8E-3	17.4 0.1	-10.2 -16.3
2014-04-09.66	0923+392	233-13	16.07	1.1	0.491	0.0111 93	24.9	9.8	0.00 0.00 -1.80	66 39	9.5 39	-69.9	0.5 1.6	-14.7 -88.7	1.10 9.1E-3	1.30 8.4E-3	16.2 0.1	-21.1 14.0
2014-04-09.67	0923+392	233-13	16.09	1.1	0.491	0.0104 93	25.0	9.8	0.00 0.00 -2.40	66 39	9.5 39	-70.1	1.0 2.1	-14.3 -88.1	1.13 8.8E-3	1.37 8.7E-3	16.8 0.1	-6.2 5.8
2014-04-09.68	0923+392	233-13	16.12	1.1	0.491	0.0101 93	24.8	9.7	0.00 0.00 -1.20	66 39	9.5 39	-70.2	0.1 0.3	-15.4 -89.8	0.949 9.8E-3	1.20 8.6E-3	17.0 0.2	-14.1 12.8
2014-04-09.69	0923+392	233-13	16.14	1.1	0.491	0.0116 94	24.9	9.7	0.00 0.00 -3.00	67 40	9.5 39	-70.3	1.9 0.7	-13.7 -89.3	0.915 9.5E-3	1.17 0.010	18.3 0.2	3.2 11.0
2014-04-09.70	0923+392	233-13	16.16	1.1	0.563	0.0110 94	24.7	9.7	0.00 0.00 -0.60	67 40	9.5 39	-70.5	-0.2 -0.4	-15.9 -90.4	0.678 9.1E-3	0.968 9.9E-3	18.9 0.2	-9.2 -10.4
2014-04-09.81	3C84	235-13	18.02	2.1	0.623	0.0111 96	25.5	5.0	0.00 0.00 -1.95	-66 48	3.3 42	77.3	-0.8 6.5	1.4 -103.7	7.30 0.012	9.33 0.012	19.6 0.0	-1.3 2.2
