# id	object	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2011-04-16.149	1418+546	19.63	1.9	0.285	0.0202 97	36.5	2.7	44 35	14.3 54	-23.1	3.9 3.4	-36.8 -82.2	0.230 4.1E-3	0.236 5.0E-3	17.0 0.3
2011-04-16.150	1418+546	19.67	1.7	0.231	0.0210 97	35.1	2.7	45 35	14.3 54	27.4	6.4 1.9	-34.2 -83.4	0.223 4.2E-3	0.225 5.1E-3	17.0 0.3
2011-04-16.151	1418+546	19.71	1.9	0.269	0.0208 97	36.3	2.6	45 36	14.3 54	-23.4	3.6 4.4	-37.0 -80.6	0.222 5.1E-3	0.227 5.7E-3	16.7 0.4
2011-04-16.152	1418+546	19.77	1.9	0.276	0.0211 96	36.6	2.5	45 36	14.3 54	-23.8	3.1 5.1	-37.4 -79.4	0.226 5.3E-3	0.236 6.0E-3	17.1 0.4
2011-04-16.153	1418+546	19.80	1.8	0.307	0.0202 97	36.0	2.4	45 37	14.3 54	-23.9	4.5 3.8	-36.0 -80.3	0.227 3.8E-3	0.232 4.7E-3	17.0 0.3
2011-04-16.154	1418+546	19.84	1.7	0.318	0.0203 97	35.1	2.3	45 37	14.3 54	27.4	10.5 -0.2	-29.8 -84.1	0.239 4.6E-3	0.247 6.0E-3	17.1 0.3
2011-04-16.155	J1033+609	19.90	1.9	0.268	0.0188 98	36.4	2.3	21 63	10.6 61	-80.8	-1.7 4.8	-29.5 -50.6	0.783 3.7E-3	0.843 7.5E-3	17.7 0.1
2011-04-16.159	J1033+609	20.47	1.9	0.348	0.0218 98	36.7	2.8	12 65	10.6 61	-88.5	-1.2 3.1	-26.6 -50.1	0.788 4.4E-3	0.868 8.6E-3	17.8 0.1
2011-04-16.160	1418+546	20.53	1.9	0.275	0.0189 97	36.6	2.8	47 43	14.3 54	-27.9	3.2 5.9	-35.9 -71.7	0.228 4.2E-3	0.243 5.5E-3	17.5 0.3
2011-04-16.164	J1033+609	21.11	1.9	0.313	0.0211 97	36.1	2.8	1 66	10.6 61	-97.8	-0.7 1.5	-23.7 -50.8	0.773 4.6E-3	0.847 7.0E-3	17.9 0.1
2011-04-16.165	1418+546	21.17	1.9	0.312	0.0216 97	36.6	2.9	47 48	14.3 54	-31.7	2.6 5.7	-34.7 -65.6	0.239 3.7E-3	0.240 4.7E-3	17.1 0.3
2011-04-16.169	1418+546	21.75	1.9	0.352	0.0185 97	36.4	3.3	46 54	14.3 54	-35.5	1.6 5.3	-33.9 -60.1	0.233 3.6E-3	0.224 4.4E-3	17.1 0.3
2011-04-16.170	J1033+609	21.82	1.9	0.408	0.0196 97	36.2	3.3	-12 65	10.6 61	71.7	0.1 -0.2	-21.0 -53.3	0.792 4.8E-3	0.888 8.6E-3	17.7 0.1
2011-04-16.174	1418+546	22.42	1.9	0.386	0.0183 97	36.2	3.2	44 59	14.3 54	-40.6	1.3 4.5	-31.7 -54.1	0.235 3.5E-3	0.233 6.2E-3	16.9 0.2
2011-04-16.177	1418+546	22.63	1.9	0.368	0.0190 97	36.1	3.1	43 61	14.3 54	-42.4	0.7 4.2	-31.3 -52.3	0.230 4.2E-3	0.224 5.1E-3	16.7 0.3
2011-04-16.181	0923+392	23.24	1.9	0.367	0.0210 97	37.2	3.1	-72 53	9.5 39	77.3	5.9 -9.5	-15.2 -71.7	2.86 6.1E-3	3.16 9.7E-3	18.2 0.0
2011-04-16.182	1418+546	23.35	1.9	0.313	0.0191 97	36.5	2.8	35 66	14.3 54	-50.1	0.4 2.6	-28.2 -47.4	0.225 3.6E-3	0.235 6.4E-3	17.4 0.3
2011-04-16.186	1418+546	23.95	1.7	0.315	0.0198 98	35.1	1.7	25 70	14.3 54	27.4	12.8 -2.1	-12.4 -48.1	0.203 4.4E-3	0.229 7.0E-3	17.5 0.4
2011-04-16.187	J1033+609	0.02	1.9	0.376	0.0265 95	36.1	1.5	-35 54	10.6 61	47.2	2.4 -2.0	-21.2 -68.0	0.823 6.8E-3	0.862 9.1E-3	17.8 0.1
2011-04-17.4	1418+546	0.60	1.9	0.342	0.0189 97	36.1	1.7	9 72	14.3 54	-70.1	-0.2 -1.6	-21.3 -45.1	0.223 4.0E-3	0.252 6.5E-3	17.8 0.3
2011-04-17.5	J1033+609	0.66	1.9	0.369	0.0200 97	36.3	1.8	-37 50	10.6 61	42.1	3.0 -1.5	-22.7 -72.7	0.798 4.8E-3	0.859 7.4E-3	17.7 0.1
2011-04-17.9	1418+546	1.24	1.9	0.287	0.0184 98	36.7	2.2	-10 72	14.3 54	97.1	0.2 -3.9	-17.5 -47.5	0.215 4.0E-3	0.226 5.8E-3	17.1 0.3
2011-04-17.10	J1033+609	1.29	1.9	0.376	0.0220 97	36.2	2.1	-38 45	10.6 61	37.7	3.3 -1.3	-24.6 -77.5	0.817 6.0E-3	0.878 8.4E-3	17.7 0.1
2011-04-17.11	J1033+609	1.33	9.6	0.353	0.0187 97	76.0	2.1	-38 45	10.6 61	37.4	3.8 -1.5	-24.2 -78.0	0.880 3.6E-3	1.00 5.7E-3	18.1 0.1
2011-04-17.12	J1033+609	1.50	9.6	0.370	0.0217 97	75.9	2.0	-38 44	10.6 61	36.3	4.2 -1.9	-24.4 -79.8	0.864 3.9E-3	0.979 6.1E-3	17.8 0.1
2011-04-17.13	J1033+609	1.67	9.6	0.285	0.0212 93	76.0	2.2	-38 42	10.6 61	35.2	4.6 -1.8	-24.5 -81.1	0.847 3.9E-3	0.982 6.9E-3	18.1 0.1
2011-04-17.14	J1033+609	2.01	1.9	0.244	0.0249 96	36.1	2.3	-37 40	10.6 61	33.1	4.9 -1.9	-25.5 -83.8	0.771 5.2E-3	0.807 8.4E-3	17.4 0.1
2011-04-17.15	1418+546	2.06	1.9	0.270	0.0202 97	35.8	2.2	-29 69	14.3 54	82.9	1.6 -5.4	-14.7 -52.4	0.210 3.8E-3	0.234 5.0E-3	17.5 0.3
2011-04-17.19	J1033+609	2.63	1.9	0.281	0.0268 95	36.3	2.7	-36 35	10.6 61	29.3	4.4 -0.4	-28.0 -86.7	0.765 7.9E-3	0.807 9.2E-3	17.1 0.2
2011-04-17.20	1418+546	2.69	1.9	0.284	0.0224 91	36.5	2.7	-38 65	14.3 54	74.8	2.7 -5.3	-14.7 -57.0	0.197 4.7E-3	0.196 4.8E-3	16.6 0.4
2011-04-17.24	J1033+609	3.26	1.9	0.262	0.0188 92	36.2	2.2	-35 31	10.6 61	25.7	4.8 -0.9	-29.4 -91.3	0.781 4.5E-3	0.855 7.2E-3	17.8 0.1
2011-04-17.25	1418+546	3.32	1.7	0.267	0.0216 97	35.3	2.2	-43 60	14.3 54	27.4	8.8 -0.9	-10.7 -58.6	0.223 4.7E-3	0.236 6.5E-3	17.5 0.4
2011-04-17.29	1418+546	3.97	1.9	0.202	0.0338 89	36.4	2.1	-46 54	14.3 54	63.6	3.7 -6.4	-18.5 -70.7	0.206 6.3E-3	0.195 6.8E-3	17.0 0.5
2011-04-17.30	J1033+609	4.03	1.7	0.226	0.0235 84	35.3	2.1	-32 26	10.6 61	-17.1	6.2 3.6	-30.0 -91.1	0.685 6.1E-3	0.744 9.0E-3	17.0 0.1
2011-04-17.34	1418+546	4.64	1.9	0.214	0.0243 95	36.1	2.0	-47 48	14.3 54	59.1	6.9 -5.8	-18.3 -77.0	0.231 5.1E-3	0.245 6.4E-3	17.5 0.4
2011-04-17.38	1418+546	5.21	1.9	0.257	0.0313 86	35.8	1.7	-47 44	14.3 54	55.8	4.5 -5.3	-23.2 -82.1	0.222 6.4E-3	0.241 8.0E-3	17.0 0.5
2011-04-17.42	MWC349	5.83	1.9	0.240	0.0212 98	36.7	1.0	70 75	20.5 41	-9.7	0.5 0.4	-27.9 -32.9	0.975 4.3E-3	1.13 8.9E-3	18.1 0.1
2011-04-17.43	MWC349	5.87	1.9	0.269	0.0209 98	36.2	1.0	70 75	20.5 41	-10.0	0.4 0.3	-27.7 -32.4	0.975 5.1E-3	1.12 8.5E-3	18.1 0.1
2011-04-17.44	3C454.3	5.93	1.9	0.247	0.0320 63	36.4	0.9	99 39	22.9 16	-11.7	10.5 2.6	-31.4 -69.7	1.68 0.019	4.11 0.037	24.3 0.2
2011-04-17.45	2134+004	6.19	1.9	0.245	0.0220 97	36.3	1.0	136 44	21.6 1	2.1	14.2 6.4	-24.2 -54.0	0.875 4.2E-3	0.974 7.7E-3	18.1 0.1
2011-04-17.46	2131-021	6.26	1.9	0.228	0.0220 97	36.5	1.1	140 43	21.6 -2	3.1	14.8 6.7	-23.6 -54.5	0.658 4.2E-3	0.762 8.2E-3	18.2 0.1
2011-04-17.50	2131-021	6.82	1.9	0.274	0.0203 97	36.6	2.0	150 47	21.6 -2	7.0	15.8 8.2	-20.2 -47.6	0.695 5.2E-3	0.769 7.0E-3	18.0 0.1
# GISMO warming up -- ran out of He4...
# OK after refill...
2011-04-17.53	1749+096	7.39	1.9	0.232	0.0256 97	36.9	2.9	-113 41	17.9 10	50.7	10.9 -4.2	-16.5 -71.2	3.05 5.8E-3	3.57 0.011	18.4 0.0
2011-04-17.57	1749+096	7.98	1.9	0.272	0.0251 92	35.9	3.9	-106 35	17.9 10	52.2	9.3 -3.5	-21.0 -78.3	3.11 6.6E-3	3.63 0.011	17.7 0.0
2011-04-17.61	1749+096	8.55	1.9	0.331	0.0250 91	36.5	4.1	-99 28	17.9 10	53.0	8.2 -2.8	-25.0 -84.6	3.02 6.6E-3	3.51 0.013	17.9 0.0
2011-04-17.65	Uranus	9.25	1.9	0.358	0.0254 96	36.0	4.3	147 48	0.1 0	-14.4	10.9 15.6	-25.2 -39.4	9.84 0.020	12.5 0.021	19.2 0.0
2011-04-17.66	Uranus	9.30	1.7	0.439	0.0232 97	35.0	4.2	148 48	0.1 0	-2.9	14.8 13.7	-21.1 -40.8	10.5 0.024	13.4 0.022	19.2 0.0
2011-04-17.67	Uranus	9.34	1.8	0.394	0.0249 97	35.9	4.1	148 49	0.1 0	-13.8	10.5 14.6	-25.2 -39.6	10.0 0.017	13.1 0.019	19.5 0.0
2011-04-17.68	Uranus	9.39	1.9	0.423	0.0224 97	36.1	4.2	149 49	0.1 0	-13.4	10.8 12.9	-24.7 -40.8	10.2 0.020	13.3 0.020	19.6 0.0
# Sun Apr 17 09:41:23 UTC 2011 - For focus on Uranus: CRUSH set to bright
2011-04-17.69	Uranus	9.67	1.9	0.437	0.0217 96	36.6	3.8	155 50	0.1 0	-11.1	11.7 13.7	-22.4 -37.6	10.7 0.015	13.5 0.020	19.3 0.0
2011-04-17.70	Uranus	9.77	1.9	0.463	0.0205 96	36.4	3.7	158 51	0.1 0	-10.2	12.4 13.0	-21.2 -37.6	10.7 0.018	13.5 0.019	19.3 0.0
2011-04-17.71	Uranus	9.83	1.9	0.522	0.0222 97	36.0	3.8	159 51	0.1 0	-9.7	12.8 13.3	-20.5 -36.8	10.8 0.019	14.0 0.021	19.7 0.0
2011-04-17.72	Uranus	9.94	1.9	0.477	0.0201 96	36.6	3.8	162 52	0.1 0	-8.7	13.1 11.7	-19.7 -37.7	9.40 0.022	13.1 0.016	20.2 0.0
# Sun Apr 17 10:36:07 UTC 2011 - OTF Mars scan 2011-04-17.74 did not get seen/started by IRC; restarting as 75
2011-04-17.75	Mars	10.58	9.6	0.668	0.0189 96	75.9	4.2	161 55	0.7 4	-15.4	11.4 13.9	-19.9 -31.0	31.7 0.028	50.3 0.032	21.2 0.0
2011-04-17.76	Mars	10.76	15.5	0.716	0.0504 95	32.4	4.5	166 56	0.7 4	-13.7	10.0 14.0	-20.3 -29.9	29.6 0.057	94.9 1.1	30.4 0.0
2011-04-17.78	J0237+288	11.40	1.9	0.564	0.0563 84	36.5	4.7	102 66	2.6 29	-64.2	2.2 18.4	-30.7 -20.7	0.696 0.016	0.881 0.019	19.2 0.4
# Sun Apr 17 11:28:44 UTC 2011 - Helium4 ran out before scan 79
# Sun Apr 17 12:54:15 UTC 2011 - Scan 74 possibly stored in scan 73 data file! (due to strange IRAM messaging with IMBFitsStart)
2011-04-17.82	J0005+383	14.34	1.9	-0.032	0.1106 58	36.1	5.7	-71 47	0.1 38	-30.8	-2.4 -2.6	-26.7 -71.8	0.104 0.016	0.00E0 0.0E0	� �
# Sun Apr 17 14:52:07 UTC 2011 - Took calibration file: 2011-04-14_45_08- shutter closed, 30min 50Hz
# Sun Apr 17 15:27:35 UTC 2011 - Took calibration file: 2011-04-15_25_24- shutter closed, 30min 50Hz, tscope moving (scan .86)
2011-04-17.87	J0237+288	16.17	1.9	0.881	0.0206 94	36.4	5.5	-89 52	2.6 29	0.1	5.3 2.3	-15.9 -57.6	1.22 6.1E-3	1.42 0.012	18.6 0.1
2011-04-17.88	J0230+405	16.34	1.9	0.863	0.0187 94	36.0	6.4	-69 52	2.5 41	-2.8	1.8 0.4	-19.9 -63.1	0.232 5.6E-3	0.257 7.0E-3	18.0 0.4
# Sun Apr 17 16:23:46 UTC 2011 - tau sucks - Elmer
2011-04-17.91	J0230+405	16.77	1.9	0.790	0.0188 93	36.1	9.4	-67 47	2.5 41	-4.3	2.3 0.8	-22.1 -68.6	0.217 5.5E-3	0.244 7.3E-3	17.9 0.4
2011-04-17.95	J0230+405	17.43	1.8	0.874	0.0200 90	36.1	10.9	-64 40	2.5 41	-6.5	2.6 1.1	-25.6 -76.5	0.217 6.2E-3	0.227 6.9E-3	16.9 0.5
2011-04-17.99	J0230+405	18.00	1.9	0.627	0.0298 88	36.4	9.5	-62 34	2.5 41	-8.4	3.3 0.7	-28.0 -83.3	0.171 8.6E-3	0.169 8.3E-3	16.4 0.8
2011-04-17.102	J1033+609	18.45	1.9	0.687	0.0208 95	36.5	7.2	34 56	10.6 61	-66.3	-1.1 6.5	-34.2 -57.8	0.737 5.3E-3	0.829 8.3E-3	18.0 0.1
2011-04-17.103	1418+546	18.51	1.9	0.641	0.0219 79	36.5	6.8	40 27	14.3 54	-17.6	4.0 3.3	-37.9 -90.1	0.199 7.3E-3	0.230 8.8E-3	17.6 0.6
2011-04-17.104	J1033+413	18.57	1.9	0.649	0.0184 94	37.3	6.3	70 61	10.6 41	-85.7	-6.3 11.4	-41.1 -41.1	0.472 3.9E-3	0.519 7.1E-3	18.0 0.1
2011-04-17.108	J1033+413	19.14	1.9	0.760	0.0190 94	37.4	4.6	71 67	10.6 41	-91.0	-9.2 13.3	-41.2 -30.5	0.459 4.8E-3	0.505 8.0E-3	17.8 0.2
2011-04-17.112	J1033+413	19.72	1.9	0.604	0.0221 91	37.6	4.2	69 74	10.6 41	-98.3	-8.6 13.5	-37.4 -21.4	0.432 4.9E-3	0.496 0.010	18.2 0.2
2011-04-17.116	J0721+713	20.36	1.9	0.561	0.0194 91	36.5	4.3	-18 51	7.4 71	36.2	-0.3 0.3	-27.9 -71.2	1.75 5.2E-3	1.96 9.6E-3	18.2 0.1
2011-04-17.117	J0721+713	20.41	0.9	0.632	0.0187 91	33.8	4.3	-18 51	7.4 71	35.8	2.2 -0.6	-25.5 -72.3	0.0803 0.012	0.170 0.015	23.0 2.9
2011-04-17.119	J0721+713	20.45	0.9	0.632	0.0193 92	34.7	4.4	-18 51	7.4 71	35.3	-0.2 0.2	-27.9 -71.6	1.98 8.5E-3	2.21 0.014	17.9 0.1
2011-04-17.120	J0721+713	20.47	0.9	0.719	0.0194 91	34.1	4.4	-18 50	7.4 71	35.2	-0.2 0.2	-27.9 -71.7	2.07 8.8E-3	2.15 0.016	17.0 0.1
2011-04-17.121	J0721+713	20.49	0.8	0.719	0.0190 91	31.7	4.3	-18 50	7.4 71	-58.3	3.5 4.0	-24.2 -68.0	2.07 0.010	2.20 0.016	17.2 0.1
2011-04-17.122	J0721+713	20.51	0.9	0.743	0.0189 91	34.3	4.4	-18 50	7.4 71	34.9	-0.2 0.2	-28.0 -71.9	1.84 8.9E-3	2.09 0.016	17.7 0.1
2011-04-17.123	J0721+713	20.53	0.8	0.743	0.0193 91	31.6	4.4	-19 50	7.4 71	-58.3	2.1 4.0	-25.7 -68.2	1.75 9.9E-3	1.96 0.015	17.8 0.1
2011-04-17.124	J0948+004	20.71	1.9	0.651	0.0166 92	37.4	4.4	-171 53	9.8 0	7.7	14.7 9.1	-13.3 -38.4	0.285 4.0E-3	0.299 6.7E-3	17.6 0.2
2011-04-17.128	J0948+004	21.30	1.9	0.983	0.0169 93	37.5	4.1	-157 51	9.8 0	18.6	14.4 6.2	-12.5 -44.4	0.324 5.6E-3	0.331 5.9E-3	17.4 0.3
2011-04-17.132	J0948+004	21.86	1.9	0.701	0.0183 92	37.0	4.0	-145 48	9.8 0	27.5	15.3 2.6	-11.8 -52.9	0.274 4.2E-3	0.270 5.4E-3	17.2 0.3
2011-04-17.136	J0948+004	22.42	1.9	0.790	0.0169 92	37.8	3.9	-135 43	9.8 0	34.8	15.2 1.1	-12.9 -60.5	0.288 4.3E-3	0.305 7.8E-3	17.7 0.3
2011-04-17.140	J0948+004	23.10	1.8	0.580	0.0170 91	37.8	4.1	-124 37	9.8 0	41.6	14.8 -2.2	-15.4 -71.9	0.265 4.4E-3	0.288 8.7E-3	17.6 0.3
2011-04-17.144	J0909+014	23.66	1.8	0.720	0.0199 63	37.3	4.3	-108 24	9.2 1	49.4	12.1 -5.8	-22.7 -88.6	1.06 5.5E-3	1.16 0.013	17.6 0.1
2011-04-17.145	J0948+004	23.71	1.8	0.558	0.0175 90	37.8	4.3	-116 31	9.8 0	45.9	12.6 -4.3	-19.9 -80.9	0.267 5.6E-3	0.268 6.5E-3	16.8 0.4
2011-04-17.146	IRC+10216	23.98	9.6	0.761	0.0164 87	76.5	4.0	-101 36	9.8 13	53.8	11.3 -7.1	-18.4 -81.9	0.501 4.1E-3	0.801 8.0E-3	21.2 0.2
2011-04-18.1	J1031+603	0.19	1.9	0.671	0.0186 90	36.0	4.0	-37 52	10.5 60	44.5	3.3 -2.6	-21.0 -70.5	0.296 3.9E-3	0.298 5.1E-3	17.1 0.2
2011-04-18.5	J1031+603	0.76	1.9	0.640	0.0192 90	36.7	4.5	-38 48	10.5 60	40.2	2.7 -2.9	-23.5 -75.5	0.290 4.9E-3	0.299 7.7E-3	16.8 0.3
2011-04-18.9	J1031+603	1.33	1.9	0.563	0.0204 90	36.1	4.3	-38 44	10.5 60	36.3	3.1 -2.5	-25.1 -79.9	0.296 5.5E-3	0.311 6.8E-3	17.4 0.3
2011-04-18.13	J1031+603	2.14	1.9	0.310	0.0241 90	36.0	4.1	-38 38	10.5 60	31.3	3.5 -1.8	-27.6 -85.3	0.245 5.0E-3	0.276 8.9E-3	17.8 0.4
2011-04-18.15	1418+546	2.22	1.9	0.301	0.0215 88	36.3	4.1	-33 68	14.3 54	79.8	2.5 -7.1	-14.0 -55.6	0.202 4.7E-3	0.201 5.1E-3	16.9 0.4
2011-04-18.16	J1033+609	2.28	1.9	0.330	0.0218 94	35.8	4.2	-37 37	10.6 61	31.1	4.2 -2.5	-27.2 -86.8	0.686 4.9E-3	0.770 7.9E-3	17.8 0.1
2011-04-18.20	1418+546	2.85	1.9	0.228	0.0296 92	36.8	4.5	-40 63	14.3 54	72.5	0.2 -5.4	-17.8 -59.2	0.181 5.6E-3	0.191 6.4E-3	17.3 0.5
2011-04-18.21	J1033+609	2.91	1.9	0.280	0.0300 93	36.6	4.5	-35 33	10.6 61	27.3	3.4 -1.1	-30.0 -89.7	0.616 7.8E-3	0.736 0.012	18.2 0.2
2011-04-18.26	1418+546	3.89	1.9	0.353	0.0266 91	36.1	4.2	-46 54	14.3 54	63.7	5.0 -7.1	-17.1 -71.3	0.218 6.4E-3	0.243 9.1E-3	17.9 0.5
2011-04-18.27	J1033+609	3.94	1.9	0.388	0.0287 89	36.4	4.3	-32 26	10.6 61	21.4	6.6 -4.5	-29.6 -99.1	0.687 8.7E-3	0.753 0.011	17.2 0.2
2011-04-18.31	1418+546	4.51	1.9	0.412	0.0208 96	36.0	3.8	-47 49	14.3 54	59.5	5.2 -10.2	-19.8 -80.7	0.197 5.0E-3	0.215 6.0E-3	17.3 0.4
2011-04-18.37	1418+546	5.42	1.9	0.576	0.0275 88	36.8	3.1	-46 41	14.3 54	54.2	5.5 -7.7	-23.4 -87.1	0.190 7.2E-3	0.200 7.4E-3	16.5 0.6
2011-04-18.38	NGC7027	5.53	1.9	0.457	0.0284 94	36.5	3.1	68 66	21.1 42	-3.7	0.3 0.2	-32.3 -46.2	2.40 7.6E-3	3.29 0.015	19.5 0.1
2011-04-18.41	NGC7027	6.07	1.9	0.503	0.0303 95	36.7	3.4	66 72	21.1 42	-7.1	-0.3 -0.1	-30.0 -38.5	2.59 7.5E-3	3.56 0.016	20.1 0.1
2011-04-18.42	NGC7027	6.28	1.9	0.475	0.0277 94	36.3	3.6	65 74	21.1 42	-8.9	-0.6 -0.3	-29.0 -35.8	2.57 6.3E-3	3.43 0.014	19.8 0.0
2011-04-18.45	1923+210	6.94	1.9	0.552	0.0258 97	36.0	3.5	-136 69	19.4 21	47.3	9.7 -6.3	-4.5 -35.1	0.398 7.5E-3	0.557 0.011	19.8 0.3
2011-04-18.48	1923+210	7.22	1.9	0.505	0.0253 96	36.4	3.6	-128 67	19.4 21	50.3	6.0 -5.1	-8.6 -38.5	0.372 4.9E-3	0.492 0.010	19.1 0.2
2011-04-18.49	J1743-038	7.60	1.9	0.462	0.0274 62	37.3	4.4	-119 28	17.7 -4	44.2	10.1 -4.3	-23.8 -82.7	1.57 9.7E-3	1.77 0.014	17.7 0.1
#2011-04-18.50	G022.06	7.65	9.6	0.482	0.0187 77	75.8	4.5	-133 30	18.5 -10	44.2	46.3 -88.0	12.6 -162.1	0.217 5.8E-3	0.283 6.6E-3	19.2 0.5
2011-04-18.52	1923+210	7.93	1.9	0.565	0.0242 63	36.8	4.6	-113 60	19.4 21	55.2	8.6 -7.7	-8.9 -53.4	0.503 5.8E-3	0.520 0.011	17.4 0.2
2011-04-18.58	1923+210	8.71	1.9	0.649	0.0237 92	36.3	4.8	-102 51	19.4 21	57.6	8.1 -6.6	-14.0 -65.5	0.526 6.6E-3	0.559 8.1E-3	17.5 0.2
2011-04-18.62	J2225-050	9.22	1.9	0.728	0.0226 93	36.6	5.3	-173 48	22.4 -5	15.4	15.6 7.6	-15.2 -45.8	0.950 7.7E-3	1.15 0.011	18.8 0.1
2011-04-18.66	J2225-050	9.79	1.9	0.694	0.0241 94	36.4	5.7	-161 46	22.4 -5	20.3	15.0 4.5	-14.6 -51.1	0.981 7.0E-3	1.17 0.011	18.4 0.1
2011-04-18.70	J2225-050	10.36	1.9	0.673	0.0232 92	35.9	6.0	-150 43	22.4 -5	24.7	16.9 3.1	-12.7 -56.5	0.897 7.3E-3	1.13 0.013	19.1 0.1
2011-04-18.72	MWC349	10.63	1.9	0.783	0.0238 92	36.6	5.5	-68 48	20.5 41	77.3	2.5 -12.0	-21.1 -79.8	1.10 7.3E-3	1.20 0.011	17.6 0.1
2011-04-18.75	J0230+405	11.24	1.9	0.909	0.0206 93	36.7	5.8	72 69	2.5 41	-87.8	-8.2 14.9	-39.4 -25.7	0.213 5.2E-3	0.233 7.2E-3	17.5 0.4
2011-04-18.80	J0230+405	12.01	1.9	1.278	0.0276 90	36.5	6.9	68 78	2.5 41	-93.4	-11.5 14.4	-38.1 -14.5	0.200 9.1E-3	0.206 9.2E-3	17.2 0.8
# Mon Apr 18 12:09:45 UTC 2011 - Ran_out_of_cryogen 08:01; just_before_J0230_final_scan
2011-04-18.83	J0230+405	17.74	1.9	0.885	0.0735 59	36.8	3.7	-63 36	2.5 41	-7.8	3.2 1.4	-27.0 -80.5	0.155 0.021	0.143 0.012	9.8 1.4
#2011-04-18.84	J0230+405	17.80	1.9	0.966	0.0339 73	36.4	3.8	-62 35	2.5 41	-8.0	44.0 -24.4	13.5 -107.0	1.81 0.085	1.55 0.10	16.4 0.8
2011-04-18.85	J0230+405	17.88	1.9	0.959	0.0221 77	36.1	3.7	-62 34	2.5 41	-8.2	3.6 0.5	-27.4 -82.9	0.233 7.3E-3	0.217 7.3E-3	15.9 0.5
# Mon Apr 18 18:21:44 UTC 2011 - IV curve at 6:20pmUT 
# Mon Apr 18 19:43:08 UTC 2011 - SkyDip IV Curve Default DAC 6000 for 89, 9000 for 90-94
# Mon Apr 18 20:46:37 UTC 2011 - Oops - open/closed shutter during 18.97 SMA
2011-04-18.98	1418+546	21.89	1.9	0.558	0.0264 88	36.4	2.0	46 56	14.3 54	-37.4	1.8 5.4	-32.7 -57.3	0.216 6.1E-3	0.220 7.5E-3	17.2 0.5
2011-04-18.99	1418+546	21.96	0.9	0.509	0.0244 82	34.5	2.0	45 56	14.3 54	-37.9	1.1 5.2	-33.2 -56.7	0.220 8.7E-3	0.205 9.8E-3	16.5 0.7
2011-04-18.100	1418+546	21.98	0.8	0.509	0.0214 86	31.7	2.0	45 57	14.3 54	27.4	12.8 1.5	-21.4 -60.2	0.215 8.7E-3	0.195 8.2E-3	16.0 0.6
2011-04-18.101	1418+546	22.00	0.8	0.514	0.0215 86	31.4	2.0	45 57	14.3 54	27.4	12.1 0.0	-22.0 -61.5	0.207 8.2E-3	0.207 9.0E-3	16.7 0.7
2011-04-18.102	1418+546	22.02	0.8	0.514	0.0230 85	31.8	2.0	45 57	14.3 54	27.4	11.5 6.9	-22.5 -54.4	0.190 8.3E-3	0.197 0.011	16.7 0.7
2011-04-18.103	1418+546	22.05	0.8	0.525	0.0246 81	31.4	2.1	45 57	14.3 54	27.4	8.4 3.0	-25.5 -58.0	0.206 9.1E-3	0.214 0.012	17.1 0.8
2011-04-18.104	1418+546	22.11	0.9	0.542	0.0275 78	35.1	2.1	45 58	14.3 54	-39.1	2.4 4.8	-31.3 -55.6	0.197 0.010	0.194 0.011	16.0 0.8
2011-04-18.105	1418+546	22.13	0.9	0.542	0.0282 76	35.0	2.1	45 58	14.3 54	-39.3	1.6 4.5	-32.0 -55.7	0.230 9.9E-3	0.238 0.017	16.9 0.7
2011-04-18.106	1418+546	22.16	0.8	0.516	0.0259 81	31.7	2.1	44 58	14.3 54	27.4	14.3 2.9	-19.2 -57.0	0.220 9.2E-3	0.220 9.9E-3	16.5 0.7
2011-04-18.107	1418+546	22.18	0.9	0.516	0.0265 85	34.8	2.1	44 58	14.3 54	-39.7	0.8 6.9	-32.6 -52.9	0.189 6.9E-3	0.172 8.4E-3	16.0 0.6
2011-04-18.108	1418+546	22.20	0.9	0.613	0.0283 82	34.0	2.1	44 58	14.3 54	-39.8	2.0 4.6	-31.3 -55.0	0.201 9.1E-3	0.180 0.010	15.4 0.7
2011-04-18.109	1418+546	22.26	1.9	0.633	0.0240 88	36.4	2.1	44 59	14.3 54	-40.3	1.8 4.7	-31.3 -54.2	0.213 6.7E-3	0.202 5.9E-3	15.9 0.5
2011-04-18.110	J1033+609	22.34	1.9	0.555	0.0233 83	36.1	2.1	-21 63	10.6 61	63.1	1.0 -1.5	-19.7 -57.1	0.737 5.2E-3	0.825 9.6E-3	17.7 0.1
2011-04-18.114	1418+546	22.97	1.9	0.467	0.0219 97	35.9	2.6	38 65	14.3 54	-47.1	1.2 3.2	-28.6 -48.9	0.206 4.8E-3	0.217 7.8E-3	17.3 0.4
2011-04-18.115	J1033+609	23.05	1.8	0.562	0.0227 96	35.9	2.6	-29 60	10.6 61	55.0	1.5 -2.5	-20.1 -62.2	0.781 5.2E-3	0.831 1.0E-2	17.5 0.1
