# id	object	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2011-04-12.118	J0948+004	22.91	1.9	0.126	0.0147 98	37.9	3.3	-132 42	9.8 0	36.6	-2.8 2.6	-40.8 -58.4	0.412 3.5E-3	0.419 4.2E-3	17.4 0.1
2011-04-12.119	J0948+004	23.07	1.9	0.114	0.0145 98	37.6	3.6	-129 40	9.8 0	38.2	-3.1 2.4	-41.3 -60.0	0.412 3.2E-3	0.411 4.2E-3	17.3 0.1
# Nasmyth offset changed to -47.5, -14.3 but somehow does not seem to be applied...
2011-04-12.120	J0948+004	23.19	1.9	0.097	0.0148 98	37.7	3.2	-127 39	9.8 0	39.4	-3.1 2.7	-41.7 -60.8	0.400 3.3E-3	0.417 4.9E-3	17.3 0.1
2011-04-13.1	J0948+004	0.05	1.9	0.100	0.0158 93	37.9	2.8	-116 30	9.8 0	46.0	-4.4 1.2	-44.8 -69.9	0.395 3.4E-3	0.412 5.3E-3	17.2 0.1
2011-04-13.2	J1504+105	0.55	1.9	0.137	0.0153 94	37.9	2.6	140 58	15.1 10	-31.2	-0.0 2.5	-43.4 -59.2	0.722 3.7E-3	0.719 5.3E-3	17.3 0.1
2011-04-13.7	J1504+105	1.49	1.9	0.087	0.0150 98	37.8	3.2	167 63	15.1 10	-10.8	2.0 0.2	-40.8 -46.0	0.670 2.9E-3	0.702 4.8E-3	17.6 0.1
2011-04-13.8	J1405+043	1.60	1.9	0.085	0.0148 97	37.6	3.0	-161 56	14.1 4	14.7	-2.9 3.1	-46.4 -44.2	0.131 3.2E-3	0.124 3.2E-3	16.4 0.4
2011-04-13.12	J1504+105	2.22	1.9	0.096	0.0147 98	37.4	3.6	-169 63	15.1 10	8.5	-0.2 1.1	-41.5 -38.2	0.689 4.0E-3	0.730 4.8E-3	17.5 0.1
2011-04-13.13	J1405+043	2.28	1.9	0.081	0.0162 96	37.5	3.6	-145 52	14.1 4	27.1	-4.9 2.3	-47.2 -46.2	0.134 3.4E-3	0.124 3.0E-3	16.3 0.4
2011-04-13.14	IRAS16293	2.35	1.9	0.088	0.0149 97	37.4	3.3	164 27	16.5 -24	-13.6	-4.5 11.2	-51.6 -76.8	1.62 7.1E-3	2.25 8.2E-3	20.0 0.1
2011-04-13.15	Arp220	2.46	1.9	0.092	0.0148 98	37.7	3.2	-177 76	15.6 24	2.5	5.2 -0.2	-30.4 -22.1	0.0670 3.7E-3	0.0683 3.0E-3	15.5 0.8
2011-04-13.16	Arp220	2.52	1.9	0.089	0.0147 98	37.8	3.5	-173 76	15.6 24	5.8	4.1 0.6	-31.2 -20.6	0.0685 3.4E-3	0.0639 3.3E-3	16.1 0.8
2011-04-13.19	J1310+323	2.85	1.9	0.099	0.0154 97	38.2	3.7	-85 55	13.2 32	70.0	-2.5 -1.5	-33.3 -41.7	0.799 4.0E-3	0.796 4.9E-3	17.3 0.1
2011-04-13.20	J1506+427	3.09	1.9	0.042	0.0151 94	38.1	3.8	-62 76	15.1 43	106.7	3.0 -2.1	-13.4 -15.8	0.376 3.6E-3	0.416 4.9E-3	17.9 0.2
2011-04-13.21	J1506+427	3.14	1.9	0.042	0.0148 98	37.8	3.7	-63 75	15.1 43	105.8	3.1 -2.1	-13.7 -16.5	0.371 3.7E-3	0.414 4.8E-3	17.9 0.2
2011-04-13.22	J1642+689	3.30	1.9	0.087	0.0151 98	37.5	4.0	2 58	16.7 69	-175.1	5.5 1.9	-15.5 -47.1	0.573 3.4E-3	0.623 5.0E-3	17.8 0.1
2011-04-13.23	J2015+372	3.53	1.9	0.090	0.0151 99	38.0	3.9	73 48	20.3 37	-73.4	5.6 5.7	-27.2 -64.7	1.81 4.3E-3	2.00 6.5E-3	18.1 0.0
2011-04-13.25	J1733-131	3.66	1.7	0.079	0.0194 68	34.0	3.3	167 39	17.6 -13	-10.9	2.9 5.0	-41.5 -67.0	0.774 0.012	1.37 0.016	19.7 0.3
2011-04-13.30	J1504+105	4.91	1.9	0.090	0.0148 98	38.3	2.6	-111 41	15.1 10	49.1	-5.4 1.4	-43.6 -57.6	0.649 3.4E-3	0.666 4.4E-3	17.5 0.1
2011-04-13.31	J1405+043	4.96	1.9	0.131	0.0148 99	37.9	2.7	-105 25	14.1 4	50.6	-11.3 0.9	-52.7 -71.3	0.120 3.9E-3	0.126 3.8E-3	16.5 0.5
2011-04-13.33	J1415+133	5.06	1.9	0.082	0.0148 99	37.8	2.8	-98 32	14.3 13	54.3	-7.8 -0.6	-47.5 -68.0	0.338 3.5E-3	0.342 4.7E-3	17.1 0.2
2011-04-13.35	J2038+513	5.48	1.9	0.108	0.0147 99	37.8	3.0	46 65	20.6 51	-112.7	1.1 0.6	-25.5 -39.8	1.13 3.8E-3	1.23 6.0E-3	17.7 0.1
2011-04-13.36	J2007+661	5.55	1.9	0.095	0.0145 98	37.7	3.1	16 59	20.1 66	-147.2	1.2 0.9	-27.5 -45.6	0.246 3.0E-3	0.233 3.7E-3	16.7 0.2
# sunrise!
2011-04-13.41	J2038+513	6.36	1.9	0.097	0.0149 99	37.9	4.1	34 72	20.6 51	-134.6	0.4 2.2	-25.4 -28.2	1.07 4.2E-3	1.18 6.6E-3	17.8 0.1
2011-04-13.42	J2038+513	6.44	11.7	0.066	0.0146 99	68.2	4.5	30 73	20.6 51	-140.2	0.2 2.2	-25.3 -27.0	1.12 2.8E-3	1.31 3.6E-3	18.3 0.0
2011-04-13.43	J2007+661	6.73	1.9	0.087	0.0146 99	37.4	4.6	2 61	20.1 66	-175.1	1.0 0.6	-30.4 -43.7	0.234 3.4E-3	0.246 3.9E-3	17.6 0.2
2011-04-13.47	J2007+661	7.31	1.9	0.125	0.0149 99	37.8	5.4	-5 61	20.1 66	170.5	2.7 -0.3	-30.2 -46.5	0.229 4.0E-3	0.234 4.8E-3	17.2 0.3
2011-04-13.48	J2038+513	7.37	1.9	0.100	0.0157 99	37.7	5.5	3 76	20.6 51	-176.0	1.9 2.2	-24.6 -26.4	1.05 4.8E-3	1.20 5.5E-3	18.4 0.1
2011-04-13.48	J2038+513	7.37	1.9	0.100	0.0157 99	37.7	5.5	3 76	20.6 51	-176.0	1.9 2.2	-24.6 -26.4	1.05 4.8E-3	1.20 5.5E-3	18.4 0.1
2011-04-13.48	J2038+513	7.37	1.9	0.100	0.0157 99	37.7	5.5	3 76	20.6 51	-176.0	1.9 2.2	-24.6 -26.4	1.05 4.8E-3	1.20 5.5E-3	18.4 0.1
2011-04-13.52	J2038+513	8.01	1.9	0.088	0.0155 99	37.6	5.7	-20 75	20.6 51	154.1	2.7 0.3	-23.7 -34.5	1.06 4.2E-3	1.21 6.5E-3	18.5 0.1
2011-04-13.53	J2007+661	8.06	1.9	0.077	0.0150 98	37.8	5.8	-13 59	20.1 66	152.8	-0.0 0.8	-34.4 -50.2	0.227 4.1E-3	0.234 4.0E-3	17.3 0.3
2011-04-13.54	Neptune	8.24	1.9	0.122	0.0180 96	37.6	5.7	166 40	22.2 -12	-11.3	15.0 4.0	-16.2 -49.4	5.38 9.3E-3	6.44 0.010	19.1 0.0
2011-04-13.55	Neptune	8.36	1.9	0.050	0.0163 97	37.8	5.9	168 40	22.2 -12	-9.6	13.8 3.3	-16.7 -49.7	3.61 9.9E-3	6.06 9.8E-3	22.6 0.1
2011-04-13.56	Neptune	8.43	1.9	0.098	0.0173 89	37.9	6.2	170 40	22.2 -12	-8.5	14.8 3.4	-15.4 -49.5	4.22 0.012	6.30 0.013	21.0 0.1
2011-04-13.57	Neptune	8.51	1.9	0.052	0.0162 97	37.5	6.3	171 41	22.2 -12	-7.2	14.6 3.1	-15.1 -49.7	4.98 8.0E-3	6.11 8.9E-3	19.4 0.0
2011-04-13.58	Neptune	8.62	1.9	0.108	0.0171 96	37.3	6.0	173 41	22.2 -12	-5.5	13.1 1.5	-16.0 -51.2	4.43 0.011	5.84 0.010	20.0 0.0
2011-04-13.59	Neptune	8.83	16.1	0.085	0.0194 96	32.3	6.3	-180 41	22.2 -12	0.0	12.9 0.4	-14.8 -52.8	5.27 9.4E-3	6.77 7.6E-3	19.1 0.0
2011-04-13.60	Uranus	12.91	1.9	0.140	0.0193 98	37.8	6.0	-136 44	0.1 0	33.5	0.6 -1.5	-12.9 -65.7	7.77 0.016	13.7 0.020	23.1 0.0
2011-04-13.61	Uranus	12.99	1.9	0.112	0.0204 97	37.8	6.0	-135 43	0.1 0	34.4	1.4 -1.0	-12.5 -66.5	7.67 0.018	13.7 0.021	23.2 0.0
2011-04-13.62	Uranus	13.10	1.9	0.120	0.0194 98	37.5	6.0	-133 42	0.1 0	35.7	1.0 -1.8	-13.5 -69.1	9.85 0.018	13.9 0.022	20.4 0.0
2011-04-13.63	Uranus	13.19	1.9	0.113	0.0291 99	38.1	6.0	-132 41	0.1 0	36.6	-0.6 -0.4	-15.5 -68.9	3.61 0.024	13.1 0.033	33.1 0.2
2011-04-13.64	Uranus	13.26	1.9	0.146	0.0206 97	38.0	6.0	-130 41	0.1 0	37.4	1.2 1.3	-14.2 -68.4	3.74 0.015	12.9 0.028	32.5 0.1
2011-04-13.65	Uranus	13.69	1.9	0.159	0.0252 97	37.7	5.9	-124 37	0.1 0	41.4	2.4 0.9	-15.7 -75.4	7.70 0.020	13.0 0.020	22.4 0.1
2011-04-13.67	Uranus	14.11	1.9	0.132	0.0228 84	37.7	6.3	-118 32	0.1 0	44.6	4.2 -2.2	-17.1 -84.8	7.27 0.017	12.8 0.028	23.2 0.0
2011-04-13.68	Uranus	14.28	1.9	0.133	0.0234 85	37.6	6.2	-116 31	0.1 0	45.6	4.1 -0.6	-18.5 -85.6	7.40 0.021	12.6 0.028	22.8 0.1
2011-04-13.69	Uranus	14.32	1.7	0.157	0.0274 80	34.3	6.1	-116 30	0.1 0	45.9	6.6 0.2	-16.3 -85.4	8.22 0.021	12.9 0.031	22.2 0.0
2011-04-13.70	Uranus	14.37	1.9	0.155	0.0232 87	37.9	6.1	-115 30	0.1 0	46.2	7.4 -0.4	-15.9 -86.7	7.22 0.019	12.3 0.021	22.6 0.1
2011-04-13.71	Uranus	14.43	1.9	0.169	0.0218 85	37.5	6.0	-115 29	0.1 0	46.5	7.6 3.9	-16.2 -83.2	6.79 0.017	12.9 0.022	23.9 0.1
2011-04-13.72	Uranus	14.47	1.7	0.198	0.0246 88	34.0	6.0	-114 28	0.1 0	46.8	8.2 -3.4	-16.0 -91.1	6.88 0.022	12.7 0.024	23.3 0.1
2011-04-13.73	Mars	14.60	1.9	0.105	0.0270 82	38.4	6.0	-116 34	0.6 3	46.1	5.9 -2.3	-14.4 -85.4	23.6 0.028	41.6 0.043	23.2 0.0
2011-04-13.74	Mars	14.68	1.9	0.159	0.0296 95	38.0	6.1	-115 33	0.6 3	46.6	4.7 0.7	-16.3 -83.6	25.4 0.032	42.0 0.044	22.3 0.0
2011-04-13.76	Mars	14.81	1.9	0.172	0.0287 94	38.1	6.1	-113 31	0.6 3	47.4	0.6 -6.8	-21.5 -93.1	27.5 0.039	45.0 0.048	22.2 0.0
2011-04-13.77	Mars	14.89	1.9	0.141	0.0234 96	38.2	6.2	-112 30	0.6 3	47.8	5.4 -5.1	-17.4 -92.4	21.6 0.022	36.6 0.032	22.4 0.0
2011-04-13.78	J0719+331	15.13	1.9	0.145	0.0158 97	38.1	6.6	83 54	7.3 33	-70.8	-0.1 -11.7	-44.1 -63.6	0.157 3.8E-3	0.167 3.6E-3	18.0 0.4
2011-04-13.79	J0717+456	15.21	1.9	0.149	0.0166 96	37.8	6.7	61 57	7.3 46	-89.4	-0.4 -10.9	-44.8 -68.1	0.168 3.9E-3	0.163 3.6E-3	16.7 0.4
2011-04-13.83	J0719+331	15.81	1.9	0.225	0.0156 98	37.9	6.9	88 62	7.3 33	-72.1	-2.8 -3.6	-43.6 -46.7	0.179 3.6E-3	0.200 5.1E-3	17.9 0.3
2011-04-13.84	J0717+456	15.86	1.9	0.215	0.0157 99	37.7	6.9	60 64	7.3 46	-97.0	-1.9 -2.0	-43.2 -53.6	0.164 3.4E-3	0.174 3.6E-3	17.5 0.4
2011-04-13.88	J0719+331	16.46	1.9	0.190	0.0157 93	38.0	8.6	94 69	7.3 33	-71.9	-1.2 -1.1	-38.0 -33.8	0.158 4.1E-3	0.185 4.6E-3	18.2 0.4
2011-04-13.89	J0808+409	16.52	1.9	0.219	0.0158 93	37.8	8.3	71 62	8.1 41	-85.7	-1.6 1.2	-42.9 -52.0	0.237 3.8E-3	0.269 4.9E-3	18.2 0.3
#2011-04-13.90	J0808+409	16.62	1.9	0.176	0.0155 93	37.9	7.3	71 63	8.1 41	-86.6	-27.1 15.6	-67.8 -36.3	0.247 4.6E-3	0.292 5.8E-3	18.8 0.3
#  a few more pixels off than desired, relocked then retuned.  Didn't really change things.  See preTune4-13.png in Desktop/Gismo2011
2011-04-13.94	J0808+409	17.43	1.9	0.165	0.0161 99	37.9	11.3	71 72	8.1 41	-94.9	-5.9 3.6	-41.4 -38.2	0.235 4.5E-3	0.246 4.6E-3	17.1 0.3
2011-04-13.95	J0719+331	17.51	1.9	0.148	0.0162 99	38.0	12.3	116 82	7.3 33	-59.1	-3.0 5.0	-30.8 -5.9	0.164 4.1E-3	0.188 5.6E-3	17.8 0.4
2011-04-13.96	J0927+390	17.63	1.9	0.117	0.0163 98	37.8	13.4	74 59	9.5 39	-81.1	-2.0 4.1	-42.5 -56.6	2.57 5.3E-3	3.13 8.3E-3	19.2 0.0
#2011-04-13.97	J0927+390	17.89	1.9	0.097	0.0184 92	38.0	11.4	75 62	9.5 39	-82.8	-16.3 16.0	-55.4 -41.2	1.14 9.7E-3	1.65 0.015	19.6 0.2
2011-04-13.98	J0927+390	18.14	1.9	0.095	0.0187 81	38.1	11.0	76 65	9.5 39	-84.5	1.7 2.7	-35.8 -50.8	2.01 8.1E-3	2.94 0.011	19.8 0.1
2011-04-13.99	J0927+390	18.19	1.7	0.118	0.0201 73	33.9	11.0	76 66	9.5 39	-84.9	3.4 -0.6	-33.8 -53.3	1.14 8.6E-3	1.71 0.017	19.8 0.1
2011-04-13.100	J0927+390	18.25	1.7	0.116	0.0204 75	34.2	11.0	76 67	9.5 39	-85.3	1.1 0.7	-35.7 -51.2	1.45 9.5E-3	2.44 0.014	19.3 0.1
2011-04-13.101	J0927+390	18.30	1.9	0.105	0.0198 74	37.9	11.0	76 67	9.5 39	-85.6	1.6 1.3	-35.0 -49.9	1.42 7.5E-3	2.04 0.015	20.3 0.1
2011-04-13.102	J0927+390	18.37	1.9	0.119	0.0174 84	38.0	10.8	76 68	9.5 39	-86.2	-1.2 1.6	-37.2 -48.6	2.34 6.8E-3	3.21 9.1E-3	18.6 0.1
2011-04-13.103	J1012+232	18.49	1.9	0.145	0.0158 99	37.9	10.1	103 55	10.2 23	-57.8	0.2 -0.1	-41.3 -61.3	0.0888 3.5E-3	0.0771 3.1E-3	15.7 0.6
2011-04-13.117	J0909+014	20.38	1.9	0.188	0.0164 98	37.6	5.2	-168 54	9.2 1	9.2	-2.1 -2.3	-34.9 -50.7	1.16 4.6E-3	1.26 6.7E-3	18.0 0.1
2011-04-13.118	J0948+004	20.43	1.9	0.168	0.0159 98	37.5	5.1	176 53	9.8 0	-3.2	-2.9 -2.9	-39.6 -54.5	0.366 3.2E-3	0.357 4.3E-3	17.2 0.1
2011-04-13.123	J0948+004	21.29	1.9	0.276	0.0165 97	37.6	5.2	-163 52	9.8 0	13.7	-3.2 -0.6	-39.1 -51.7	0.361 4.5E-3	0.361 4.7E-3	17.2 0.2
2011-04-13.124	J0909+014	21.34	1.8	0.194	0.0186 93	37.9	5.2	-146 49	9.2 1	26.3	-0.8 -0.9	-34.1 -54.1	1.07 5.6E-3	1.14 7.9E-3	17.5 0.1
2011-04-13.128	J0948+004	21.99	1.9	0.243	0.0174 97	37.9	5.0	-147 48	9.8 0	25.6	-2.2 0.1	-38.4 -54.2	0.348 5.1E-3	0.366 6.1E-3	17.5 0.2
2011-04-13.129	J0909+014	22.04	1.9	0.280	0.0162 97	37.9	4.9	-133 44	9.2 1	35.5	-0.9 -0.6	-35.8 -60.0	1.09 4.3E-3	1.22 7.4E-3	18.1 0.1
2011-04-13.130	1418+546	22.24	1.9	0.234	0.0166 98	37.9	5.0	45 56	14.3 54	-102.9	1.7 1.1	-23.5 -77.4	0.250 4.2E-3	0.226 3.8E-3	16.3 0.3
2011-04-13.131	J0958+656	22.32	1.9	0.325	0.0172 96	37.4	5.0	-18 58	10.0 66	142.6	3.7 -2.6	-8.0 -63.9	1.69 4.3E-3	1.74 8.0E-3	17.6 0.0
2011-04-13.135	1418+546	22.97	1.9	0.338	0.0160 97	37.9	5.2	41 62	14.3 54	-115.2	3.0 -0.6	-16.7 -67.7	0.243 3.8E-3	0.228 3.8E-3	16.4 0.3
2011-04-13.136	J0958+656	23.04	1.9	0.381	0.0166 97	37.7	5.2	-24 55	10.0 66	127.8	4.3 -1.5	-9.7 -62.3	1.58 4.7E-3	1.68 8.0E-3	17.8 0.1
2011-04-13.140	1418+546	23.64	1.7	0.283	0.0165 97	33.9	5.3	34 67	14.3 54	-130.2	2.1 -0.3	-12.1 -56.3	0.232 4.5E-3	0.230 4.6E-3	17.1 0.3
2011-04-13.141	J0958+656	23.71	1.9	0.334	0.0162 97	37.6	5.2	-28 52	10.0 66	115.6	4.4 -1.3	-12.7 -62.9	1.53 5.3E-3	1.65 6.2E-3	17.9 0.1
2011-04-14.2	1418+546	0.30	1.9	0.273	0.0161 97	37.6	5.2	22 71	14.3 54	-149.9	1.9 -1.9	-7.3 -47.0	0.232 4.1E-3	0.240 4.7E-3	17.3 0.3
2011-04-14.3	J0958+656	0.37	1.9	0.362	0.0168 97	37.6	5.1	-30 48	10.0 66	105.0	4.6 -1.2	-16.0 -64.5	1.55 5.5E-3	1.68 6.7E-3	18.1 0.1
2011-04-14.7	1418+546	1.03	1.9	0.325	0.0157 97	37.6	5.1	2 73	14.3 54	-177.8	1.7 -3.3	-4.7 -37.4	0.225 3.8E-3	0.222 3.9E-3	16.8 0.3
2011-04-14.8	J0958+656	1.09	1.9	0.261	0.0158 97	37.8	5.0	-31 43	10.0 66	94.3	3.9 -2.8	-20.8 -68.6	1.45 5.4E-3	1.67 6.1E-3	18.4 0.1
2011-04-14.12	1418+546	1.68	1.9	0.300	0.0173 98	37.6	5.0	-17 72	14.3 54	156.7	0.5 -4.6	-8.0 -33.3	0.214 3.9E-3	0.216 4.7E-3	16.7 0.3
2011-04-14.13	J0958+656	1.74	1.9	0.322	0.0172 96	37.8	5.0	-31 39	10.0 66	85.4	2.7 -3.4	-25.4 -71.5	1.40 5.1E-3	1.63 7.4E-3	18.4 0.1
2011-04-14.17	1418+546	2.38	1.9	0.328	0.0165 98	37.7	4.8	-31 68	14.3 54	134.5	-0.4 -6.6	-14.3 -35.6	0.222 4.3E-3	0.213 3.8E-3	16.9 0.3
2011-04-14.18	J0958+656	2.43	1.9	0.341	0.0173 91	37.2	4.9	-30 35	10.0 66	76.5	3.6 -4.4	-27.8 -75.2	1.52 5.8E-3	1.70 7.5E-3	18.1 0.1
2011-04-14.22	1418+546	3.01	1.9	0.339	0.0179 97	37.7	4.7	-40 64	14.3 54	119.3	0.9 -6.0	-18.4 -39.3	0.230 4.3E-3	0.222 4.8E-3	16.8 0.3
2011-04-14.23	J0958+656	3.06	1.9	0.318	0.0180 92	38.0	4.8	-29 31	10.0 66	68.6	1.4 -4.5	-32.6 -77.4	1.48 5.8E-3	1.68 7.8E-3	18.2 0.1
2011-04-14.27	J1504+105	3.68	1.9	0.278	0.0172 97	38.1	4.7	-130 53	15.1 10	38.7	-2.6 -1.3	-40.8 -46.5	0.520 3.9E-3	0.585 6.2E-3	18.4 0.1
2011-04-14.28	J1405+043	3.73	1.9	0.205	0.0171 97	37.8	4.7	-119 39	14.1 4	44.4	-3.0 2.6	-44.2 -58.2	0.0688 4.0E-3	0.0694 3.6E-3	15.6 0.9
2011-04-14.33	J1504+105	4.46	1.9	0.268	0.0189 97	38.1	4.2	-117 46	15.1 10	46.5	-3.5 -4.1	-41.6 -58.3	0.516 4.6E-3	0.618 7.0E-3	18.9 0.2
2011-04-14.34	J1405+043	4.51	1.9	0.249	0.0178 96	37.5	4.2	-109 30	14.1 4	49.1	-5.7 -1.5	-47.0 -70.0	0.0840 4.7E-3	0.0821 5.2E-3	16.2 0.9
2011-04-14.38	J2038+513	5.16	1.9	0.177	0.0207 96	37.9	3.8	48 62	20.6 51	-108.0	0.5 -0.6	-26.3 -44.8	0.962 5.4E-3	0.994 6.9E-3	17.5 0.1
2011-04-14.39	J2007+661	5.21	1.9	0.146	0.0191 98	37.7	3.8	18 58	20.1 66	-141.4	-0.0 -1.5	-28.0 -49.7	0.209 4.2E-3	0.191 4.0E-3	16.8 0.3
2011-04-14.42	J2038+513	5.62	1.9	0.220	0.0160 98	37.8	3.5	44 66	20.6 51	-116.9	0.3 0.4	-25.8 -37.4	1.01 4.4E-3	1.09 5.9E-3	17.9 0.1
2011-04-14.43	J2007+661	5.67	1.9	0.173	0.0159 98	37.8	3.5	14 59	20.1 66	-151.5	-0.4 -3.5	-29.3 -49.2	0.220 3.9E-3	0.214 3.5E-3	16.9 0.3
2011-04-14.47	J2038+513	6.24	1.9	0.196	0.0172 98	37.9	3.6	35 71	20.6 51	-132.9	-1.0 -2.0	-26.6 -32.9	0.931 5.3E-3	1.01 6.1E-3	17.9 0.1
2011-04-14.48	J2007+661	6.30	1.9	0.185	0.0160 97	37.6	3.7	7 60	20.1 66	-166.1	-1.3 -3.7	-31.6 -47.8	0.197 4.1E-3	0.193 4.5E-3	17.1 0.3
2011-04-14.52	J2038+513	6.90	1.9	0.197	0.0175 96	37.5	3.8	18 75	20.6 51	-157.2	-2.1 -2.7	-28.0 -30.2	0.931 5.5E-3	1.04 6.5E-3	18.0 0.1
2011-04-14.53	J2007+661	6.95	1.7	0.190	0.0174 97	34.0	3.9	-1 61	20.1 66	177.9	-1.5 -4.4	-33.5 -49.3	0.214 3.7E-3	0.204 4.0E-3	17.0 0.3
2011-04-14.54	J2223+628	7.13	1.9	0.178	0.0158 98	38.0	3.8	26 58	22.4 63	-130.5	-0.5 -2.6	-35.0 -48.1	0.134 3.9E-3	0.152 6.6E-3	17.9 0.5
2011-04-14.55	J2007+661	7.19	1.9	0.091	0.0166 97	37.7	3.8	-4 61	20.1 66	171.8	-0.7 -4.9	-33.2 -50.7	0.203 3.7E-3	0.199 4.0E-3	17.3 0.3
2011-04-14.60	1828+487	8.01	1.9	0.092	0.0161 96	37.4	4.6	-55 58	18.5 49	95.5	-1.5 -2.9	-30.8 -58.0	1.07 4.3E-3	1.16 5.5E-3	17.9 0.1
2011-04-14.64	1828+487	8.58	1.9	0.160	0.0166 97	37.7	5.2	-56 52	18.5 49	88.7	-3.2 -0.4	-34.4 -64.1	1.14 4.5E-3	1.19 5.7E-3	17.6 0.1
2011-04-14.68	1828+487	9.15	1.9	0.159	0.0182 96	38.0	5.8	-55 47	18.5 49	82.7	-4.1 0.1	-37.1 -71.7	1.14 4.7E-3	1.21 6.5E-3	17.7 0.1
2011-04-14.72	1828+487	9.72	1.9	0.216	0.0164 96	37.8	6.1	-54 41	18.5 49	77.2	-5.1 1.3	-39.7 -78.1	1.11 4.8E-3	1.22 6.0E-3	18.0 0.1
# 12:15pm cycled.  During cycling noticed strange temperature readings AND sync fault on crate.  Power-cycled crate
2011-04-14.88	Mars	13.08	1.9	0.351	0.0273 96	37.8	6.8	-138 48	0.6 3	32.0	2.7 0.6	-7.3 -58.5	31.9 0.033	44.3 0.048	20.8 0.0
2011-04-14.89	Mars	13.16	1.9	0.344	0.0278 95	37.7	6.8	-137 48	0.6 3	33.1	1.9 -0.4	-8.5 -60.8	30.7 0.030	45.4 0.051	21.4 0.0
2011-04-14.90	Mars	13.23	1.9	0.394	0.0294 96	37.8	6.7	-136 47	0.6 3	34.0	1.5 -0.2	-9.3 -61.7	31.3 0.036	46.9 0.053	21.6 0.0
2011-04-14.91	Mars	13.38	1.9	0.379	0.0301 95	37.7	6.6	-133 46	0.6 3	35.8	1.2 -0.3	-10.3 -64.3	30.0 0.031	46.1 0.055	21.8 0.0
2011-04-14.92	Mars	13.56	1.9	0.373	0.0263 93	37.8	6.6	-130 44	0.6 3	37.8	2.4 -0.6	-10.1 -67.6	29.8 0.029	44.8 0.046	21.4 0.0
2011-04-14.93	Mars	13.62	1.9	0.405	0.0270 94	37.6	6.6	-129 44	0.6 3	38.5	2.7 0.6	-10.2 -67.4	27.1 0.031	45.5 0.045	22.9 0.0
2011-04-14.94	Mars	13.73	1.9	0.364	0.0254 93	38.0	6.7	-127 43	0.6 3	39.6	2.2 0.2	-11.5 -69.6	27.0 0.028	43.9 0.038	22.4 0.0
2011-04-14.95	J0048+320	13.93	1.9	0.391	0.0199 96	38.2	6.8	-89 60	0.8 32	70.2	-1.7 -3.4	-6.5 -69.9	0.129 5.4E-3	0.138 4.6E-3	17.0 0.7
2011-04-14.100	J0048+320	14.58	1.9	0.461	0.0179 97	38.2	7.4	-84 52	0.8 32	69.3	1.6 -1.9	-8.9 -79.1	0.126 5.4E-3	0.119 4.2E-3	16.3 0.7
2011-04-14.102	J0048+320	14.66	1.9	0.395	0.0195 97	38.1	7.4	-83 51	0.8 32	69.1	2.6 1.9	-8.5 -76.5	0.125 6.4E-3	0.137 6.5E-3	17.3 0.9
2011-04-14.104	J0048+320	14.75	1.9	0.495	0.0184 93	38.0	7.4	-83 50	0.8 32	68.9	0.2 -3.2	-11.7 -83.1	0.131 5.8E-3	0.137 5.7E-3	16.7 0.7
2011-04-14.105	Mars	14.81	1.9	0.445	0.0339 81	38.0	7.4	-112 31	0.6 3	47.6	7.5 0.5	-14.5 -85.9	27.5 0.042	43.5 0.057	21.8 0.0
2011-04-14.106	Mars	14.86	1.7	0.482	0.0395 87	34.0	7.4	-112 31	0.6 3	47.9	6.9 1.5	-15.6 -85.5	26.6 0.047	44.0 0.053	22.4 0.0
#2011-04-14.107	Mars	15.01	1.9	0.473	0.0359 91	37.8	7.3	-110 29	0.6 3	48.6	-22.8 -51.6	-46.6 -140.7	25.3 0.035	42.0 0.061	22.6 0.0
2011-04-14.108	Mars	15.22	1.9	0.486	0.0307 89	37.7	7.2	-108 27	0.6 3	49.5	6.1 -1.1	-19.4 -93.1	26.2 0.047	44.3 0.047	22.6 0.0
2011-04-14.109	Mars	15.40	1.9	0.411	0.0280 86	38.2	7.2	-106 25	0.6 3	50.2	3.7 0.4	-23.4 -93.7	25.5 0.035	39.8 0.043	22.1 0.0
2011-04-14.110	Mars	15.47	1.9	0.453	0.0312 89	37.8	7.2	-105 24	0.6 3	50.5	7.2 -0.4	-20.4 -95.4	24.6 0.040	42.3 0.047	22.9 0.0
2011-04-14.111	Mars	15.72	1.9	0.472	0.0374 81	38.0	7.3	-103 21	0.6 3	51.2	8.0 -0.8	-21.7 -98.6	22.8 0.052	37.5 0.061	22.1 0.0
2011-04-14.114	J0238+166	16.02	1.9	0.501	0.0184 93	38.1	7.8	-109 50	2.6 17	51.8	0.8 -4.6	-8.3 -73.3	0.544 5.5E-3	0.589 6.3E-3	18.1 0.2
2011-04-14.115	J0238+166	16.09	1.9	0.489	0.0174 92	38.0	8.2	-108 49	2.6 17	52.2	-1.4 -2.8	-11.2 -72.7	0.548 6.6E-3	0.680 8.4E-3	18.9 0.2
