# Time[UT]    Date          Tau         TauERR
  06:11:26    2015-02-26    1.4592      0.3960
  06:15:41    2015-02-26    1.0716      0.1925
  06:19:55    2015-02-26    5.0916      2.0740
  06:24:09    2015-02-26    0.0073      0.2812
  06:28:23    2015-02-26    2.4985      0.4747
  06:32:37    2015-02-26    0.0114      0.2630
  06:36:52    2015-02-26    0.4978      0.1887
  06:41:06    2015-02-26    0.8507      0.1149
  06:45:20    2015-02-26    1.5222      0.3700
  06:49:34    2015-02-26    0.5033      0.0491
  06:53:49    2015-02-26    1.8094      0.1377
  06:58:03    2015-02-26    1.0475      0.3153
  07:02:17    2015-02-26    0.8726      0.1768
  07:06:31    2015-02-26    0.5287      0.1418
  07:10:45    2015-02-26    0.4314      0.0854
  07:15:00    2015-02-26    0.5856      0.1166
  07:19:14    2015-02-26    0.4600      0.0593
  07:23:28    2015-02-26    0.6230      0.2993
  07:27:42    2015-02-26    0.1343      0.0869
  07:31:56    2015-02-26    0.0031      0.1761
  07:36:11    2015-02-26    0.5915      0.0837
  07:40:25    2015-02-26    0.6216      0.0791
  07:44:39    2015-02-26    0.1511      0.1078
  07:48:53    2015-02-26    0.8869      0.1005
  07:53:07    2015-02-26    0.3971      0.0463
  07:57:22    2015-02-26    0.4565      0.0219
  08:01:36    2015-02-26    0.3473      0.0174
  08:05:50    2015-02-26    0.4077      0.0445
  08:10:04    2015-02-26    0.4235      0.0457
  08:14:18    2015-02-26    0.3174      0.0375
  08:18:33    2015-02-26    0.3961      0.1072
  08:22:47    2015-02-26    0.4430      0.0763
  08:27:01    2015-02-26    0.2945      0.0183
  08:31:15    2015-02-26    0.4259      0.0895
  08:35:29    2015-02-26    0.1808      0.0500
  08:39:44    2015-02-26    0.2927      0.0367
  08:43:58    2015-02-26    0.3111      0.0348
  08:48:12    2015-02-26    0.3000      0.0308
  08:52:26    2015-02-26    0.2656      0.0214
  08:56:40    2015-02-26    0.2949      0.0272
  09:00:54    2015-02-26    0.3331      0.0260
  09:05:09    2015-02-26    0.3211      0.0145
  09:09:23    2015-02-26    0.2934      0.0117
  09:13:37    2015-02-26    0.3904      0.0282
  09:17:51    2015-02-26    0.2822      0.0177
  09:22:05    2015-02-26    0.2808      0.0229
  09:26:20    2015-02-26    0.2658      0.0720
  09:30:34    2015-02-26    0.3486      0.0231
  09:34:48    2015-02-26    0.3370      0.0395
  09:39:02    2015-02-26    0.3020      0.0097
  09:43:16    2015-02-26    0.2907      0.0222
  09:47:30    2015-02-26    0.3892      0.0542
  09:51:44    2015-02-26    0.2678      0.0240
  09:55:59    2015-02-26    0.3287      0.0228
  10:00:13    2015-02-26    0.3373      0.0238
  10:04:27    2015-02-26    0.2685      0.0205
  10:08:41    2015-02-26    0.2504      0.0502
  10:12:55    2015-02-26    0.4650      0.1334
  10:17:09    2015-02-26    0.3336      0.0157
  10:21:23    2015-02-26    0.2973      0.0144
  10:25:37    2015-02-26    0.3214      0.0168
  10:29:51    2015-02-26    0.3029      0.0417
  10:34:05    2015-02-26    0.3117      0.0732
  10:38:19    2015-02-26    0.3553      0.0362
  10:42:33    2015-02-26    0.3821      0.0176
  10:46:46    2015-02-26    0.3471      0.0320
  10:51:00    2015-02-26    0.3189      0.0101
  10:55:14    2015-02-26    0.3454      0.0131
  10:59:28    2015-02-26    0.4168      0.0193
  11:03:41    2015-02-26    0.3786      0.0195
  11:07:55    2015-02-26    0.3819      0.0681
  11:12:09    2015-02-26    0.3675      0.0263
  11:16:22    2015-02-26    0.3928      0.0159
  11:20:36    2015-02-26    0.3395      0.0542
  11:24:49    2015-02-26    0.3658      0.0308
  11:29:03    2015-02-26    0.3857      0.0303
  11:33:16    2015-02-26    0.4036      0.0313
  11:37:30    2015-02-26    0.4222      0.0509
  11:41:44    2015-02-26    0.4297      0.0155
  11:45:57    2015-02-26    0.4187      0.0285
  11:50:11    2015-02-26    0.4329      0.0144
  11:54:25    2015-02-26    0.4284      0.0199
  11:58:38    2015-02-26    0.4788      0.0465
  12:02:52    2015-02-26    0.4754      0.0258
  12:07:05    2015-02-26    0.5287      0.0367
  12:11:19    2015-02-26    0.4852      0.0282
  12:15:32    2015-02-26    0.3226      0.1481
  12:19:46    2015-02-26    0.4378      0.0164
  12:23:59    2015-02-26    0.4571      0.0073
  12:28:13    2015-02-26    0.4166      0.0326
  12:32:26    2015-02-26    0.4293      0.0587
  12:36:40    2015-02-26    0.3837      0.0354
  12:40:53    2015-02-26    0.3318      0.0520
  12:45:07    2015-02-26    0.4589      0.0265
  12:49:20    2015-02-26    0.4391      0.0189
  12:53:33    2015-02-26    0.5574      0.0120
  12:57:47    2015-02-26    0.4630      0.0322
  13:02:00    2015-02-26    0.4257      0.0531
  13:06:14    2015-02-26    0.4480      0.0334
  13:10:27    2015-02-26    0.4018      0.0450
  13:14:40    2015-02-26    0.6094      0.0788
  13:18:54    2015-02-26    0.5125      0.0434
  13:23:07    2015-02-26    0.4926      0.0445
  13:27:20    2015-02-26    0.5783      0.0893
  13:31:34    2015-02-26    0.3196      0.3653
  13:35:47    2015-02-26    0.5054      0.0611
  13:40:00    2015-02-26    0.8429      0.1460
  13:44:14    2015-02-26    0.9547      0.1101
  13:48:27    2015-02-26    1.1148      0.1261
  13:52:41    2015-02-26    0.5674      0.0871
  13:56:54    2015-02-26    0.5289      0.1018
  14:01:07    2015-02-26    0.5363      0.0362
  14:05:21    2015-02-26    0.6232      0.0700
  14:09:34    2015-02-26    0.5433      0.0519
  14:13:48    2015-02-26    0.5993      0.1136
  14:18:01    2015-02-26    0.5149      0.2369
  14:22:15    2015-02-26    0.3511      0.0947
  14:26:28    2015-02-26    0.2747      0.1296
  14:30:41    2015-02-26    0.4192      0.0473
  14:34:55    2015-02-26    0.5117      0.0387
  14:39:08    2015-02-26    0.5078      0.0318
  14:43:22    2015-02-26    0.5336      0.0817
  14:47:35    2015-02-26    0.4955      0.0126
  14:51:48    2015-02-26    0.4987      0.0497
  14:56:02    2015-02-26    0.4595      0.0231
  15:00:15    2015-02-26    0.4943      0.0249
  15:04:28    2015-02-26    0.4596      0.0456
  15:08:41    2015-02-26    0.6614      0.1532
  15:12:54    2015-02-26    0.6413      0.1172
  15:17:08    2015-02-26    0.4826      0.0304
  15:21:21    2015-02-26    0.4898      0.0157
  15:25:34    2015-02-26    0.4913      0.0188
  15:29:47    2015-02-26    0.4542      0.0128
  15:34:01    2015-02-26    0.4507      0.0252
  15:38:14    2015-02-26    0.4887      0.0160
  15:42:27    2015-02-26    0.4870      0.1157
  15:46:40    2015-02-26    0.5104      0.0346
  15:50:53    2015-02-26    0.4801      0.0250
  15:55:07    2015-02-26    0.5407      0.0888
  15:59:20    2015-02-26    0.4111      0.0433
  16:03:33    2015-02-26    0.6341      0.1236
  16:07:46    2015-02-26    0.7462      0.0470
  16:12:00    2015-02-26    0.5301      0.0851
  16:16:13    2015-02-26    0.4476      0.0268
  16:20:26    2015-02-26    0.3948      0.0941
  16:24:40    2015-02-26    0.2004      0.0630
  16:28:53    2015-02-26    0.5718      0.0375
  16:33:07    2015-02-26    0.3288      0.0354
  16:37:20    2015-02-26    0.4608      0.0276
  16:41:34    2015-02-26    0.3695      0.0663
  16:45:47    2015-02-26    0.0213      0.2917
  16:50:01    2015-02-26    0.3007      0.1308
  16:54:14    2015-02-26    1.8426      0.1740
  16:58:28    2015-02-26    1.1171      0.3819
  17:02:42    2015-02-26    2.6895      0.1433
  17:06:55    2015-02-26    0.1745      0.1667
  17:11:09    2015-02-26    0.4149      0.0795
  17:15:22    2015-02-26    0.5187      0.0517
  17:19:36    2015-02-26    0.5464      0.0469
  17:23:50    2015-02-26    0.2197      0.1095
  17:28:03    2015-02-26    1.1095      0.0805
