# Time[UT]    Date          Tau         TauERR
  04:40:57    2015-03-02    0.4995      0.0105
  04:45:12    2015-03-02    0.4914      0.0128
  04:49:26    2015-03-02    0.4849      0.0078
  04:53:41    2015-03-02    0.4930      0.0094
  04:57:55    2015-03-02    0.5045      0.0099
  05:02:09    2015-03-02    0.4909      0.0125
  05:06:24    2015-03-02    0.5008      0.0087
  05:10:38    2015-03-02    0.5140      0.0158
  05:14:53    2015-03-02    0.5063      0.0141
  05:19:07    2015-03-02    0.5143      0.0082
  05:23:22    2015-03-02    0.5088      0.0098
  05:27:36    2015-03-02    0.5170      0.0093
  05:31:50    2015-03-02    0.5099      0.0110
  05:36:05    2015-03-02    0.5138      0.0112
  05:40:19    2015-03-02    0.5281      0.0082
  05:44:34    2015-03-02    0.5202      0.0101
  05:48:48    2015-03-02    0.5329      0.0119
  05:53:03    2015-03-02    0.5271      0.0117
  05:57:17    2015-03-02    0.5251      0.0117
  06:01:32    2015-03-02    0.5386      0.0092
  06:05:46    2015-03-02    0.5427      0.0107
  06:10:01    2015-03-02    0.6859      0.2056
  06:14:15    2015-03-02    0.5240      0.0094
  06:18:29    2015-03-02    0.5308      0.0101
  06:22:44    2015-03-02    0.5136      0.0079
  06:26:58    2015-03-02    0.5010      0.0102
  06:31:13    2015-03-02    0.4943      0.0075
  06:35:27    2015-03-02    0.5245      0.0148
  06:39:42    2015-03-02    0.5062      0.0091
  06:43:56    2015-03-02    0.5086      0.0097
  06:48:11    2015-03-02    0.4991      0.0077
  06:52:25    2015-03-02    0.5409      0.0163
  06:56:39    2015-03-02    0.5195      0.0139
  07:00:54    2015-03-02    0.5300      0.0231
  07:05:08    2015-03-02    0.5280      0.0182
  07:09:23    2015-03-02    0.5140      0.0091
  07:13:37    2015-03-02    0.5201      0.0095
  07:17:52    2015-03-02    0.5108      0.0136
  07:22:06    2015-03-02    0.4759      0.0256
  07:26:21    2015-03-02    0.4979      0.0160
  07:30:35    2015-03-02    0.5175      0.0125
  07:34:49    2015-03-02    0.5244      0.0195
  07:39:04    2015-03-02    0.5130      0.0127
  07:43:18    2015-03-02    0.5201      0.0149
  07:47:33    2015-03-02    0.5296      0.0182
  07:51:47    2015-03-02    0.5089      0.0264
  07:56:01    2015-03-02    0.5145      0.0120
  08:00:15    2015-03-02    0.5160      0.0065
  08:04:29    2015-03-02    0.4974      0.0075
  08:08:43    2015-03-02    0.4759      0.0120
  08:12:58    2015-03-02    0.5080      0.0242
  08:17:12    2015-03-02    0.4843      0.0063
  08:21:26    2015-03-02    0.4923      0.0071
  08:25:40    2015-03-02    0.4753      0.0123
  08:29:54    2015-03-02    0.4970      0.0118
  13:21:54    2015-03-02    0.4676      0.0106
  13:26:07    2015-03-02    0.4875      0.0181
  13:30:20    2015-03-02    0.4642      0.0145
  13:34:33    2015-03-02    0.4771      0.0182
  13:38:47    2015-03-02    0.5318      0.0894
  13:43:00    2015-03-02    0.4884      0.0437
  13:47:13    2015-03-02    0.4430      0.0212
  13:51:26    2015-03-02    0.4604      0.0516
  13:55:39    2015-03-02    0.5559      0.1373
  13:59:52    2015-03-02    0.4202      0.0379
  14:04:06    2015-03-02    0.4876      0.0424
  14:08:19    2015-03-02    0.4867      0.0666
  14:12:32    2015-03-02    0.4937      0.0595
  14:16:45    2015-03-02    0.4595      0.0629
  14:20:58    2015-03-02    0.4838      0.0701
  14:25:11    2015-03-02    0.5343      0.1288
  14:29:24    2015-03-02    0.4420      0.0260
  14:33:37    2015-03-02    0.4797      0.0124
  14:37:50    2015-03-02    0.4261      0.0477
  14:42:03    2015-03-02    0.5176      0.0315
  14:46:16    2015-03-02    0.5210      0.0675
  14:50:29    2015-03-02    0.5359      0.0554
  14:54:42    2015-03-02    0.5031      0.0678
  14:58:55    2015-03-02    0.4096      0.0302
  15:03:08    2015-03-02    0.4639      0.0101
  15:07:21    2015-03-02    0.4701      0.0354
  15:11:34    2015-03-02    0.4162      0.0554
  15:15:47    2015-03-02    0.4873      0.0301
  15:20:00    2015-03-02    0.4701      0.0149
  15:24:13    2015-03-02    0.4835      0.0343
  15:28:26    2015-03-02    0.4552      0.0371
  15:32:39    2015-03-02    0.4950      0.0115
  15:36:52    2015-03-02    0.4762      0.0188
  15:41:05    2015-03-02    0.4030      0.0884
  15:45:18    2015-03-02    0.4889      0.0542
  15:49:31    2015-03-02    0.4867      0.0121
  15:53:44    2015-03-02    0.4708      0.0182
  15:57:56    2015-03-02    0.4810      0.0162
  16:02:09    2015-03-02    0.4889      0.0113
  16:10:35    2015-03-02    0.4757      0.0074
  16:14:48    2015-03-02    0.4754      0.0099
  16:19:01    2015-03-02    0.4732      0.0132
  16:23:14    2015-03-02    0.4863      0.0111
  16:27:27    2015-03-02    0.5053      0.0319
  16:31:40    2015-03-02    0.4700      0.0097
  16:35:53    2015-03-02    0.4853      0.0113
  16:40:06    2015-03-02    0.4787      0.0077
  16:44:19    2015-03-02    0.4797      0.0128
  16:48:32    2015-03-02    0.4779      0.0126
  16:52:45    2015-03-02    0.4789      0.0071
  16:56:58    2015-03-02    0.4764      0.0078
  17:01:11    2015-03-02    0.4741      0.0084
  17:05:24    2015-03-02    0.4815      0.0116
  17:09:37    2015-03-02    0.4804      0.0125
  17:13:50    2015-03-02    0.4828      0.0087
  17:18:03    2015-03-02    0.4866      0.0132
  17:22:16    2015-03-02    0.4720      0.0237
  17:26:29    2015-03-02    0.4933      0.0090
  17:30:42    2015-03-02    0.4738      0.0131
  17:34:56    2015-03-02    0.5180      0.0431
  17:39:09    2015-03-02    0.4906      0.0100
  17:43:22    2015-03-02    0.4996      0.0075
  17:47:35    2015-03-02    0.4888      0.0058
  17:51:48    2015-03-02    0.4848      0.0795
  17:56:01    2015-03-02    0.6569      0.1107
  18:00:15    2015-03-02    0.4920      0.0086
  18:04:28    2015-03-02    0.4606      0.0496
  18:08:41    2015-03-02    0.5116      0.0280
  18:12:54    2015-03-02    0.4896      0.0110
  18:17:08    2015-03-02    0.4798      0.0089
  18:21:21    2015-03-02    0.4728      0.0177
  18:25:34    2015-03-02    0.4091      0.0236
  18:29:48    2015-03-02    0.4814      0.0076
  18:34:01    2015-03-02    0.4786      0.0117
  18:38:14    2015-03-02    0.5132      0.0248
  18:42:28    2015-03-02    0.4728      0.0083
  18:46:41    2015-03-02    0.4564      0.0103
  18:50:55    2015-03-02    0.4563      0.0202
  18:55:08    2015-03-02    0.4453      0.0102
  18:59:22    2015-03-02    0.4175      0.0197
  19:03:35    2015-03-02    0.4303      0.0252
  19:07:49    2015-03-02    0.4394      0.0245
  19:12:02    2015-03-02    0.4679      0.1018
  19:16:16    2015-03-02    0.3374      0.0935
  19:20:29    2015-03-02    0.4088      0.0291
  19:24:43    2015-03-02    0.4211      0.0149
  19:28:57    2015-03-02    0.4420      0.0107
  19:33:10    2015-03-02    0.4126      0.0120
  19:37:24    2015-03-02    0.4286      0.0111
  19:41:38    2015-03-02    0.4332      0.0099
  19:45:51    2015-03-02    0.4270      0.0119
  19:50:05    2015-03-02    0.4347      0.0197
  19:54:19    2015-03-02    0.4215      0.0072
  19:58:32    2015-03-02    0.4160      0.0688
  20:02:46    2015-03-02    0.4372      0.0126
  20:07:00    2015-03-02    0.4371      0.0127
  20:11:13    2015-03-02    0.4218      0.0120
  20:15:27    2015-03-02    0.4280      0.0118
  20:19:41    2015-03-02    0.4208      0.0174
  20:23:54    2015-03-02    0.4410      0.0119
  20:28:08    2015-03-02    0.4462      0.0135
  20:32:22    2015-03-02    0.4332      0.0105
  20:36:35    2015-03-02    0.4341      0.0117
  20:40:49    2015-03-02    0.4365      0.0118
  20:45:03    2015-03-02    0.4403      0.0101
  20:49:17    2015-03-02    0.4413      0.0087
  20:53:30    2015-03-02    0.4474      0.0114
  20:57:44    2015-03-02    0.4378      0.0115
  21:01:58    2015-03-02    0.4422      0.0137
  21:06:11    2015-03-02    0.4418      0.0113
  21:10:25    2015-03-02    0.4410      0.0105
  21:14:39    2015-03-02    0.4322      0.0146
  21:18:52    2015-03-02    0.4354      0.0122
  21:23:06    2015-03-02    0.4399      0.0124
  21:27:20    2015-03-02    0.4457      0.0086
  21:31:34    2015-03-02    0.4433      0.0081
  21:35:47    2015-03-02    0.4389      0.0105
  21:40:01    2015-03-02    0.4277      0.0113
  21:44:15    2015-03-02    0.4427      0.0122
  21:48:29    2015-03-02    0.4492      0.0077
  21:52:42    2015-03-02    0.4373      0.0079
  21:56:56    2015-03-02    0.4401      0.0089
  22:01:10    2015-03-02    0.4377      0.0106
  22:05:24    2015-03-02    0.4398      0.0105
  22:09:37    2015-03-02    0.4309      0.0145
  22:13:51    2015-03-02    0.4437      0.0167
  22:18:05    2015-03-02    0.4480      0.0105
  22:22:19    2015-03-02    0.3351      0.1294
  22:26:32    2015-03-02    0.4222      0.0315
  22:30:46    2015-03-02    0.4392      0.0190
  22:35:00    2015-03-02    0.4411      0.0260
  22:39:14    2015-03-02    0.4460      0.0129
  22:43:28    2015-03-02    0.4481      0.0189
  22:47:41    2015-03-02    0.4381      0.0517
  22:51:55    2015-03-02    0.4710      0.0245
  22:56:09    2015-03-02    0.4896      0.0518
  23:00:23    2015-03-02    0.4456      0.0215
  23:04:36    2015-03-02    0.4495      0.0096
  23:08:50    2015-03-02    0.4441      0.0149
  23:13:04    2015-03-02    0.4562      0.0084
  23:17:17    2015-03-02    0.4513      0.0094
  23:21:31    2015-03-02    0.4580      0.0099
  23:25:45    2015-03-02    0.4476      0.0094
  23:29:59    2015-03-02    0.4428      0.0126
  23:34:12    2015-03-02    0.4479      0.0141
  23:38:26    2015-03-02    0.4503      0.0132
  23:42:40    2015-03-02    0.4499      0.0138
  23:46:54    2015-03-02    0.4427      0.0126
  23:51:08    2015-03-02    0.4285      0.0398
  23:55:21    2015-03-02    0.4568      0.0126
  23:59:35    2015-03-02    0.4515      0.0126
  00:03:49    2015-03-03    0.4482      0.0151
  00:08:03    2015-03-03    0.4408      0.0083
  00:12:16    2015-03-03    0.4296      0.0083
  00:16:30    2015-03-03    0.4234      0.0189
  00:20:44    2015-03-03    0.4164      0.0127
  00:24:58    2015-03-03    0.4092      0.0124
  00:29:12    2015-03-03    0.3733      0.0189
  00:33:26    2015-03-03    0.4185      0.0112
  00:37:39    2015-03-03    0.3813      0.0365
  00:41:53    2015-03-03    0.3986      0.0132
  00:46:07    2015-03-03    0.4017      0.0137
  00:50:21    2015-03-03    0.3285      0.0819
  00:54:35    2015-03-03    0.3792      0.0159
  00:58:49    2015-03-03    0.3868      0.0186
  01:03:02    2015-03-03    0.3803      0.0193
  01:07:16    2015-03-03    0.3885      0.0148
  01:11:30    2015-03-03    0.3817      0.0122
  01:15:44    2015-03-03    0.4137      0.0185
  01:19:58    2015-03-03    0.3768      0.0112
  01:24:12    2015-03-03    0.4015      0.0111
  01:28:26    2015-03-03    0.3972      0.0092
  01:32:39    2015-03-03    0.3806      0.0186
  01:36:53    2015-03-03    0.4225      0.0125
  01:41:07    2015-03-03    0.4287      0.0330
  01:45:21    2015-03-03    0.4208      0.0375
  01:49:35    2015-03-03    0.3796      0.0105
  01:53:49    2015-03-03    0.4555      0.0273
  01:58:03    2015-03-03    0.3697      0.0229
  02:02:16    2015-03-03    0.4174      0.0123
  02:06:30    2015-03-03    0.4341      0.0258
  02:10:44    2015-03-03    0.4025      0.0134
  02:14:58    2015-03-03    0.4335      0.0267
  02:19:12    2015-03-03    0.3933      0.0094
  02:23:26    2015-03-03    0.3981      0.0147
  02:27:40    2015-03-03    0.4061      0.0117
  02:31:54    2015-03-03    0.4217      0.0135
  02:36:07    2015-03-03    0.4070      0.0102
  02:40:21    2015-03-03    0.4005      0.0089
  02:44:35    2015-03-03    0.3960      0.0095
  02:48:49    2015-03-03    0.3843      0.0100
  02:53:03    2015-03-03    0.3881      0.0145
  02:57:17    2015-03-03    0.3968      0.0136
  03:01:31    2015-03-03    0.4187      0.0236
  03:05:45    2015-03-03    0.4173      0.0197
  03:09:59    2015-03-03    0.4385      0.0141
  03:14:12    2015-03-03    0.4219      0.0108
  03:18:26    2015-03-03    0.4256      0.0090
  03:22:40    2015-03-03    0.4395      0.0110
  03:26:54    2015-03-03    0.4460      0.0113
  03:31:08    2015-03-03    0.4508      0.0152
  03:35:22    2015-03-03    0.4712      0.0129
  03:39:36    2015-03-03    0.4703      0.0130
  03:43:49    2015-03-03    0.4484      0.0157
  03:48:03    2015-03-03    0.4622      0.0113
  03:52:17    2015-03-03    0.4923      0.0501
  03:56:31    2015-03-03    0.4354      0.0263
  04:00:45    2015-03-03    0.5035      0.0741
  04:04:59    2015-03-03    0.4426      0.0124
  04:09:13    2015-03-03    0.4407      0.0122
  04:13:26    2015-03-03    0.4455      0.0086
  04:17:40    2015-03-03    0.4406      0.0102
  04:21:54    2015-03-03    0.4428      0.0115
  04:26:08    2015-03-03    0.4390      0.0075
  04:30:22    2015-03-03    0.4402      0.0100
  04:34:36    2015-03-03    0.4383      0.0069
  04:38:50    2015-03-03    0.4283      0.0105
  04:43:03    2015-03-03    0.4437      0.0093
  04:47:17    2015-03-03    0.4297      0.0114
  04:51:31    2015-03-03    0.4247      0.0126
  04:55:45    2015-03-03    0.4218      0.0112
  04:59:59    2015-03-03    0.4180      0.0117
  05:04:13    2015-03-03    0.4199      0.0112
  05:08:26    2015-03-03    0.4030      0.0075
  05:12:40    2015-03-03    0.4169      0.0081
  05:16:54    2015-03-03    0.4347      0.0071
  05:21:08    2015-03-03    0.4102      0.0129
  05:25:22    2015-03-03    0.4040      0.0112
  05:29:36    2015-03-03    0.4250      0.0116
  05:33:49    2015-03-03    0.4135      0.0095
  05:38:03    2015-03-03    0.4075      0.0082
  05:42:17    2015-03-03    0.3936      0.0079
  05:46:31    2015-03-03    0.4104      0.0112
  05:50:45    2015-03-03    0.4143      0.0077
  05:54:59    2015-03-03    0.3186      0.0185
  05:59:12    2015-03-03    0.4131      0.0172
  06:03:26    2015-03-03    0.4245      0.0204
  06:07:40    2015-03-03    0.4123      0.0107
  06:11:54    2015-03-03    0.4220      0.0146
  06:16:08    2015-03-03    0.4026      0.0138
  06:20:22    2015-03-03    0.4056      0.0129
  06:24:36    2015-03-03    0.4054      0.0111
  06:28:49    2015-03-03    0.3939      0.0104
  06:33:03    2015-03-03    0.4016      0.0076
  06:37:17    2015-03-03    0.4488      0.0354
  06:41:31    2015-03-03    0.4201      0.0121
  06:45:45    2015-03-03    0.4106      0.0104
  06:49:59    2015-03-03    0.4330      0.0298
  06:54:12    2015-03-03    0.4268      0.0157
  06:58:26    2015-03-03    0.4410      0.0442
  07:02:40    2015-03-03    0.4470      0.0095
  07:06:54    2015-03-03    0.4314      0.0091
  07:11:08    2015-03-03    0.4250      0.0128
  07:15:22    2015-03-03    0.4333      0.0120
  07:19:36    2015-03-03    0.4291      0.0094
  07:23:49    2015-03-03    0.4355      0.0112
  07:28:03    2015-03-03    0.4333      0.0105
  07:32:17    2015-03-03    0.4373      0.0139
  07:36:31    2015-03-03    0.4432      0.0122
  07:40:45    2015-03-03    0.4446      0.0166
  07:44:59    2015-03-03    0.4412      0.0147
  07:49:13    2015-03-03    0.4272      0.0117
  07:53:26    2015-03-03    0.4294      0.0147
  07:57:40    2015-03-03    0.4473      0.0173
  08:01:54    2015-03-03    0.4341      0.0149
  08:06:08    2015-03-03    0.4468      0.0131
  08:10:21    2015-03-03    0.4400      0.0099
  08:14:35    2015-03-03    0.4324      0.0186
  08:18:49    2015-03-03    0.4227      0.0156
  08:23:03    2015-03-03    0.4233      0.0126
  08:27:16    2015-03-03    0.4083      0.0152
  08:31:30    2015-03-03    0.4162      0.0154
  08:35:44    2015-03-03    0.3508      0.0218
  08:39:58    2015-03-03    0.3979      0.0097
  08:44:11    2015-03-03    0.3921      0.0093
  08:48:25    2015-03-03    0.3862      0.0172
  08:52:39    2015-03-03    0.3915      0.0132
  08:56:53    2015-03-03    0.3861      0.0167
  09:05:20    2015-03-03    0.3709      0.0189
  09:09:34    2015-03-03    0.3061      0.0328
  09:13:47    2015-03-03    0.3255      0.0142
  09:18:01    2015-03-03    0.3334      0.0254
  09:22:15    2015-03-03    0.3017      0.0154
  09:26:29    2015-03-03    0.3287      0.0196
  09:30:42    2015-03-03    0.3256      0.0194
  09:34:56    2015-03-03    0.3497      0.0256
  09:39:10    2015-03-03    0.3377      0.0344
  09:43:23    2015-03-03    0.3736      0.0583
  09:47:37    2015-03-03    0.3301      0.0312
  09:51:51    2015-03-03    0.3922      0.1235
  09:56:04    2015-03-03    0.3536      0.0268
  10:00:18    2015-03-03    0.4627      0.1272
  10:04:32    2015-03-03    0.4520      0.0341
  10:08:45    2015-03-03    0.2292      0.2568
  10:12:59    2015-03-03    0.2225      0.0459
  10:17:13    2015-03-03    0.3972      0.0314
  10:21:26    2015-03-03    0.4215      0.0490
  10:25:40    2015-03-03    0.4673      0.1092
  10:29:53    2015-03-03    0.3145      0.0905
  10:34:07    2015-03-03    0.3049      0.0367
  10:38:20    2015-03-03    0.3305      0.0584
  10:42:34    2015-03-03    0.2668      0.0407
  10:46:47    2015-03-03    0.2579      0.0389
  10:51:00    2015-03-03    0.1324      0.1205
  10:55:14    2015-03-03    0.2787      0.0377
  10:59:27    2015-03-03    0.2686      0.0741
  11:03:40    2015-03-03    0.2746      0.0301
  11:07:54    2015-03-03    0.2482      0.0319
  11:12:07    2015-03-03    0.2657      0.0264
  11:16:20    2015-03-03    0.2531      0.0306
  11:24:46    2015-03-03    0.3185      0.0376
  11:28:59    2015-03-03    0.3101      0.0428
  11:33:12    2015-03-03    0.2996      0.0351
  11:37:25    2015-03-03    0.2793      0.0306
  11:41:38    2015-03-03    0.3154      0.0191
  11:45:51    2015-03-03    0.3089      0.0261
  11:50:04    2015-03-03    0.3020      0.0188
  11:54:17    2015-03-03    0.3147      0.0229
  11:58:30    2015-03-03    0.2875      0.0136
  12:06:56    2015-03-03    0.2243      0.0403
  12:11:09    2015-03-03    0.2880      0.0149
  12:15:23    2015-03-03    0.4238      0.0471
  12:19:36    2015-03-03    0.2716      0.0142
  12:23:50    2015-03-03    0.3331      0.0502
  12:28:03    2015-03-03    0.3031      0.0237
  12:32:16    2015-03-03    0.2770      0.0247
  12:36:29    2015-03-03    0.3012      0.0217
  12:44:56    2015-03-03    0.3830      0.0418
  12:49:09    2015-03-03    0.3836      0.0205
  12:53:22    2015-03-03    0.3462      0.0422
  12:57:35    2015-03-03    0.4468      0.0744
  13:01:48    2015-03-03    0.4272      0.0600
  13:06:01    2015-03-03    0.5497      0.1501
  13:10:14    2015-03-03    0.3274      0.0477
  13:14:27    2015-03-03    0.3473      0.0267
  13:18:40    2015-03-03    0.5936      0.1496
  13:22:53    2015-03-03    0.3345      0.2516
  13:27:06    2015-03-03    0.3964      0.0824
  13:31:19    2015-03-03    0.3516      0.0778
  13:35:32    2015-03-03    0.3592      0.0295
  13:39:45    2015-03-03    0.1241      0.0659
  13:43:58    2015-03-03    0.3386      0.0389
  13:48:11    2015-03-03    0.2095      0.0451
  13:52:24    2015-03-03    0.3488      0.0525
  13:56:37    2015-03-03    0.2895      0.0528
  14:00:50    2015-03-03    0.1987      0.0966
  14:05:03    2015-03-03    0.1905      0.0565
  14:09:15    2015-03-03    0.3474      0.0738
  14:13:28    2015-03-03    0.3715      0.0891
  14:17:41    2015-03-03    0.3006      0.0636
  14:21:54    2015-03-03    0.3389      0.0441
  14:26:07    2015-03-03    0.3321      0.0308
  14:30:19    2015-03-03    0.2480      0.0314
  14:34:32    2015-03-03    0.3122      0.0274
  14:38:45    2015-03-03    0.3480      0.0461
  14:42:57    2015-03-03    0.3001      0.0274
  14:47:10    2015-03-03    0.3349      0.0241
  14:51:23    2015-03-03    0.2565      0.0241
  14:55:36    2015-03-03    0.3121      0.0957
  14:59:48    2015-03-03    0.3161      0.0277
  15:04:01    2015-03-03    0.3270      0.0150
  15:08:14    2015-03-03    0.3247      0.0166
  15:12:27    2015-03-03    0.3891      0.0941
  15:16:39    2015-03-03    0.3466      0.0172
  15:20:52    2015-03-03    0.3492      0.0220
  15:25:05    2015-03-03    0.3304      0.0242
  15:29:17    2015-03-03    0.4100      0.0319
  15:33:30    2015-03-03    0.3461      0.0190
  15:37:43    2015-03-03    0.3608      0.0555
  15:41:56    2015-03-03    0.2195      0.0675
  15:46:08    2015-03-03    0.2778      0.0538
  15:50:21    2015-03-03    0.3649      0.0119
  15:54:34    2015-03-03    0.3649      0.0095
  15:58:47    2015-03-03    0.3515      0.0160
  16:03:00    2015-03-03    0.3552      0.0182
  16:07:12    2015-03-03    0.3550      0.0113
  16:11:25    2015-03-03    0.3260      0.0123
  16:15:38    2015-03-03    0.3499      0.0117
  16:19:51    2015-03-03    0.3699      0.0116
  16:24:04    2015-03-03    0.3384      0.0590
  16:28:16    2015-03-03    0.2477      0.0468
  16:32:29    2015-03-03    0.3493      0.0179
  16:36:42    2015-03-03    0.3329      0.0134
  16:40:55    2015-03-03    0.3547      0.0626
  16:45:08    2015-03-03    0.3413      0.0866
  16:49:20    2015-03-03    0.5366      0.0777
  16:53:33    2015-03-03    0.3254      0.0315
  16:57:46    2015-03-03    0.3837      0.0131
  17:01:59    2015-03-03    0.3173      0.0098
  17:06:12    2015-03-03    0.3151      0.0117
  17:10:25    2015-03-03    0.3042      0.0112
  17:14:38    2015-03-03    0.2989      0.0115
  17:18:51    2015-03-03    0.2911      0.0093
  17:23:04    2015-03-03    0.2915      0.0198
  17:27:16    2015-03-03    0.2934      0.0167
  17:31:29    2015-03-03    0.2941      0.0104
  17:35:43    2015-03-03    0.2833      0.0101
  17:39:56    2015-03-03    0.2965      0.0125
  17:44:09    2015-03-03    0.3151      0.0130
  17:48:22    2015-03-03    0.3133      0.0169
  17:52:35    2015-03-03    0.2885      0.0120
  17:56:48    2015-03-03    0.2963      0.0100
  18:01:01    2015-03-03    0.3031      0.0119
  18:05:15    2015-03-03    0.2946      0.0099
  18:09:28    2015-03-03    0.3024      0.0130
  18:13:41    2015-03-03    0.2859      0.0094
  18:17:55    2015-03-03    0.2883      0.0112
  18:22:08    2015-03-03    0.2960      0.0109
  18:26:22    2015-03-03    0.2883      0.0112
  18:30:35    2015-03-03    0.2889      0.0073
  18:34:49    2015-03-03    0.2846      0.0076
  18:39:02    2015-03-03    0.2797      0.0095
  18:43:16    2015-03-03    0.2940      0.0086
  18:47:29    2015-03-03    0.2897      0.0113
  18:51:43    2015-03-03    0.2932      0.0102
  18:55:56    2015-03-03    0.3248      0.0781
  19:00:10    2015-03-03    0.2885      0.0132
  19:04:24    2015-03-03    0.3256      0.0246
  19:08:37    2015-03-03    0.4024      0.1289
  19:12:51    2015-03-03    0.2833      0.0113
  19:17:05    2015-03-03    0.2782      0.0092
  19:21:18    2015-03-03    0.2867      0.0147
  19:25:32    2015-03-03    0.3075      0.0105
  19:29:46    2015-03-03    0.2845      0.0299
  19:34:00    2015-03-03    0.3428      0.0495
  19:38:13    2015-03-03    0.2789      0.0388
  19:42:27    2015-03-03    0.2897      0.0190
  19:46:41    2015-03-03    0.2958      0.0130
  19:50:55    2015-03-03    0.2891      0.0170
  19:55:09    2015-03-03    0.2908      0.0117
  19:59:22    2015-03-03    0.3357      0.0693
  20:03:36    2015-03-03    0.3317      0.0177
  20:07:50    2015-03-03    0.3054      0.0114
  20:12:04    2015-03-03    0.3111      0.0095
  20:16:18    2015-03-03    0.2909      0.0109
  20:20:32    2015-03-03    0.3081      0.0141
  20:24:45    2015-03-03    0.2880      0.0111
  20:28:59    2015-03-03    0.3066      0.0108
  20:33:13    2015-03-03    0.3278      0.0131
  20:37:27    2015-03-03    0.3148      0.0103
  20:41:41    2015-03-03    0.3049      0.0151
  20:45:55    2015-03-03    0.3112      0.0116
  20:50:09    2015-03-03    0.3234      0.0085
  20:54:23    2015-03-03    0.2724      0.0409
  20:58:37    2015-03-03    0.5148      0.1195
  21:02:51    2015-03-03    0.3209      0.0127
  21:07:05    2015-03-03    0.3335      0.0160
  21:11:19    2015-03-03    0.3342      0.0146
  21:15:32    2015-03-03    0.3161      0.0089
  21:19:46    2015-03-03    0.3091      0.0114
  21:24:00    2015-03-03    0.3057      0.0085
  21:28:14    2015-03-03    0.3047      0.0104
  21:32:28    2015-03-03    0.3026      0.0259
  21:36:42    2015-03-03    0.3154      0.0178
  21:40:56    2015-03-03    0.2921      0.0089
  21:45:10    2015-03-03    0.2966      0.0189
  21:49:24    2015-03-03    0.3030      0.0065
  21:53:38    2015-03-03    0.3028      0.0088
  21:57:52    2015-03-03    0.3088      0.0045
  22:02:06    2015-03-03    0.3008      0.0057
  22:06:20    2015-03-03    0.3135      0.0090
  22:10:34    2015-03-03    0.2964      0.0096
  22:14:48    2015-03-03    0.3158      0.0092
  22:19:02    2015-03-03    0.3080      0.0081
  22:23:16    2015-03-03    0.3547      0.0573
  22:27:30    2015-03-03    0.3122      0.0330
  22:31:44    2015-03-03    0.2927      0.0137
  22:35:57    2015-03-03    0.3089      0.0080
  22:40:11    2015-03-03    0.2923      0.0138
  22:44:25    2015-03-03    0.2919      0.0092
  22:48:39    2015-03-03    0.3303      0.0517
  22:52:53    2015-03-03    0.3290      0.0176
  22:57:07    2015-03-03    0.3139      0.0111
