# id	object	project	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	foc.dZ(f2)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2013-10-31.117	1226+023	100-13	12.16	0.8	0.115	0.0190 103	38.1	1.4	-2.90	-133 45	12.5 2	35.8	-0.6 -5.9	10.6 -90.6	2.65 8.6E-3	5.15 0.026	25.2 0.1
2013-10-31.118	1226+023	100-13	12.18	0.9	0.115	0.0199 103	37.3	1.4	-1.10	-133 44	12.5 2	36.1	-2.6 -3.9	8.5 -88.9	4.00 7.3E-3	4.85 0.011	19.7 0.0
2013-10-31.119	1226+023	100-13	12.20	0.8	0.115	0.0205 99	38.8	1.4	-0.50	-132 44	12.5 2	36.3	-3.1 -3.0	8.1 -88.1	3.61 6.9E-3	4.89 0.017	20.9 0.0
2013-10-31.128	2254+617	079-13	16.39	1.9	0.037	0.0203 96	37.1	0.1	-1.30	36 45	22.9 62	-94.6	-0.6 -11.0	-18.8 -103.7	1.61 8.4E-3	5.44 0.022	33.0 0.1
2013-10-31.129	2254+617	079-13	16.46	0.8	0.059	0.0172 96	37.9	0.1	-1.30	36 46	22.9 62	-95.4	-1.6 -1.4	-20.6 -104.9	1.66 0.010	5.10 0.030	31.4 0.2
2013-10-31.131	2254+617	079-13	16.50	1.0	0.059	0.0185 96	35.3	0.1	-2.50	36 46	22.9 62	-96.0	-0.0 -1.5	-19.2 -104.9	1.20 0.011	4.91 0.025	36.0 0.3
2013-10-31.132	2254+617	079-13	16.52	0.6	0.097	0.0178 96	36.8	0.1	-0.70	36 46	22.9 62	-96.3	-2.6 -0.2	-21.8 -103.5	1.66 0.011	4.97 0.025	31.0 0.2
2013-10-31.134	2254+617	079-13	16.62	1.0	0.032	0.0172 96	37.8	0.0	-1.80	36 47	22.9 62	-97.7	-1.2 -1.4	-20.9 -104.5	1.52 8.9E-3	5.11 0.044	33.0 0.2
2013-10-31.135	2254+617	079-13	16.64	1.0	0.032	0.0177 97	37.2	0.0	-2.40	36 47	22.9 62	-98.0	0.2 -1.2	-19.6 -104.2	1.26 0.011	4.83 0.048	35.0 0.2
2013-10-31.136	2254+617	079-13	16.66	0.8	0.032	0.0168 96	38.2	0.0	-3.00	35 47	22.9 62	-98.3	1.7 -1.5	-18.1 -104.5	0.938 9.4E-3	4.33 0.037	38.4 0.3
2013-10-31.137	2254+617	079-13	16.69	0.8	0.035	0.0179 96	38.7	0.0	-1.20	35 47	22.9 62	-98.6	-2.2 -0.7	-22.1 -103.6	1.62 0.010	4.65 0.042	30.4 0.2
2013-10-31.138	2254+617	079-13	16.71	0.8	0.035	0.0168 96	38.6	0.0	-0.60	35 47	22.9 62	-99.0	-2.9 -0.4	-22.9 -103.3	1.52 9.0E-3	4.80 0.039	31.8 0.2
2013-10-31.139	2254+617	079-13	16.76	1.6	0.056	0.0183 96	37.3	0.0	-0.95	35 48	22.9 62	-99.9	-1.7 1.1	-22.0 -101.7	1.64 7.5E-3	5.35 0.035	32.5 0.1
2013-10-31.142	1928+738	079-13	16.93	2.0	0.179	0.0207 95	37.2	-0.3	-0.95	1 53	19.5 74	-178.8	0.5 6.3	-17.1 -103.9	3.11 6.0E-3	3.62 0.012	19.2 0.0
2013-10-31.144	1928+738	079-13	17.06	0.9	0.090	0.0187 94	37.2	-0.3	-2.40	-0 53	19.5 74	178.8	0.6 -1.4	-16.2 -105.6	2.33 8.5E-3	3.42 0.018	21.5 0.1
2013-10-31.146	1928+738	079-13	17.09	0.9	0.090	0.0161 94	36.2	-0.3	-1.80	-1 53	19.5 74	178.2	0.6 0.2	-16.2 -104.0	2.96 5.4E-3	3.49 0.010	19.3 0.0
2013-10-31.147	1928+738	079-13	17.11	0.8	0.150	0.0154 94	38.0	-0.3	-2.40	-1 53	19.5 74	177.7	1.0 -1.3	-15.7 -105.6	2.43 6.1E-3	3.43 0.012	21.1 0.0
2013-10-31.148	1928+738	079-13	17.13	1.0	0.150	0.0169 94	37.8	-0.4	-3.00	-1 53	19.5 74	177.3	2.3 -2.3	-14.3 -106.5	1.79 7.2E-3	3.42 0.013	24.9 0.1
2013-10-31.149	1928+738	079-13	17.16	0.8	0.150	0.0159 94	38.9	-0.4	-1.20	-1 53	19.5 74	176.8	0.2 -0.5	-16.4 -104.8	3.11 5.2E-3	3.46 9.3E-3	19.0 0.0
2013-10-31.150	1928+738	079-13	17.18	0.8	0.111	0.0157 93	38.0	-0.4	-0.60	-1 53	19.5 74	176.4	-0.2 1.5	-16.8 -102.8	2.61 4.4E-3	3.41 0.012	20.3 0.0
2013-10-31.159	1928+738	079-13	18.70	2.0	0.055	0.0199 103	37.9	-0.3	-1.40	-11 51	19.5 74	146.6	0.5 1.2	-12.6 -106.1	3.07 4.4E-3	3.37 8.2E-3	19.0 0.0
2013-10-31.160	1928+738	079-13	18.77	0.9	0.090	0.0189 103	36.0	-0.4	-1.40	-11 51	19.5 74	145.4	0.7 0.1	-11.9 -106.2	3.07 6.1E-3	3.30 1.0E-2	18.7 0.0
2013-10-31.161	1928+738	079-13	18.80	0.9	0.090	0.0180 103	36.2	-0.4	-2.00	-11 51	19.5 74	145.0	0.9 -0.7	-11.6 -107.1	3.08 6.7E-3	3.38 9.9E-3	19.0 0.0
2013-10-31.162	1928+738	079-13	18.82	0.8	0.090	0.0168 102	37.6	-0.4	-2.60	-12 51	19.5 74	144.6	1.5 -1.8	-11.0 -108.2	2.49 5.0E-3	3.14 9.9E-3	20.2 0.0
2013-10-31.163	1928+738	079-13	18.84	0.9	0.090	0.0171 102	36.5	-0.4	-0.80	-12 51	19.5 74	144.2	-0.4 -0.0	-12.8 -106.5	2.55 5.3E-3	3.23 0.011	20.3 0.0
2013-10-31.164	1928+738	079-13	18.86	1.0	0.090	0.0195 102	37.7	-0.3	-0.20	-12 51	19.5 74	143.7	-0.5 1.1	-13.0 -105.4	1.94 7.1E-3	3.24 0.013	23.6 0.1
2013-10-31.173	2136+141	099-13	20.53	1.6	0.196	0.0190 93	37.0	0.4	-1.70	-137 61	21.7 14	34.7	-0.3 5.6	8.7 -71.3	0.410 4.2E-3	0.425 7.1E-3	18.0 0.2
2013-10-31.174	2136+141	099-13	20.59	0.9	0.196	0.0182 92	36.5	0.4	-1.80	-135 61	21.7 14	35.6	-0.1 -0.9	8.3 -73.1	0.389 6.8E-3	0.403 7.0E-3	17.7 0.3
2013-10-31.175	2136+141	099-13	20.61	1.0	0.196	0.0175 92	37.3	0.4	-2.40	-135 61	21.7 14	36.0	-0.4 -1.1	8.4 -73.7	0.380 5.6E-3	0.406 8.7E-3	18.3 0.3
2013-10-31.176	2136+141	099-13	20.63	0.6	0.196	0.0158 93	36.8	0.4	-3.00	-134 60	21.7 14	36.3	0.7 -2.8	10.5 -75.7	0.279 7.3E-3	0.337 8.8E-3	19.1 0.5
2013-10-31.177	2136+141	099-13	20.65	0.9	0.155	0.0157 93	37.5	0.4	-1.20	-134 60	21.7 14	36.7	-1.4 0.9	7.8 -72.3	0.334 3.8E-3	0.369 6.6E-3	18.2 0.2
2013-10-31.178	2136+141	099-13	20.67	0.8	0.155	0.0160 93	38.7	0.4	-0.60	-133 60	21.7 14	37.1	-1.6 1.9	7.4 -71.6	0.263 4.7E-3	0.357 7.7E-3	20.2 0.3
2013-10-31.179	2136+141	099-13	20.71	2.0	0.198	0.0196 93	37.2	0.3	-1.95	-132 60	21.7 14	37.9	-0.2 0.3	8.9 -73.9	0.410 4.0E-3	0.433 5.5E-3	18.1 0.2
2013-10-31.187	2136+141	099-13	22.06	1.6	0.121	0.0162 95	38.8	0.5	-1.95	-109 46	21.7 14	51.3	-0.7 -3.5	9.8 -94.4	0.386 3.0E-3	0.458 0.015	19.0 0.1
2013-10-31.193	0235+164	099-13	23.20	2.0	0.214	0.0206 94	37.4	0.0	-1.95	143 66	2.6 17	-29.4	4.2 4.6	-7.6 -48.4	0.881 4.5E-3	1.01 0.011	19.2 0.1
2013-10-31.198	0133+476	077-13	0.06	1.8	0.179	0.0193 103	38.0	-0.4	-1.95	-38 75	1.6 48	132.2	4.8 0.1	-6.6 -81.1	2.61 5.1E-3	3.00 0.011	19.0 0.0
2013-11-01.1	0133+476	077-13	0.13	0.9	0.124	0.0167 102	37.3	-0.3	-1.90	-40 75	1.6 48	129.9	-1.4 0.6	-7.1 -81.0	2.54 6.0E-3	2.76 0.010	19.0 0.0
2013-11-01.3	0133+476	077-13	0.17	1.0	0.082	0.0185 102	35.8	-0.1	-3.10	-41 74	1.6 48	128.5	-1.3 -1.9	-6.5 -83.9	1.91 5.6E-3	2.65 0.011	20.9 0.1
2013-11-01.4	0133+476	077-13	0.19	0.8	0.082	0.0171 103	37.8	-0.1	-1.30	-41 74	1.6 48	127.7	-1.8 0.8	-6.7 -81.4	2.23 5.4E-3	2.68 0.011	20.0 0.0
2013-11-01.5	0133+476	077-13	0.22	0.9	0.082	0.0165 103	38.0	0.0	-0.70	-42 74	1.6 48	127.0	-1.3 2.9	-5.9 -79.4	1.67 4.9E-3	2.77 0.012	23.2 0.1
2013-11-01.6	0133+476	077-13	0.26	0.8	0.110	0.0170 103	38.3	0.1	-1.90	-43 74	1.6 48	125.6	-1.7 0.3	-5.9 -82.4	2.59 6.6E-3	2.74 8.2E-3	18.5 0.0
2013-11-01.7	0133+476	077-13	0.28	1.0	0.110	0.0173 103	36.3	0.1	-2.50	-43 74	1.6 48	125.0	-1.7 -0.0	-5.7 -82.9	2.36 6.1E-3	2.73 8.6E-3	19.2 0.0
2013-11-01.8	0133+476	077-13	0.30	0.9	0.110	0.0161 103	36.9	0.1	-3.10	-44 73	1.6 48	124.3	-1.0 -1.2	-4.7 -84.3	1.90 5.1E-3	2.73 0.011	21.3 0.1
2013-11-01.9	0133+476	077-13	0.33	1.0	0.070	0.0164 103	37.6	0.1	-1.30	-44 73	1.6 48	123.6	-2.0 1.6	-5.5 -81.7	2.19 6.3E-3	2.64 8.4E-3	20.0 0.1
2013-11-01.10	0133+476	077-13	0.35	1.0	0.070	0.0163 103	37.1	0.1	-0.70	-45 73	1.6 48	123.0	-1.6 2.7	-4.9 -80.7	1.67 6.1E-3	2.76 0.013	23.1 0.1
2013-11-01.23	0133+476	077-13	1.63	1.9	0.023	0.0191 88	37.7	-0.6	-2.00	-56 61	1.6 48	97.9	-5.3 -1.9	-0.1 -95.4	2.20 5.1E-3	2.52 7.4E-3	18.9 0.0
2013-11-01.42	0133+476	077-13	2.91	1.6	0.055	0.0177 103	37.5	-0.2	-2.00	-57 48	1.6 48	83.3	-0.5 -4.6	3.4 -108.1	2.52 5.1E-3	2.79 8.3E-3	19.0 0.0
2013-11-01.43	0133+476	077-13	2.98	0.9	0.055	0.0167 103	36.5	-0.2	-2.00	-56 47	1.6 48	82.7	0.5 0.7	4.1 -107.7	2.53 6.4E-3	2.78 8.4E-3	19.0 0.0
2013-11-01.44	0133+476	077-13	3.00	1.0	0.089	0.0167 103	36.4	-0.1	-2.60	-56 47	1.6 48	82.5	0.2 -0.1	3.8 -108.7	2.33 6.7E-3	2.83 0.011	19.9 0.1
2013-11-01.45	0133+476	077-13	3.03	0.8	0.089	0.0159 103	37.8	-0.1	-3.20	-56 47	1.6 48	82.3	0.6 -0.4	4.3 -109.1	1.78 5.7E-3	2.89 0.014	23.1 0.1
2013-11-01.46	0133+476	077-13	3.05	0.9	0.077	0.0162 103	37.6	-0.1	-1.40	-56 47	1.6 48	82.0	-1.5 1.6	2.2 -107.1	2.65 5.3E-3	2.89 0.011	19.2 0.0
2013-11-01.47	0133+476	077-13	3.07	0.9	0.077	0.0166 103	38.3	-0.2	-0.80	-56 46	1.6 48	81.8	-2.0 2.8	1.8 -106.1	2.12 5.7E-3	2.89 0.012	21.1 0.1
2013-11-01.54	0954+658	103-13	4.14	1.8	0.064	0.0184 103	38.1	0.8	-1.84	29 49	10.0 66	-109.0	-3.4 0.2	-20.3 -95.7	1.60 3.2E-3	1.69 6.1E-3	18.8 0.0
2013-11-01.64	1044+719	103-13	5.63	1.9	0.059	0.0181 103	37.1	3.0	-1.84	19 50	10.8 72	-126.7	-0.0 1.6	-18.7 -97.8	1.81 3.9E-3	2.09 0.010	19.5 0.0
2013-11-01.65	0954+658	103-13	5.69	1.9	0.076	0.0180 103	37.4	3.1	-1.84	21 57	10.0 66	-137.5	1.0 2.1	-22.2 -91.9	1.65 4.8E-3	1.90 9.8E-3	19.4 0.1
2013-11-01.66	0954+658	103-13	5.73	0.9	0.076	0.0152 103	36.9	3.1	-1.90	20 58	10.0 66	-138.1	1.6 2.2	-21.7 -91.7	1.62 3.9E-3	1.75 7.5E-3	18.8 0.0
2013-11-01.67	0954+658	103-13	5.75	1.0	0.076	0.0164 102	36.6	3.1	-2.50	20 58	10.0 66	-138.5	1.8 1.5	-21.6 -92.5	1.53 5.0E-3	1.78 9.9E-3	19.9 0.1
2013-11-01.68	0954+658	103-13	5.77	0.9	0.076	0.0157 103	38.3	3.1	-3.10	20 58	10.0 66	-139.0	3.1 0.5	-20.3 -93.4	1.13 4.6E-3	1.68 0.011	21.8 0.1
2013-11-01.69	0954+658	103-13	5.79	0.8	0.086	0.0152 103	37.9	3.2	-1.30	20 58	10.0 66	-139.5	0.8 3.2	-22.6 -90.8	1.50 4.7E-3	1.81 0.013	19.9 0.1
2013-11-01.70	0954+658	103-13	5.81	0.8	0.086	0.0154 103	37.8	3.2	-0.70	20 58	10.0 66	-139.9	0.4 4.6	-23.0 -89.3	1.23 5.3E-3	1.74 0.013	21.7 0.1
2013-11-01.77	0954+658	103-13	6.92	1.9	0.107	0.0172 103	37.5	2.7	-2.00	8 61	10.0 66	-165.7	1.2 1.2	-20.5 -91.7	1.61 4.5E-3	1.87 0.015	19.4 0.1
2013-11-01.81	0954+658	103-13	7.53	2.0	0.080	0.0180 103	37.0	3.2	-2.00	-0 62	10.0 66	179.1	0.7 0.9	-18.3 -92.6	1.49 4.2E-3	1.73 0.011	19.4 0.1
2013-11-01.82	1156+295	102-13	7.70	1.7	0.183	0.0191 102	36.6	3.1	-2.00	101 66	12.0 29	-63.6	0.3 1.7	-22.1 -55.4	0.752 5.0E-3	0.838 8.1E-3	19.1 0.1
2013-11-01.87	1156+295	102-13	8.47	1.8	0.096	0.0183 103	38.1	3.4	-2.00	117 75	12.0 29	-54.3	3.2 2.2	-18.8 -41.4	0.759 4.0E-3	0.914 7.2E-3	19.8 0.1
2013-11-01.88	1156+295	102-13	8.54	1.0	0.099	0.0163 103	36.8	3.4	-2.00	119 76	12.0 29	-52.9	0.4 0.1	-18.1 -40.1	0.759 5.3E-3	0.870 7.3E-3	19.5 0.1
2013-11-01.89	1156+295	102-13	8.57	0.9	0.099	0.0160 102	37.0	3.4	-2.60	120 76	12.0 29	-52.4	0.2 -0.7	-18.1 -40.6	0.596 6.1E-3	0.834 1.0E-2	21.3 0.2
2013-11-01.90	1156+295	102-13	8.59	0.8	0.124	0.0157 103	38.5	3.4	-3.20	120 76	12.0 29	-51.9	1.2 -1.7	-16.6 -41.3	0.505 4.5E-3	0.861 9.7E-3	23.4 0.2
2013-11-01.91	1156+295	102-13	8.61	0.8	0.124	0.0153 103	38.4	3.4	-1.40	121 76	12.0 29	-51.3	0.2 1.4	-17.6 -37.8	0.719 5.4E-3	0.891 0.012	20.0 0.1
2013-11-01.92	1156+295	102-13	8.63	1.1	0.124	0.0172 103	36.8	3.4	-0.80	122 76	12.0 29	-50.7	0.8 2.6	-16.9 -36.3	0.624 6.3E-3	0.898 9.0E-3	21.7 0.2
2013-11-01.99	1116+128	102-13	9.72	1.9	0.140	0.0226 100	38.0	3.8	-1.81	-151 63	11.3 13	24.1	-2.9 1.0	9.7 -62.5	0.382 5.0E-3	0.449 7.1E-3	23.2 0.3
2013-11-01.102	1116+128	102-13	9.82	0.9	0.094	0.0205 101	36.1	3.8	-1.80	-148 62	11.3 13	26.1	-0.1 1.7	9.9 -62.3	0.405 8.7E-3	0.521 0.011	20.0 0.4
2013-11-01.103	1116+128	102-13	9.85	0.7	0.094	0.0168 100	35.3	3.8	-2.40	-147 62	11.3 13	26.6	-0.8 -1.1	9.5 -65.5	0.314 6.1E-3	0.391 0.015	23.0 0.4
2013-11-01.104	1116+128	102-13	9.87	0.9	0.094	0.0184 101	36.1	3.8	-3.00	-146 62	11.3 13	27.0	-1.6 -2.2	9.0 -66.8	0.275 6.0E-3	0.400 9.4E-3	24.6 0.5
2013-11-01.105	1116+128	102-13	9.89	0.8	0.114	0.0198 101	37.5	3.7	-1.20	-146 62	11.3 13	27.5	-2.4 1.3	7.9 -63.7	0.323 7.4E-3	0.341 8.6E-3	17.9 0.4
2013-11-01.106	1116+128	102-13	9.91	1.0	0.114	0.0201 100	37.4	3.7	-0.60	-145 61	11.3 13	28.0	-2.4 2.3	7.9 -63.0	0.259 6.1E-3	0.352 9.9E-3	20.4 0.5
2013-11-01.111	1226+023	100-13	10.68	1.8	0.224	0.0217 100	38.2	3.8	-1.40	-163 54	12.5 2	14.1	-3.5 -3.5	6.1 -68.6	4.11 5.2E-3	5.39 0.013	20.2 0.0
2013-11-01.121	1308+326	100-13	12.30	2.0	0.160	0.0215 103	37.2	5.3	-1.40	-96 70	13.2 32	69.8	6.1 1.8	8.8 -77.2	0.704 5.0E-3	0.788 8.7E-3	18.9 0.1
# Fri Nov  1 13:10:28 UTC 2013 - Scans 126, 127, 128 against Styrofor
2013-11-01.131	1633+382	100-13	15.87	1.8	0.223	0.0185 98	38.0	3.3	-1.40	-79 69	16.6 38	84.4	4.3 2.3	9.7 -80.6	3.61 4.4E-3	5.23 0.014	21.6 0.0
2013-11-01.132	1633+382	100-13	15.93	1.0	0.249	0.0170 98	36.2	3.2	-1.40	-79 68	16.6 38	84.0	-3.6 -3.4	6.4 -84.6	3.98 9.5E-3	5.01 0.011	20.0 0.0
2013-11-01.133	1633+382	100-13	15.95	0.8	0.249	0.0190 98	38.3	3.2	-2.00	-79 68	16.6 38	83.9	-1.8 -6.2	8.2 -87.8	3.97 8.8E-3	5.01 0.014	19.9 0.0
2013-11-01.134	1633+382	100-13	15.97	0.9	0.249	0.0167 98	36.5	3.3	-2.60	-79 68	16.6 38	83.8	-1.3 -6.5	8.8 -88.2	3.63 5.5E-3	5.05 0.013	20.9 0.0
2013-11-01.135	1633+382	100-13	16.00	1.1	0.220	0.0194 98	36.6	3.3	-0.80	-79 67	16.6 38	83.6	-3.0 -1.7	7.1 -83.8	3.23 5.7E-3	5.27 0.016	22.8 0.0
2013-11-01.136	1633+382	100-13	16.02	1.0	0.220	0.0184 98	35.9	3.5	-0.20	-78 67	16.6 38	83.5	-3.3 0.1	6.9 -82.2	2.48 8.3E-3	5.12 0.016	26.0 0.1
2013-11-01.138	1928+738	079-13	16.33	1.5	0.271	0.0169 99	38.5	4.5	-1.80	4 53	19.5 74	-168.1	-8.1 -6.6	-16.2 -99.7	2.72 5.7E-3	3.46 0.011	19.8 0.0
2013-11-01.144	1928+738	079-13	17.32	2.0	0.283	0.0159 102	37.2	5.2	-1.80	-3 53	19.5 74	172.2	-0.2 0.6	-15.0 -100.5	2.55 5.1E-3	3.06 7.5E-3	19.6 0.0
2013-11-01.150	1928+738	079-13	18.30	1.6	0.367	0.0263 104	37.1	4.8	-1.80	-9 52	19.5 74	153.0	-0.3 0.2	-13.0 -103.4	2.75 0.010	3.67 0.098	20.9 0.1
2013-11-01.151	1928+738	079-13	18.36	0.8	0.337	0.0168 104	39.0	4.9	-1.80	-9 52	19.5 74	152.0	1.6 -0.0	-11.3 -103.6	2.62 5.8E-3	2.89 0.013	19.0 0.0
2013-11-01.152	1928+738	079-13	18.38	0.8	0.337	0.0372 104	38.2	4.9	-2.40	-9 52	19.5 74	151.6	0.9 -1.3	-12.0 -104.9	2.76 0.015	3.38 0.040	20.1 0.1
2013-11-01.153	1928+738	079-13	18.40	0.7	0.337	0.0391 103	38.0	4.9	-3.00	-10 52	19.5 74	151.2	2.0 -1.5	-10.8 -105.2	2.09 0.032	2.49 0.025	19.4 0.3
2013-11-01.154	1928+738	079-13	18.42	0.9	0.367	0.0473 102	36.6	4.9	-1.20	-10 52	19.5 74	150.8	0.8 0.3	-12.4 -103.4	2.25 0.025	2.52 0.022	19.0 0.2
2013-11-01.155	1928+738	079-13	18.44	0.7	0.367	0.0415 103	37.8	4.9	-0.60	-10 51	19.5 74	150.3	-1.1 0.8	-13.8 -102.9	1.69 0.024	2.44 0.030	24.8 0.3
2013-11-01.160	2254+617	079-13	19.26	1.9	0.379	0.0552 104	37.4	5.4	-2.10	18 63	22.9 62	-148.8	3.3 -1.4	-21.5 -90.7	1.57 0.015	3.71 0.035	27.5 0.2
2013-11-01.168	0202+149	099-13	20.72	1.8	0.113	0.0179 104	38.0	4.9	-2.10	108 46	2.1 15	-51.6	-2.9 0.3	-11.9 -71.2	0.278 3.5E-3	0.333 0.013	19.8 0.2
2013-11-01.169	0202+149	099-13	20.78	0.8	0.113	0.0117 105	38.2	4.9	-2.00	109 47	2.1 15	-51.4	-3.1 -0.7	-11.9 -71.8	0.266 3.6E-3	0.308 0.012	19.6 0.3
2013-11-01.170	0202+149	099-13	20.80	0.8	0.387	0.0127 105	38.4	4.9	-2.60	109 47	2.1 15	-51.2	-3.4 -0.7	-12.3 -71.6	0.286 5.1E-3	0.383 8.7E-3	21.4 0.3
2013-11-01.171	0202+149	099-13	20.82	0.5	0.387	0.0115 105	38.2	4.9	-3.20	110 48	2.1 15	-51.1	-1.3 -1.1	-10.3 -71.9	0.178 5.4E-3	0.203 6.3E-3	19.4 0.6
2013-11-01.172	0202+149	099-13	20.85	0.8	0.387	0.0147 103	38.4	4.9	-1.40	110 48	2.1 15	-51.0	-3.3 -0.2	-12.3 -70.7	0.284 4.6E-3	0.273 5.5E-3	17.9 0.3
2013-11-01.173	0202+149	099-13	20.87	0.9	0.387	0.0196 104	36.5	5.0	-0.80	110 48	2.1 15	-50.8	-3.5 -0.9	-13.5 -70.9	0.265 8.6E-3	0.440 0.019	42.5 1.0
2013-11-01.180	0235+164	099-13	22.16	1.9	0.433	0.0145 104	37.4	5.3	-2.00	120 57	2.6 17	-45.9	0.3 3.8	-13.6 -59.8	0.701 3.9E-3	0.832 9.3E-3	19.9 0.1
2013-11-01.181	0235+164	099-13	22.20	0.8	0.433	0.0122 105	38.4	5.3	-2.00	121 57	2.6 17	-45.6	-0.0 4.0	-13.9 -59.2	0.700 4.0E-3	0.691 6.2E-3	18.3 0.1
2013-11-01.182	0235+164	099-13	22.22	0.5	0.433	0.0115 104	37.7	5.3	-2.60	121 58	2.6 17	-45.3	-0.3 3.1	-14.1 -59.9	0.612 6.7E-3	0.689 0.010	19.6 0.2
2013-11-01.183	0235+164	099-13	22.24	1.1	0.452	0.0115 104	36.6	5.4	-3.20	122 58	2.6 17	-45.1	2.3 1.6	-11.6 -61.2	0.460 3.5E-3	0.689 8.7E-3	21.9 0.1
2013-11-01.184	0235+164	099-13	22.26	0.9	0.452	0.0113 105	36.6	5.4	-1.40	122 58	2.6 17	-44.8	-0.3 4.6	-14.1 -58.0	0.672 4.7E-3	0.732 6.5E-3	18.9 0.1
2013-11-01.185	0235+164	099-13	22.28	0.9	0.452	0.0113 105	37.4	5.4	-0.80	122 58	2.6 17	-44.5	-1.1 6.3	-14.9 -56.2	0.540 3.9E-3	0.763 0.011	21.2 0.1
2013-11-01.193	0235+164	099-13	23.56	1.9	0.545	0.0276 103	37.5	4.5	-1.95	158 68	2.6 17	-18.0	2.4 4.9	-4.3 -45.0	0.644 4.7E-3	0.793 0.018	20.2 0.1
2013-11-02.1	0133+476	077-13	0.07	1.9	0.731	0.0130 102	37.3	4.9	-1.95	-40 75	1.6 48	129.5	4.9 -2.5	-6.4 -82.3	2.07 4.9E-3	2.32 7.5E-3	19.0 0.0
2013-11-02.17	0133+476	077-13	1.44	2.0	0.689	0.0135 101	37.1	4.9	-1.95	-56 62	1.6 48	99.5	-4.0 -2.3	-0.3 -95.5	2.07 5.6E-3	2.34 7.4E-3	18.8 0.0
2013-11-02.18	0133+476	077-13	1.51	0.8	0.571	0.0108 102	38.0	5.0	-1.90	-56 61	1.6 48	98.7	-0.5 0.3	-0.5 -95.7	1.96 3.9E-3	2.14 6.9E-3	18.7 0.0
2013-11-02.19	0133+476	077-13	1.54	0.8	0.571	0.0111 102	37.7	4.9	-2.50	-56 61	1.6 48	98.4	-0.0 -1.1	0.1 -97.3	1.77 5.4E-3	2.15 9.5E-3	19.7 0.1
2013-11-02.21	0133+476	077-13	1.58	1.0	0.552	0.0114 101	36.8	4.9	-1.30	-56 61	1.6 48	97.8	-1.2 1.0	-0.8 -95.5	1.85 4.8E-3	2.25 0.011	19.7 0.0
2013-11-02.23	0133+476	077-13	1.66	0.8	0.503	0.0121 100	37.7	5.0	-1.90	-56 60	1.6 48	96.7	-1.0 -0.2	-0.3 -97.3	1.80 6.1E-3	1.97 7.4E-3	18.8 0.1
2013-11-02.24	0133+476	077-13	1.68	0.9	0.641	0.0121 101	38.3	5.0	-2.50	-57 60	1.6 48	96.4	-0.1 -1.4	0.7 -98.6	1.72 5.4E-3	2.06 8.2E-3	19.5 0.1
2013-11-02.25	0133+476	077-13	1.70	0.8	0.641	0.0120 101	38.2	5.0	-3.10	-57 60	1.6 48	96.1	0.1 -2.4	0.9 -99.9	1.36 5.7E-3	2.19 0.013	22.7 0.1
2013-11-02.26	0133+476	077-13	1.73	0.8	0.641	0.0126 100	37.3	5.0	-1.30	-57 59	1.6 48	95.8	-1.8 0.7	-0.8 -96.9	1.88 6.0E-3	2.20 9.0E-3	19.4 0.1
2013-11-02.27	0133+476	077-13	1.75	1.1	0.641	0.0124 100	36.3	4.9	-0.70	-57 59	1.6 48	95.5	-1.4 1.3	-0.4 -96.4	1.54 5.9E-3	2.06 0.010	20.8 0.1
2013-11-02.46	0133+476	077-13	3.05	1.8	0.496	0.0126 101	38.4	5.6	-1.75	-56 46	1.6 48	81.3	-3.3 -3.5	1.4 -109.0	1.97 3.6E-3	2.19 6.8E-3	19.1 0.0
2013-11-02.47	0133+476	077-13	3.12	0.8	0.502	0.0116 100	38.1	5.6	-1.70	-56 45	1.6 48	80.8	-0.4 -0.0	1.2 -109.3	1.95 4.0E-3	2.18 7.7E-3	19.2 0.0
2013-11-02.48	0133+476	077-13	3.14	1.0	0.502	0.0109 101	37.9	5.7	-2.30	-56 45	1.6 48	80.6	-0.1 -1.0	1.5 -110.4	1.78 5.0E-3	2.30 0.012	20.5 0.1
2013-11-02.49	0133+476	077-13	3.16	0.8	0.502	0.0116 101	38.2	5.7	-2.90	-56 45	1.6 48	80.4	1.6 -1.9	3.3 -111.4	1.43 4.8E-3	2.17 0.012	22.3 0.1
2013-11-02.50	0133+476	077-13	3.18	0.9	0.502	0.0129 101	38.4	5.6	-1.10	-56 45	1.6 48	80.1	-1.3 0.1	0.4 -109.4	1.77 4.5E-3	2.09 8.7E-3	19.8 0.0
2013-11-02.51	0133+476	077-13	3.20	1.0	0.485	0.0141 101	37.3	5.4	-0.50	-56 44	1.6 48	80.0	-1.7 1.0	0.1 -108.6	1.34 4.8E-3	2.09 0.011	22.7 0.1
2013-11-02.63	0954+658	103-13	4.20	1.8	0.573	0.0139 99	37.8	5.7	-1.68	29 50	10.0 66	-111.1	-1.3 0.4	-21.0 -95.2	1.19 3.6E-3	1.38 7.9E-3	19.5 0.1
