# id	object	project	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	foc.dZ(f2)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2012-04-23.129	0316+413	250-11	16.92	0.9	0.124	0.0213 66	36.9	5.0	-1.10	-67 50	3.3 42	78.5	-4.9 8.6	3.8 -99.7	0.970 0.014	3.77 0.12	30.2 0.4
2012-04-23.130	0316+413	250-11	16.94	1.0	0.124	0.0223 78	36.2	5.0	-0.50	-67 50	3.3 42	78.3	-9.2 11.9	-0.6 -96.6	2.92 0.022	6.86 0.037	20.9 0.1
# Mon Apr 23 17:00:36 UTC 2012 - Hmm... 0316+413 is too bright to focus on!  Skip.  (DjB)
2012-04-23.131	0355+508	250-11	17.03	1.0	0.160	0.0155 101	36.0	5.3	-1.70	-52 56	4.0 51	96.7	-6.3 8.2	-1.8 -98.0	1.89 4.2E-3	2.07 6.4E-3	19.6 0.0
2012-04-23.132	0355+508	250-11	17.05	1.0	0.160	0.0160 101	37.5	5.3	-2.30	-52 56	4.0 51	96.4	-5.4 7.7	-0.9 -98.7	1.44 4.8E-3	1.98 9.8E-3	21.8 0.1
2012-04-23.133	0355+508	250-11	17.07	0.8	0.160	0.0156 101	38.2	5.3	-2.90	-52 56	4.0 51	96.1	-0.8 5.4	3.7 -101.2	0.875 5.3E-3	1.64 0.012	25.2 0.1
2012-04-23.134	0355+508	250-11	17.10	0.8	0.160	0.0148 101	38.2	5.3	-1.10	-52 55	4.0 51	95.8	-4.5 9.6	0.1 -97.2	2.12 5.2E-3	2.15 6.7E-3	18.8 0.0
2012-04-23.135	0355+508	250-11	17.12	1.0	0.186	0.0149 101	37.1	5.6	-0.50	-52 55	4.0 51	95.5	-8.1 14.3	-3.5 -93.3	2.06 4.5E-3	2.27 7.8E-3	19.5 0.0
2012-04-23.136	0954+658	250-11	17.22	1.0	0.172	0.0143 101	36.9	5.5	-1.00	27 52	10.0 66	-117.6	-6.2 11.5	-20.8 -87.9	0.608 3.1E-3	0.598 5.6E-3	18.6 0.1
2012-04-23.142	1418+546	250-11	18.24	0.9	0.148	0.0139 102	35.9	3.2	-1.70	41 28	14.3 54	-64.5	-6.6 12.7	-14.3 -90.0	0.171 3.2E-3	0.181 6.5E-3	18.6 0.3
2012-04-23.143	1418+546	250-11	18.26	1.0	0.148	0.0142 102	37.1	3.0	-2.30	41 28	14.3 54	-64.7	-4.6 12.9	-12.3 -89.2	0.164 3.4E-3	0.160 4.7E-3	18.4 0.4
2012-04-23.144	1418+546	250-11	18.29	1.0	0.148	0.0142 102	37.6	3.0	-2.90	41 28	14.3 54	-65.0	0.8 10.1	-7.0 -91.9	0.130 4.3E-3	0.138 5.6E-3	18.8 0.6
2012-04-23.145	1418+546	250-11	18.31	0.8	0.142	0.0134 102	38.1	3.0	-1.10	42 28	14.3 54	-65.2	-5.9 9.7	-13.8 -92.3	0.145 2.8E-3	0.155 4.4E-3	18.9 0.4
2012-04-23.146	1418+546	250-11	18.33	1.0	0.142	0.0147 102	35.8	3.0	-0.50	42 29	14.3 54	-65.5	-3.5 7.7	-11.5 -94.1	0.108 3.4E-3	0.154 6.5E-3	21.5 0.6
2012-04-23.147	1418+546	250-11	18.40	0.9	0.142	0.0129 103	37.0	2.9	-1.95	42 29	14.3 54	-66.2	-3.6 12.0	-11.8 -89.4	0.180 3.1E-3	0.194 4.9E-3	18.8 0.3
# Mon Apr 23 18:33:09 UTC 2012 - Focus shifted from -1.0 to -1.95 across HDF 137-141.  (DjB)
2012-04-23.155	Mars	250-11	19.86	1.0	0.127	� 0	37.3	1.2	-1.70	157 63	10.5 12	-18.2	--- ---	--- ---	--- ---	--- ---	--- ---
2012-04-23.156	Mars	250-11	19.89	1.0	0.127	0.0465 98	37.0	1.2	-2.30	158 64	10.5 12	-17.6	-3.5 -0.1	-0.7 -50.0	210 0.14	276 0.17	21.3 0.0
2012-04-23.157	Mars	250-11	19.91	1.0	0.166	0.0487 99	37.5	1.2	-2.90	159 64	10.5 12	-17.0	-2.2 -1.9	0.9 -51.8	178 0.14	283 0.18	23.5 0.0
2012-04-23.158	Mars	250-11	19.94	0.8	0.166	0.0501 100	38.1	1.2	-1.10	160 64	10.5 12	-16.3	-4.8 1.1	-1.5 -48.7	192 0.12	283 0.15	22.8 0.0
2012-04-23.159	Mars	250-11	19.96	0.8	0.166	0.0478 99	38.2	1.2	-0.50	160 64	10.5 12	-15.7	-6.6 4.9	-3.0 -44.9	146 0.12	287 0.58	26.3 0.0
2012-04-23.163	Mars	test	20.88	0.8	0.114	0.0283 97	38.0	1.0	-1.90	-168 65	10.5 12	9.7	-4.7 4.3	7.4 -50.0	119 0.067	146 0.63	21.0 0.0
2012-04-23.174	0823+033	test	22.56	0.8	0.146	0.0114 102	38.2	1.5	-1.90	-106 25	8.4 3	50.2	-0.1 6.6	10.1 -94.9	0.286 3.1E-3	0.285 4.8E-3	18.4 0.2
2012-04-23.183	1055+018	test	23.89	0.8	0.094	0.0127 101	38.2	1.2	-1.90	-122 37	11.0 2	42.7	-3.0 8.0	10.9 -83.1	1.81 3.8E-3	1.90 6.8E-3	18.6 0.0
2012-04-24.4	1308+326	test	0.66	1.0	0.104	0.0146 99	37.4	1.2	-1.90	-99 72	13.2 32	68.8	-3.6 -3.7	11.8 -74.0	0.895 3.1E-3	0.935 6.2E-3	18.8 0.1
2012-04-24.9	0954+658	test	1.55	1.0	0.121	0.0136 104	36.8	1.6	-1.90	-31 36	10.0 66	78.9	-0.9 9.3	-0.5 -102.7	0.624 3.3E-3	0.619 6.4E-3	18.1 0.1
2012-04-24.17	0954+658	250-11	2.98	1.0	0.123	0.0371 96	36.4	0.9	-1.90	-27 28	10.0 66	61.1	-0.0 5.7	0.4 -107.6	0.414 0.011	0.376 0.016	17.4 0.4
2012-04-24.18	0954+658	250-11	3.03	0.8	0.099	0.0116 103	38.3	1.0	-1.90	-27 28	10.0 66	60.5	1.0 6.6	1.4 -106.9	0.580 3.0E-3	0.580 6.2E-3	18.5 0.1
2012-04-24.26	1044+719	250-11	4.34	0.9	0.101	0.0125 103	36.0	0.3	-1.90	-19 29	10.8 72	57.3	2.9 7.1	2.0 -104.2	0.428 2.7E-3	0.421 4.8E-3	18.3 0.1
2012-04-24.35	1044+719	250-11	5.94	0.8	0.146	0.0103 88	38.0	-0.3	-1.90	-14 23	10.8 72	36.9	2.8 7.2	1.8 -103.2	0.370 3.0E-3	0.373 7.3E-3	18.6 0.1
2012-04-24.37	1823+568	245-11	6.21	0.8	0.133	0.0114 98	38.3	0.1	-1.90	-33 64	18.4 57	127.1	-0.6 6.8	-2.6 -81.8	0.776 2.9E-3	0.799 5.0E-3	18.5 0.1
2012-04-24.40	1642+690	245-11	6.63	1.0	0.126	0.0123 99	35.9	0.3	-1.90	-26 46	16.7 69	104.4	-1.0 6.4	-2.7 -97.5	0.780 3.1E-3	0.747 5.8E-3	18.2 0.1
2012-04-24.41	1642+690	test	6.67	0.9	0.101	0.0117 99	36.0	0.3	-1.70	-26 45	16.7 69	103.7	-1.0 6.4	-2.7 -97.7	0.792 3.0E-3	0.775 4.7E-3	18.4 0.1
2012-04-24.42	1642+690	test	6.70	0.8	0.101	0.0114 99	38.2	0.3	-2.30	-26 45	16.7 69	103.3	3.6 7.8	1.9 -96.3	0.774 3.1E-3	0.778 6.4E-3	18.6 0.1
2012-04-24.43	1642+690	test	6.72	0.8	0.126	0.0112 99	38.2	0.2	-2.90	-26 45	16.7 69	103.0	5.0 7.0	3.4 -96.9	0.614 2.7E-3	0.734 6.5E-3	20.2 0.1
2012-04-24.44	1642+690	test	6.74	0.8	0.126	0.0110 99	38.2	0.2	-1.10	-26 45	16.7 69	102.6	1.2 5.8	-0.4 -98.2	0.671 3.3E-3	0.743 4.9E-3	19.4 0.1
2012-04-24.45	1642+690	test	6.77	1.0	0.126	0.0113 99	36.0	0.3	-0.50	-26 45	16.7 69	102.3	-2.7 6.9	-4.3 -97.4	0.476 3.2E-3	0.689 7.4E-3	22.1 0.1
2012-04-24.46	1642+690	test	6.81	1.0	0.126	0.0109 99	37.3	0.3	-1.90	-26 45	16.7 69	101.7	2.7 5.3	1.2 -99.2	0.789 3.2E-3	0.768 4.7E-3	18.2 0.1
2012-04-24.54	1800+440	248-11	8.11	0.9	0.077	0.0116 99	36.6	2.1	-1.90	-61 45	18.0 44	76.9	0.4 15.1	7.6 -91.5	0.249 2.5E-3	0.242 3.6E-3	18.1 0.2
