# id	object	project	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	foc.dX(f2) foc.dY(f2) foc.dZ(f2)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)	pnt.asymX(f1) pnt.asymY(f1)
2015-02-23.140	Uranus	t16	12.26	2.0	0.000	0.0201 102	25.7	0.2	0.00 0.00 -2.00	122 42	0.9 5	-42.8	-17.7 15.8	-6.5 -59.4	10.8 0.020	14.4 0.024	21.0 0.0	-6.8 -5.9
2015-02-24.51	Uranus	test	16.87	2.0	0.230	0.0220 95	25.3	-6.4	0.00 0.00 -2.00	-131 47	0.9 5	37.1	-14.2 13.4	15.7 -77.6	13.8 0.029	17.0 0.036	20.3 0.0	-3.9 -1.9
2015-02-24.52	Uranus	test	16.94	2.0	0.221	0.0199 95	25.7	-6.4	0.00 0.00 -2.00	-130 47	0.9 5	37.9	2.1 0.3	17.9 -78.0	13.6 0.020	16.9 0.027	19.9 0.0	-2.0 0.6
2015-02-24.53	Uranus	test	17.00	1.1	0.271	0.0173 95	25.4	-6.5	0.00 0.00 -2.00	-129 46	0.9 5	38.5	-1.6 -1.0	16.3 -79.7	14.0 0.024	16.6 0.020	19.6 0.0	-3.3 0.6
2015-02-24.54	Uranus	test	17.02	1.0	0.271	0.0204 95	25.0	-6.6	0.00 0.00 -2.60	-129 46	0.9 5	38.7	-0.0 -0.6	17.9 -79.4	10.9 0.025	16.6 0.035	21.9 0.0	-3.6 0.4
2015-02-24.55	Uranus	test	17.04	1.1	0.271	0.0186 95	25.3	-6.6	0.00 0.00 -1.40	-129 46	0.9 5	38.9	-0.2 -0.6	17.8 -79.7	14.4 0.019	17.5 0.035	19.7 0.0	-2.2 1.1
2015-02-24.56	Uranus	test	17.06	1.1	0.251	0.0191 95	25.3	-6.6	0.00 0.00 -3.20	-128 46	0.9 5	39.2	4.0 -0.5	22.0 -79.8	6.83 0.034	16.1 0.038	27.0 0.1	-3.2 1.5
2015-02-24.57	Uranus	test	17.09	1.1	0.251	0.0183 95	25.5	-6.6	0.00 0.00 -0.80	-128 46	0.9 5	39.4	-0.5 -1.4	17.5 -80.9	13.1 0.022	17.3 0.094	20.4 0.0	-1.3 1.4
2015-02-24.58	Uranus	test	17.21	1.1	0.230	0.0178 95	25.3	-6.6	0.00 0.00 -1.50	-126 44	0.9 5	40.6	-0.3 -3.1	17.8 -83.8	14.2 0.027	16.3 0.020	19.3 0.0	-1.2 -0.4
2015-02-24.59	Uranus	test	17.23	1.0	0.230	0.0195 95	25.3	-6.6	-2.00 0.00 -1.50	-125 44	0.9 5	40.8	-1.7 0.2	16.4 -80.7	13.1 0.020	16.8 0.22	19.7 0.0	-2.1 4.4
2015-02-24.60	Uranus	test	17.25	1.1	0.284	0.0175 95	25.3	-6.7	2.00 0.00 -1.50	-125 44	0.9 5	41.0	1.0 -4.5	19.0 -85.7	12.9 0.020	16.6 0.24	20.2 0.0	-1.5 -3.0
2015-02-24.61	Uranus	test	17.28	1.1	0.284	0.0174 95	25.6	-6.8	-4.00 0.00 -1.50	-125 44	0.9 5	41.3	-1.9 2.8	16.2 -78.6	11.5 0.021	16.8 0.12	21.7 0.0	-1.9 6.3
2015-02-24.62	Uranus	test	17.30	1.1	0.284	0.0195 94	25.2	-6.9	4.00 0.00 -1.50	-124 43	0.9 5	41.5	-0.8 -7.1	17.4 -88.7	9.77 0.064	16.3 0.14	24.2 0.1	-4.8 -4.2
2015-02-24.63	Uranus	test	17.36	1.1	0.222	0.0159 94	24.9	-7.0	-0.40 0.00 -1.50	-123 43	0.9 5	42.0	-1.9 -1.6	16.3 -83.8	14.1 0.022	16.3 0.11	19.4 0.0	-3.3 1.2
2015-02-24.64	Uranus	test	17.38	1.1	0.222	0.0168 94	24.9	-7.0	-0.40 -2.00 -1.50	-123 43	0.9 5	42.2	-0.0 -2.1	18.2 -84.4	13.0 0.020	15.8 0.019	19.8 0.0	1.6 1.5
#!2015-02-24.65	Uranus	test	17.40	1.1	0.222	0.0168 94	25.2	-7.2	-0.40 2.00 -1.50	-123 42	0.9 5	42.4	-7.0 -1.5	11.1 -84.1	13.0 0.020	15.7 0.023	19.7 0.0	-8.2 0.6
2015-02-24.66	Uranus	test	17.43	1.1	0.252	0.0181 94	25.5	-7.3	-0.40 -4.00 -1.50	-122 42	0.9 5	42.6	3.0 -2.2	21.0 -85.0	10.7 0.024	16.3 0.15	22.1 0.0	4.1 1.3
#!2015-02-24.67	Uranus	test	17.45	1.1	0.252	0.0196 94	25.4	-7.4	-0.40 4.00 -1.50	-122 42	0.9 5	42.8	-9.3 -1.3	8.9 -84.2	10.4 0.024	15.9 0.19	22.0 0.0	-8.0 0.8
2015-02-24.68	Uranus	test	17.54	2.1	0.250	0.0165 94	25.5	-7.4	-0.40 0.00 -1.50	-121 41	0.9 5	43.7	-2.1 -2.8	16.1 -86.5	14.1 0.025	16.7 0.20	19.6 0.0	-3.3 0.9
2015-02-24.69	0716+714	223-14	17.74	2.0	0.231	0.0249 94	25.8	-7.6	-0.40 0.00 -1.50	22 46	7.4 71	-111.6	-0.9 -3.1	-11.2 -93.4	1.85 9.8E-3	1.82 7.5E-3	16.3 0.1	-1.7 0.2
2015-02-24.85	0716+714	223-14	19.17	2.0	0.257	0.0690 96	26.0	-9.5	-0.40 0.00 -1.50	16 52	7.4 71	-136.5	-0.8 4.0	-14.3 -88.2	2.04 0.015	1.80 0.013	16.0 0.1	-0.1 0.3
# Tue Feb 24 20:42:35 UTC 2015 - Alex Karim: Bad clouds kicked in after sunset and after hours of excellently stable low-tau atmosphere. Aborted the queue for a while. Try a pointing first before proceeding.
2015-02-24.89	Jupiter	test	20.83	2.0	0.125	1.4631 66	25.5	-9.3	-0.40 0.00 -1.50	114 54	9.2 17	-49.7	-1.4 0.6	-11.5 -55.6	429 4.1	1682 6.0	34.2 0.3	-9.1 -0.3
## Tue Feb 24 20:57:38 UTC 2015 - Alex Karim: Atmosphere unfortunately pretty unstable, also some wind kicking in. Will try yet another pointing.
2015-02-25.1	3C279	223-14	4.40	2.0	0.246	0.0435 103	26.1	-11.4	0.00 0.00 -2.00	-148 42	12.9 -6	25.0	-0.4 8.6	28.9 -78.5	3.56 0.036	6.04 0.037	22.1 0.2	-3.1 0.0
2015-02-25.2	3C279	test	4.61	1.0	0.193	0.0478 103	25.5	-11.4	0.00 0.00 -2.00	-145 41	12.9 -6	27.7	-1.4 2.8	27.9 -77.5	3.78 0.036	5.60 0.038	20.0 0.2	6.8 3.1
2015-02-25.3	3C279	test	4.63	1.0	0.193	0.0422 103	25.6	-11.4	0.00 0.00 -2.60	-144 40	12.9 -6	28.0	-1.3 -2.3	28.5 -82.7	1.52 0.028	3.83 0.036	27.5 0.4	-3.6 4.0
2015-02-25.4	3C279	test	4.65	1.0	0.193	0.0414 103	25.8	-11.4	0.00 0.00 -1.40	-144 40	12.9 -6	28.3	-3.1 1.9	26.7 -78.6	4.83 0.043	6.61 0.039	17.6 0.2	3.2 2.2
2015-02-25.5	3C279	test	4.67	1.1	0.169	0.0434 103	25.6	-11.4	0.00 0.00 -3.20	-144 40	12.9 -6	28.6	-0.4 -4.5	30.3 -85.0	1.24 0.024	2.92 0.036	27.0 0.4	-7.3 4.6
2015-02-25.6	3C279	test	4.69	1.0	0.169	0.0389 101	26.1	-11.4	0.00 0.00 -0.80	-143 40	12.9 -6	28.8	-7.0 5.3	22.6 -75.6	4.37 0.046	7.12 0.058	16.8 0.2	4.1 2.7
2015-02-25.7	1156+295	test	4.77	2.1	0.130	0.0318 103	25.3	-11.3	0.00 0.00 -2.00	-90 54	12.0 29	66.0	3.4 1.0	28.2 -92.5	0.797 0.013	1.05 9.4E-3	19.6 0.3	3.4 2.1
2015-02-25.8	1156+295	test	4.83	1.1	0.130	0.0231 103	24.7	-11.3	0.00 0.00 -1.00	-89 53	12.0 29	66.0	-3.1 0.8	25.6 -91.5	1.39 0.011	1.46 0.010	16.4 0.1	2.5 5.8
2015-02-25.9	1156+295	test	4.85	1.1	0.176	0.0239 103	25.2	-11.3	0.00 0.00 -1.60	-89 53	12.0 29	66.0	-1.8 -0.9	26.9 -93.4	1.04 0.011	1.23 0.012	18.0 0.2	1.5 4.6
2015-02-25.10	1156+295	test	4.87	1.1	0.176	0.0239 103	25.3	-11.2	0.00 0.00 -0.40	-89 52	12.0 29	66.0	-4.3 1.4	24.4 -91.3	1.60 0.010	1.61 0.011	16.1 0.1	1.4 4.8
2015-02-25.11	1156+295	test	4.89	1.1	0.176	0.0240 103	24.8	-11.2	0.00 0.00 -2.20	-89 52	12.0 29	66.0	-1.7 -2.3	26.7 -95.2	0.634 0.010	0.877 0.010	20.2 0.3	3.2 3.7
2015-02-25.12	1156+295	test	4.92	1.1	0.187	0.0239 103	24.9	-11.2	0.00 0.00 0.20	-88 52	12.0 29	66.0	-7.2 0.7	21.6 -92.4	1.51 9.9E-3	1.57 0.011	16.2 0.1	-0.4 4.7
2015-02-25.25	1156+295	223-14	6.09	2.0	0.152	0.0291 103	25.5	-10.2	0.00 0.00 -0.30	-79 38	12.0 29	63.8	-10.8 -2.8	18.4 -103.9	1.71 1.0E-2	1.64 8.4E-3	16.5 0.1	-1.2 0.5
2015-02-25.26	1156+295	223-14	6.16	2.0	0.140	0.0300 103	25.5	-10.1	0.00 0.00 -0.30	-79 37	12.0 29	63.6	-0.0 -0.7	18.4 -104.9	1.56 8.3E-3	1.57 7.9E-3	16.1 0.1	-0.8 1.9
2015-02-25.40	1156+295	223-14	7.31	2.1	0.154	0.0252 101	25.3	-9.3	0.00 0.00 -0.30	-70 24	12.0 29	59.4	-5.3 -3.6	12.8 -109.8	1.29 6.8E-3	1.34 7.7E-3	17.1 0.1	-1.5 -0.2
2015-02-25.55	3C345	223-14	8.69	2.0	0.193	0.0252 103	25.2	-8.1	0.00 0.00 -0.30	-74 66	16.7 40	86.3	9.0 11.4	14.6 -81.6	1.14 7.8E-3	1.25 7.7E-3	17.8 0.1	-3.2 3.9
2015-02-25.57	3C345	223-14	8.77	2.0	0.208	0.0248 103	25.2	-8.0	0.00 0.00 -0.50	-74 65	16.7 40	85.7	0.3 0.8	15.4 -81.7	1.25 7.7E-3	1.30 7.6E-3	17.2 0.1	1.1 4.2
2015-02-25.58	3C345	223-14	8.83	1.1	0.208	0.0225 103	24.8	-7.9	0.00 0.00 -1.00	-74 64	16.7 40	85.3	0.8 0.0	16.1 -82.3	1.33 9.2E-3	1.35 9.2E-3	16.4 0.1	0.8 3.3
2015-02-25.59	3C345	223-14	8.85	1.0	0.200	0.0208 103	24.8	-7.8	0.00 0.00 -1.60	-74 64	16.7 40	85.1	1.3 -0.4	16.9 -83.0	1.38 8.7E-3	1.37 7.6E-3	16.4 0.1	-0.4 3.9
2015-02-25.60	3C345	223-14	8.87	1.0	0.200	0.0220 103	24.9	-7.8	0.00 0.00 -0.40	-74 64	16.7 40	85.0	-1.4 1.2	14.3 -81.6	1.07 8.8E-3	1.17 9.5E-3	17.2 0.1	-0.1 3.7
2015-02-25.61	3C345	223-14	8.89	1.0	0.200	0.0208 103	24.9	-7.8	0.00 0.00 -2.20	-74 63	16.7 40	84.8	2.9 -0.3	18.6 -83.2	1.15 9.1E-3	1.20 8.5E-3	16.7 0.1	-1.3 1.1
2015-02-25.62	3C345	223-14	8.92	1.0	0.194	0.0217 103	24.9	-7.8	0.00 0.00 0.20	-74 63	16.7 40	84.6	-3.7 2.2	12.0 -81.0	0.682 8.7E-3	0.832 8.2E-3	18.8 0.2	-2.2 0.8
2015-02-25.69	3C345	223-14	9.51	2.0	0.225	0.0239 103	25.3	-6.6	0.00 0.00 -1.40	-72 56	16.7 40	80.4	-1.3 0.1	16.0 -88.6	1.58 6.4E-3	1.47 6.6E-3	16.3 0.1	0.7 2.1
2015-02-25.82	3C345	223-14	10.63	2.0	0.374	0.0439 101	25.1	-6.4	0.00 0.00 -1.40	-67 44	16.7 40	73.0	-2.9 -0.6	15.0 -96.8	1.54 9.8E-3	1.44 0.013	16.6 0.1	0.3 0.6
2015-02-25.83	3C345	223-14	10.71	2.0	0.292	0.1266 101	25.4	-6.0	0.00 0.00 -1.40	-67 43	16.7 40	72.6	-1.4 -0.4	14.8 -97.4	1.41 0.027	1.29 0.021	16.5 0.3	0.9 1.4
2015-02-26.2	2251+158	test	14.26	2.0	0.599	0.0248 100	25.3	-2.5	0.00 0.00 -2.00	-130 61	22.9 16	40.0	-8.6 18.8	19.4 -64.4	3.09 0.032	5.66 0.029	20.9 0.2	-10.1 3.3
2015-02-26.3	2251+158	test	14.32	1.1	0.599	0.0559 99	25.0	-2.5	0.00 0.00 -1.00	-128 60	22.9 16	40.8	-8.9 19.2	19.0 -65.0	5.15 0.045	6.47 0.046	16.0 0.1	-6.3 1.0
2015-02-26.4	2251+158	test	14.34	1.1	0.515	0.0433 101	25.3	-2.4	0.00 0.00 -1.60	-128 60	22.9 16	41.1	-7.4 17.7	20.5 -66.8	5.49 0.043	6.57 0.043	16.6 0.1	-3.7 0.3
2015-02-26.5	2251+158	test	14.36	1.1	0.515	0.0786 98	25.2	-2.4	0.00 0.00 -0.40	-127 60	22.9 16	41.5	-8.0 18.2	19.9 -66.7	5.28 0.056	5.89 0.064	16.5 0.2	-1.8 2.4
2015-02-26.6	2251+158	test	14.38	1.1	0.515	0.1411 91	25.1	-2.4	0.00 0.00 -2.20	-127 60	22.9 16	41.8	-5.2 17.2	22.8 -68.0	3.97 0.059	4.24 0.064	17.9 0.3	-6.5 4.5
2015-02-26.7	2251+158	test	14.41	1.1	0.351	0.0949 98	25.4	-2.4	0.00 0.00 0.20	-126 60	22.9 16	42.1	-10.6 17.2	17.5 -68.3	3.69 0.043	4.52 0.060	18.0 0.2	-1.3 3.4
2015-02-26.9	Uranus	test	14.53	2.0	0.419	0.2026 81	25.9	-2.4	0.00 0.00 -1.30	175 58	0.9 5	-3.7	-7.9 15.9	12.2 -52.7	9.36 0.24	37.6 1.2	38.7 0.8	-9.1 -4.9
2015-02-26.10	Uranus	test	14.60	1.0	0.512	0.0262 101	25.8	-2.3	0.00 0.00 -1.30	177 58	0.9 5	-2.5	0.8 1.4	13.4 -51.6	9.82 0.025	12.8 0.035	20.3 0.0	-2.8 -0.4
2015-02-26.11	Uranus	test	14.62	1.0	0.512	0.0220 101	25.5	-2.3	0.00 0.00 -1.90	177 58	0.9 5	-2.0	-0.3 2.1	12.4 -51.0	8.51 0.017	12.6 0.029	21.7 0.0	-7.9 0.7
2015-02-26.12	Uranus	test	14.64	1.0	0.512	0.0282 101	25.8	-2.3	0.00 0.00 -0.70	178 58	0.9 5	-1.5	-2.1 2.4	10.7 -50.8	9.88 0.023	12.9 0.032	20.1 0.0	-6.9 2.0
2015-02-26.13	Uranus	test	14.66	1.0	0.508	0.0166 101	25.5	-2.3	0.00 0.00 -2.50	178 58	0.9 5	-1.0	1.4 1.3	14.4 -52.0	6.26 0.025	12.8 0.026	25.5 0.1	-8.2 -0.2
2015-02-26.14	Uranus	test	14.68	1.0	0.508	0.0164 99	25.7	-2.3	0.00 0.00 -0.10	179 58	0.9 5	-0.5	-3.9 2.2	9.3 -51.3	8.52 0.023	13.1 0.037	22.0 0.1	-8.9 1.9
# Thu Feb 26 15:02:04 UTC 2015 - Tony: Tau is fairly high, the weather has been very cloudy and windy, and I'm not sure if the atmosphere will be stable enough.
2015-02-26.23	Uranus	224-14	15.43	2.1	0.490	1.3896 60	26.0	-2.8	0.00 0.00 -1.00	-160 57	0.9 5	16.1	-0.2 -0.8	17.8 -60.8	7.51 0.74	338 53	37.9 2.9	-5.9 12.3
# Thu Feb 26 15:29:39 UTC 2015 - ignore the first Uranus, at BIAS 10000
2015-02-26.24	Uranus	224-14	15.48	2.0	0.491	0.0231 101	26.0	-2.8	0.00 0.00 -1.00	-159 56	0.9 5	17.1	-1.9 1.6	16.4 -58.9	10.8 0.024	14.1 0.020	19.7 0.0	-3.2 0.7
# Thu Feb 26 15:32:10 UTC 2015 - use this Uranus one, at 10000
##2015-02-26.25	J010013	224-14	15.57	2.0	0.454	0.0308 101	25.5	-2.7	0.00 0.00 -1.00	-131 77	1.0 28	43.7	-2.9 101.2	4.3 43.1	0.386 0.033	0.0113 7.7E-3	8.6 0.7	-1.2 8.8
# Thu Feb 26 16:07:19 UTC 2015 - Tony: don't use J010013 for pointing model
##2015-02-26.39	Uranus	224-14	16.99	2.0	1.843	0.0141 48	25.8	-2.7	0.00 0.00 -1.00	-127 45	0.9 5	39.8	134.3 35.8	140.6 -65.0	0.610 0.042	0.0263 0.014	14.2 1.0	2.7 -1.8
# Thu Feb 26 17:04:52 UTC 2015 - Tony: the data are useless at least from scan 33 to here
##2015-02-26.41	Uranus	test	17.15	2.0	0.175	1.6443 52	25.6	-2.6	0.00 0.00 -1.00	-125 44	0.9 5	41.3	125.4 8.4	149.5 -70.8	213 15	265 5.4	16.7 1.2	-10.0 1.0
# Thu Feb 26 20:53:05 UTC 2015 - Alex Karim: We're giving it a try eventually. Tau is till fluctuating but skies are clearing up and trends in tau are low. Will do calibration first.
2015-02-26.42	0851+202	test	20.84	2.0	0.321	0.0750 100	25.3	-4.0	0.00 0.00 -2.00	117 60	8.9 20	-49.1	-7.2 13.7	-5.5 -52.1	2.55 0.022	2.45 0.020	16.4 0.1	-3.6 1.7
2015-02-26.43	0851+202	test	20.92	1.1	0.401	0.0385 101	24.9	-4.2	0.00 0.00 -1.50	118 61	8.9 20	-48.3	-0.1 3.4	-5.4 -47.9	2.35 0.021	2.45 0.020	15.2 0.1	-1.0 1.5
2015-02-26.44	0851+202	test	20.94	1.1	0.251	0.0508 101	25.2	-4.3	0.00 0.00 -2.10	119 61	8.9 20	-48.0	1.9 0.4	-3.6 -50.7	2.04 0.024	2.08 0.021	16.1 0.2	-1.6 3.3
2015-02-26.45	0851+202	test	20.96	1.1	0.251	0.0432 101	24.6	-4.3	0.00 0.00 -0.90	119 61	8.9 20	-47.8	-1.2 3.5	-6.7 -47.3	2.07 0.021	2.12 0.017	15.9 0.2	-3.1 1.5
2015-02-26.46	0851+202	test	20.99	1.0	0.251	0.0399 101	25.2	-4.4	0.00 0.00 -2.70	120 62	8.9 20	-47.5	4.2 0.5	-1.2 -50.1	1.33 0.018	1.48 0.019	16.7 0.2	-4.6 3.2
2015-02-26.47	0851+202	test	21.01	1.1	0.287	0.0324 100	25.1	-4.4	0.00 0.00 -0.30	120 62	8.9 20	-47.2	-3.4 5.5	-8.8 -44.9	1.53 0.018	1.86 0.020	17.2 0.2	-1.4 4.6
# Thu Feb 26 21:06:56 UTC 2015 - Alex Karim: Beam FWHM looked good and z-Focus looked pleasent. Refrained from doing x/y focus and went on COSMOS. Tau jumping between 0.2-0.4 currently.
# Thu Feb 26 21:58:47 UTC 2015 - Alex Karim: Intervening clouds hindered 3/4 COSMOS scans. Looks clearer now and I'll give it another shot now.
2015-02-26.52	0851+202	232-14	21.99	2.0	0.318	0.0348 99	25.9	-4.6	0.00 0.00 -1.50	147 70	8.9 20	-26.7	4.3 4.1	4.2 -36.9	2.63 0.018	2.60 0.010	15.3 0.1	-3.6 5.8
# Thu Feb 26 22:48:47 UTC 2015 - Alex Karim: Scan Speed was to high, hence had to abort the queue and restarted with 115 arcsec/sec.
2015-02-27.2	1055+018	232-14	0.95	2.0	0.221	0.0312 97	25.8	-4.6	0.00 0.00 -1.50	-175 54	11.0 2	4.0	-6.1 0.7	14.3 -54.6	3.56 0.015	3.56 0.011	15.9 0.1	-2.9 1.3
2015-02-27.3	1055+018	232-14	1.01	1.0	0.207	0.0358 97	25.7	-4.6	0.00 0.00 -1.50	-174 54	11.0 2	5.0	-6.0 0.1	14.8 -55.6	3.38 0.013	3.45 0.016	15.9 0.1	-2.9 1.7
2015-02-27.4	1055+018	232-14	1.03	1.0	0.207	0.0392 97	25.7	-4.6	0.00 0.00 -2.10	-173 54	11.0 2	5.4	-5.5 -0.5	15.1 -56.4	3.26 0.014	3.32 0.018	16.0 0.1	-3.1 1.8
2015-02-27.5	1055+018	232-14	1.05	1.0	0.207	0.0673 97	25.7	-4.6	0.00 0.00 -0.90	-173 54	11.0 2	5.9	-6.8 0.3	14.2 -55.7	3.01 0.023	2.92 0.022	16.5 0.1	-1.9 0.1
2015-02-27.6	1055+018	232-14	1.08	1.0	0.222	0.0393 97	25.8	-4.6	0.00 0.00 -2.70	-172 54	11.0 2	6.3	-3.9 -0.2	17.2 -56.4	2.59 0.013	2.84 0.017	17.2 0.1	-2.0 -0.6
2015-02-27.7	1055+018	232-14	1.10	1.0	0.222	0.0420 97	25.8	-4.6	0.00 0.00 -0.30	-172 54	11.0 2	6.8	-7.8 -0.1	13.5 -56.4	1.95 0.018	2.23 0.019	18.3 0.2	0.2 -0.1
2015-02-27.8	1055+018	232-14	1.13	2.0	0.254	0.0516 97	26.1	-4.6	0.00 0.00 -1.66	-171 54	11.0 2	7.6	1.0 0.5	16.3 -56.2	3.62 0.014	3.63 0.015	16.5 0.1	-2.5 1.0
2015-02-27.20	0851+202	232-14	2.88	2.1	0.314	0.0296 101	25.2	-3.3	0.00 0.00 -1.66	-89 34	8.9 20	58.1	-4.5 -6.5	14.5 -98.2	2.55 0.011	2.37 9.1E-3	16.1 0.1	-1.6 -1.9
2015-02-27.30	1334-127	232-14	4.22	2.0	0.416	0.0969 100	26.2	-3.4	0.00 0.00 -1.66	-165 39	13.6 -13	12.4	-0.2 3.3	14.9 -68.1	2.36 0.038	2.20 0.021	15.9 0.3	-0.7 0.8
2015-02-27.31	1334-127	223-14	4.30	2.0	0.351	0.1123 97	26.0	-3.8	0.00 0.00 -1.66	-164 38	13.6 -13	13.6	-0.2 -1.3	14.1 -69.9	2.32 0.027	2.16 0.022	16.2 0.2	0.4 1.2
2015-02-27.43	1334-127	223-14	5.32	2.0	0.287	0.0246 102	25.9	-3.7	0.00 0.00 -1.66	-146 33	13.6 -13	27.3	-0.9 -0.3	15.1 -76.7	2.25 0.011	2.44 9.3E-3	16.3 0.1	-2.5 -2.4
2015-02-27.62	3C286	223-14	7.10	2.0	0.186	0.0285 96	25.3	-3.2	0.00 0.00 -1.66	-80 43	13.5 31	65.8	2.4 -2.1	14.9 -98.6	0.417 5.2E-3	0.396 5.6E-3	16.4 0.2	-3.2 -0.5
2015-02-27.63	3C286	223-14	7.17	1.1	0.239	0.0227 96	24.7	-3.2	0.00 0.00 -1.50	-80 42	13.5 31	65.7	0.4 0.1	14.5 -98.9	0.386 6.6E-3	0.353 8.8E-3	16.2 0.3	-0.7 -0.1
2015-02-27.64	3C286	223-14	7.19	1.1	0.194	0.0294 96	24.8	-3.2	0.00 0.00 -2.10	-80 42	13.5 31	65.6	1.5 -0.9	15.9 -99.9	0.350 7.5E-3	0.303 8.3E-3	16.2 0.3	-0.3 1.3
2015-02-27.65	3C286	223-14	7.21	1.0	0.194	0.0275 96	24.7	-3.2	0.00 0.00 -0.90	-80 42	13.5 31	65.5	-1.2 -2.1	13.2 -101.3	0.287 7.0E-3	0.254 7.4E-3	15.4 0.4	-4.0 2.4
2015-02-27.66	3C286	223-14	7.24	1.1	0.194	0.0286 96	24.9	-3.2	0.00 0.00 -2.70	-80 41	13.5 31	65.5	1.4 -0.3	15.2 -98.8	0.272 6.1E-3	0.265 0.011	16.4 0.4	1.4 2.2
2015-02-27.67	3C286	223-14	7.26	1.1	0.194	0.0237 96	24.9	-3.2	0.00 0.00 -0.30	-79 41	13.5 31	65.4	-2.3 -0.6	12.1 -100.1	0.221 5.2E-3	0.231 8.1E-3	17.5 0.4	-3.3 -0.4
2015-02-27.68	3C286	223-14	7.30	2.0	0.186	0.0298 96	25.1	-3.2	0.00 0.00 -1.65	-79 41	13.5 31	65.3	-0.8 -1.0	13.7 -100.7	0.399 5.1E-3	0.383 5.8E-3	16.7 0.2	-2.2 3.8
2015-02-27.103	2251+158	224-14	10.57	2.1	0.189	0.0390 82	25.7	-1.6	0.00 0.00 -2.00	118 55	22.9 16	-46.9	-17.2 11.7	-13.0 -57.5	2.75 0.051	3.78 0.041	19.0 0.3	-10.0 -0.2
# Fri Feb 27 10:38:48 UTC 2015 - Tony: the Sun is directly on the dish surface, so the pointing and focus are going to be messy
2015-02-27.104	2251+158	224-14	10.63	1.1	0.189	0.0362 80	24.7	-1.6	0.00 0.00 -2.00	119 56	22.9 16	-46.4	-18.8 14.3	-14.7 -54.2	2.55 0.065	4.19 0.085	17.8 0.5	-13.1 1.8
2015-02-27.105	2251+158	224-14	10.65	1.1	0.189	0.0368 88	25.3	-1.6	0.00 0.00 -2.60	120 56	22.9 16	-46.2	-15.3 12.7	-10.9 -55.6	3.62 0.057	4.81 0.067	16.7 0.3	-17.0 -1.4
2015-02-27.106	2251+158	224-14	10.67	1.1	0.189	0.0318 83	25.0	-1.6	0.00 0.00 -1.40	120 56	22.9 16	-45.9	-19.5 12.5	-15.0 -55.6	2.43 0.056	4.20 0.073	19.2 0.4	-7.5 -3.6
2015-02-27.107	2251+158	224-14	10.69	1.1	0.095	0.0346 94	25.0	-1.6	0.00 0.00 -3.20	120 56	22.9 16	-45.7	-9.7 12.5	-5.3 -55.4	4.31 0.040	5.01 0.032	16.7 0.2	-7.5 -4.9
2015-02-27.108	2251+158	224-14	10.71	1.1	0.095	0.0344 92	25.1	-1.7	0.00 0.00 -0.80	121 57	22.9 16	-45.4	-18.3 14.6	-14.0 -53.1	3.71 0.044	5.48 0.043	18.0 0.2	-12.4 -3.0
2015-02-27.109	2251+158	224-14	10.75	2.0	0.197	0.0393 92	25.3	-1.9	0.00 0.00 -3.00	122 57	22.9 16	-44.9	-23.9 18.7	-6.9 -54.0	4.33 0.036	6.16 0.027	18.6 0.2	-7.7 -6.0
2015-02-27.110	2251+158	224-14	10.82	1.1	0.174	0.0511 94	25.5	-2.0	0.00 0.00 -3.00	123 58	22.9 16	-44.2	-0.2 1.1	-7.1 -52.2	5.35 0.044	6.01 0.040	16.9 0.1	-11.9 3.6
2015-02-27.111	2251+158	224-14	10.84	1.0	0.174	0.0393 94	25.2	-2.0	0.00 0.00 -3.60	123 58	22.9 16	-44.0	3.2 2.3	-4.1 -50.8	3.11 0.052	4.63 0.039	19.4 0.3	-8.7 -0.8
2015-02-27.112	2251+158	224-14	10.86	1.1	0.174	0.0414 83	25.0	-2.0	0.00 0.00 -2.40	124 58	22.9 16	-43.7	-3.5 4.1	-10.6 -48.8	2.38 0.070	3.96 0.11	16.6 0.5	-8.2 -4.6
2015-02-27.113	2251+158	224-14	10.88	1.1	0.157	0.0413 94	25.0	-2.0	0.00 0.00 -4.20	124 58	22.9 16	-43.4	5.3 1.4	-1.5 -51.3	1.36 0.047	2.81 0.044	23.9 0.7	-12.5 -4.9
2015-02-27.114	2251+158	224-14	10.91	1.1	0.157	0.0357 81	25.0	-2.0	0.00 0.00 -1.80	124 59	22.9 16	-43.1	-7.9 2.0	-14.6 -50.5	1.57 0.044	3.73 0.12	20.1 0.5	-6.3 2.1
2015-02-27.115	2251+158	224-14	10.95	2.0	0.002	0.0379 94	25.7	-2.1	0.00 0.00 -2.90	125 59	22.9 16	-42.4	0.5 1.9	-6.3 -50.2	3.16 0.040	4.84 0.024	18.4 0.2	-11.3 -1.3
2015-02-27.119	Uranus	224-14	11.32	2.0	0.177	0.0352 96	25.9	-1.1	0.00 0.00 -2.90	112 34	0.9 5	-47.7	-3.9 -3.2	-2.7 -68.1	8.94 0.073	18.2 0.45	25.3 0.2	-5.0 -6.7
