# id	object	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2011-04-17.95	J0230+405	17.43	1.9	0.874	0.0194 93	36.4	10.9	-64 40	2.5 41	35.6	0.4 -3.0	-17.9 -88.9	0.219 6.1E-3	0.228 6.4E-3	17.0 0.5
2011-04-17.99	J0230+405	18.00	1.9	0.627	0.0288 91	36.7	9.5	-62 34	2.5 41	33.7	-0.5 -4.2	-22.0 -96.5	0.174 8.2E-3	0.169 7.9E-3	16.3 0.8
2011-04-17.102	J1033+609	18.45	1.9	0.687	0.0202 98	37.1	7.2	34 56	10.6 61	-57.8	-2.4 2.8	-37.3 -55.4	0.736 5.3E-3	0.823 6.9E-3	18.1 0.1
2011-04-17.103	1418+546	18.51	1.9	0.641	0.0212 82	37.2	6.8	40 27	14.3 54	-31.4	-2.1 1.3	-40.0 -84.7	0.206 7.1E-3	0.226 7.9E-3	17.3 0.6
2011-04-17.104	J1033+413	18.57	1.9	0.649	0.0195 98	36.6	6.3	70 61	10.6 41	-42.9	-4.4 2.7	-39.1 -36.7	0.477 4.1E-3	0.539 7.4E-3	18.1 0.2
2011-04-17.108	J1033+413	19.14	1.9	0.760	0.0198 98	36.9	4.6	71 67	10.6 41	-45.5	-4.1 4.2	-37.1 -26.5	0.474 4.9E-3	0.519 8.6E-3	17.9 0.2
2011-04-17.112	J1033+413	19.72	1.9	0.604	0.0228 96	36.6	4.2	69 74	10.6 41	-49.1	-2.3 3.8	-33.3 -18.4	0.458 5.1E-3	0.523 0.010	18.2 0.2
2011-04-17.116	J0721+713	20.36	1.9	0.561	0.0187 94	37.4	4.3	-18 51	7.4 71	65.2	-1.2 -2.0	-26.9 -77.7	1.72 5.1E-3	1.95 9.1E-3	18.3 0.1
#2011-04-17.117	J0721+713	20.41	0.9	0.632	0.0182 94	34.6	4.3	-18 51	7.4 71	64.8	-11.5 9.8	-37.2 -66.2	0.0837 0.011	0.170 0.014	23.2 2.7
2011-04-17.119	J0721+713	20.45	0.9	0.632	0.0190 95	35.6	4.4	-18 51	7.4 71	64.4	-1.2 -2.0	-26.9 -78.1	1.99 8.3E-3	2.22 0.015	17.9 0.1
2011-04-17.120	J0721+713	20.47	0.9	0.719	0.0193 94	34.6	4.4	-18 50	7.4 71	64.3	-1.5 -2.0	-27.2 -78.2	2.15 8.8E-3	2.15 0.015	16.9 0.1
2011-04-17.121	J0721+713	20.49	0.8	0.719	0.0188 94	32.0	4.3	-18 50	7.4 71	-0.2	3.2 -5.2	-22.4 -81.5	2.01 9.7E-3	2.18 0.017	17.3 0.1
2011-04-17.122	J0721+713	20.51	0.9	0.743	0.0185 94	34.7	4.4	-18 50	7.4 71	63.9	-1.3 -2.0	-27.0 -78.4	1.80 8.9E-3	2.08 0.014	18.0 0.1
2011-04-17.123	J0721+713	20.53	0.8	0.743	0.0191 94	31.6	4.4	-19 50	7.4 71	-0.2	2.7 -4.1	-23.0 -80.7	1.74 9.5E-3	1.95 0.017	17.9 0.1
2011-04-17.124	J0948+004	20.71	1.9	0.651	0.0172 95	37.1	4.4	-171 53	9.8 0	3.6	-3.5 0.5	-13.2 -39.0	0.287 4.3E-3	0.303 7.1E-3	17.6 0.3
2011-04-17.128	J0948+004	21.30	1.9	0.983	0.0174 96	36.9	4.1	-157 51	9.8 0	9.1	-4.3 0.3	-12.5 -45.4	0.321 5.5E-3	0.327 5.9E-3	17.7 0.3
2011-04-17.132	J0948+004	21.86	1.9	0.701	0.0196 94	36.3	4.0	-145 48	9.8 0	13.6	-2.6 -0.6	-11.2 -53.8	0.270 4.3E-3	0.273 6.8E-3	17.1 0.3
2011-04-17.136	J0948+004	22.42	1.9	0.790	0.0172 95	37.2	3.9	-135 43	9.8 0	17.2	-2.9 -0.2	-13.2 -61.7	0.287 4.4E-3	0.305 8.0E-3	17.5 0.3
2011-04-17.140	J0948+004	23.10	1.9	0.580	0.0176 95	37.2	4.1	-124 37	9.8 0	20.6	-1.7 -0.2	-15.4 -72.1	0.265 4.9E-3	0.285 6.7E-3	17.6 0.3
2011-04-17.144	J0909+014	23.66	1.9	0.720	0.0220 66	36.5	4.3	-108 24	9.2 1	24.6	-1.2 -1.2	-22.2 -89.3	1.06 6.2E-3	1.17 0.013	17.4 0.1
2011-04-17.145	J0948+004	23.71	1.9	0.558	0.0190 93	37.0	4.3	-116 31	9.8 0	22.8	-2.1 -0.9	-19.4 -81.4	0.268 5.8E-3	0.273 6.4E-3	16.9 0.4
2011-04-17.146	IRC+10216	23.98	9.6	0.761	0.0162 90	76.3	4.0	-101 36	9.8 13	26.7	-1.8 -2.2	-17.1 -82.9	0.476 3.8E-3	0.765 7.6E-3	21.3 0.2
2011-04-18.1	J1031+603	0.19	1.9	0.671	0.0181 93	36.4	4.0	-37 52	10.5 60	53.2	-0.9 -3.6	-20.9 -78.2	0.295 3.8E-3	0.300 6.1E-3	17.3 0.2
2011-04-18.5	J1031+603	0.76	1.9	0.640	0.0187 93	37.2	4.5	-38 48	10.5 60	48.9	-2.6 -4.1	-23.8 -83.5	0.289 4.6E-3	0.285 5.4E-3	16.7 0.3
2011-04-18.9	J1031+603	1.33	1.9	0.563	0.0199 93	36.7	4.3	-38 44	10.5 60	45.0	-2.6 -3.2	-25.1 -87.4	0.301 4.9E-3	0.313 7.9E-3	17.5 0.3
2011-04-18.13	J1031+603	2.14	1.9	0.310	0.0236 93	36.8	4.1	-38 38	10.5 60	39.9	-3.5 -1.3	-28.3 -91.8	0.246 4.9E-3	0.269 7.5E-3	17.8 0.3
2011-04-18.15	1418+546	2.22	1.9	0.301	0.0209 92	37.1	4.1	-33 68	14.3 54	66.0	-0.2 -3.8	-15.2 -58.8	0.206 4.6E-3	0.209 5.8E-3	17.1 0.4
2011-04-18.16	J1033+609	2.28	1.9	0.330	0.0213 97	36.3	4.2	-37 37	10.6 61	39.5	-2.7 -2.7	-27.9 -93.8	0.687 4.7E-3	0.762 7.6E-3	17.7 0.1
2011-04-18.20	1418+546	2.85	1.9	0.228	0.0287 96	37.4	4.5	-40 63	14.3 54	58.6	-2.9 -3.2	-17.5 -64.2	0.186 5.4E-3	0.197 6.5E-3	17.6 0.5
2011-04-18.21	J1033+609	2.91	1.9	0.280	0.0291 96	37.1	4.5	-35 33	10.6 61	35.8	-3.9 -0.9	-30.7 -96.3	0.625 8.0E-3	0.720 9.0E-3	18.1 0.2
2011-04-18.26	1418+546	3.89	1.9	0.353	0.0257 95	36.8	4.2	-46 54	14.3 54	49.9	-1.3 -4.9	-17.8 -76.5	0.223 6.5E-3	0.254 8.6E-3	18.1 0.5
2011-04-18.27	J1033+609	3.94	1.9	0.388	0.0278 92	37.2	4.3	-32 26	10.6 61	29.8	-1.6 -4.3	-30.7 -105.4	0.696 8.3E-3	0.759 0.011	17.3 0.2
2011-04-18.31	1418+546	4.51	1.9	0.412	0.0201 100	36.4	3.8	-47 49	14.3 54	45.7	-1.1 -7.0	-19.6 -85.1	0.198 4.9E-3	0.215 5.8E-3	17.3 0.4
2011-04-18.37	1418+546	5.42	1.9	0.576	0.0267 90	37.4	3.1	-46 41	14.3 54	40.4	-1.0 -4.7	-22.8 -91.7	0.196 6.9E-3	0.204 8.5E-3	16.6 0.6
2011-04-18.38	NGC7027	5.53	1.9	0.457	0.0274 96	37.2	3.1	68 66	21.1 42	-46.0	-3.7 0.7	-37.3 -33.0	2.39 7.9E-3	3.36 0.014	19.7 0.1
2011-04-18.41	NGC7027	6.07	1.9	0.503	0.0288 98	37.0	3.4	66 72	21.1 42	-49.4	-1.8 1.0	-33.7 -25.1	2.62 7.3E-3	3.64 0.015	20.1 0.1
2011-04-18.42	NGC7027	6.28	1.9	0.475	0.0265 97	36.9	3.6	65 74	21.1 42	-51.1	-2.3 1.2	-33.6 -22.2	2.65 6.2E-3	3.50 0.013	19.7 0.0
2011-04-18.45	1923+210	6.94	1.9	0.552	0.0251 101	36.3	3.5	-136 69	19.4 21	18.0	-5.8 -6.6	-1.4 -34.9	0.412 7.9E-3	0.567 0.011	19.8 0.4
2011-04-18.48	1923+210	7.22	1.9	0.505	0.0247 100	36.3	3.6	-128 67	19.4 21	21.0	-8.7 -6.4	-5.3 -41.0	0.388 4.7E-3	0.499 9.4E-3	19.1 0.2
2011-04-18.49	J1743-038	7.60	1.9	0.462	0.0288 64	36.7	4.4	-119 28	17.7 -4	22.0	-4.0 -2.8	-22.9 -84.6	1.55 9.5E-3	1.77 0.014	17.7 0.1
#2011-04-18.50	G022.06	7.65	9.6	0.482	0.0183 79	76.0	4.5	-133 30	18.5 -10	18.0	62.4 -60.3	44.7 -135.1	0.216 5.7E-3	0.288 6.5E-3	19.2 0.5
2011-04-18.52	1923+210	7.93	1.9	0.565	0.0238 64	37.4	4.6	-113 60	19.4 21	25.9	-4.4 -5.4	-5.3 -55.0	0.511 5.7E-3	0.545 0.011	17.5 0.2
2011-04-18.58	1923+210	8.71	1.9	0.649	0.0231 95	37.1	4.8	-102 51	19.4 21	28.3	-5.4 -3.9	-12.4 -68.4	0.535 6.3E-3	0.574 9.0E-3	17.6 0.2
2011-04-18.62	J2225-050	9.22	1.9	0.728	0.0220 96	37.4	5.3	-173 48	22.4 -5	2.5	-3.7 1.4	-16.5 -43.6	0.958 7.5E-3	1.16 0.013	18.7 0.1
2011-04-18.66	J2225-050	9.79	1.9	0.694	0.0233 97	37.1	5.7	-161 46	22.4 -5	7.5	-3.5 -0.4	-14.9 -50.3	0.997 6.9E-3	1.17 0.011	18.5 0.1
2011-04-18.70	J2225-050	10.36	1.9	0.673	0.0226 95	36.7	6.0	-150 43	22.4 -5	11.8	-1.0 -0.3	-12.4 -56.7	0.901 7.1E-3	1.13 0.012	19.0 0.1
2011-04-18.72	MWC349	10.63	1.9	0.783	0.0236 94	36.7	5.5	-68 48	20.5 41	38.3	-2.7 -5.9	-16.4 -81.9	1.12 7.0E-3	1.19 0.010	17.4 0.1
2011-04-18.75	J0230+405	11.24	1.9	0.909	0.0201 96	37.2	5.8	72 69	2.5 41	-45.7	-3.1 4.6	-35.3 -22.7	0.226 5.1E-3	0.243 8.7E-3	17.5 0.4
2011-04-18.80	J0230+405	12.01	1.9	1.278	0.0270 93	36.8	6.9	68 78	2.5 41	-51.2	-3.5 5.4	-33.1 -11.0	0.209 9.2E-3	0.214 0.011	17.0 0.7
# Mon Apr 18 12:09:45 UTC 2011 - Ran_out_of_cryogen 08:01; just_before_J0230_final_scan
2011-04-18.83	J0230+405	17.74	1.9	0.885	0.0719 61	36.9	3.7	-63 36	2.5 41	34.4	-0.1 -2.3	-20.6 -92.5	0.146 0.021	0.130 0.012	10.7 1.6
#2011-04-18.84	J0230+405	17.80	1.9	0.966	0.0323 76	36.9	3.8	-62 35	2.5 41	34.2	49.1 -167.8	28.3 -258.7	1.51 0.075	1.33 0.084	17.1 0.8
2011-04-18.85	J0230+405	17.88	1.9	0.959	0.0214 80	36.6	3.7	-62 34	2.5 41	33.9	-0.5 -5.8	-21.7 -97.6	0.232 7.2E-3	0.216 7.0E-3	16.1 0.5
# Mon Apr 18 18:21:44 UTC 2011 - IV curve at 6:20pmUT 
# Mon Apr 18 19:43:08 UTC 2011 - SkyDip IV Curve Default DAC 6000 for 89, 9000 for 90-94
# Mon Apr 18 20:46:37 UTC 2011 - Oops - open/closed shutter during 18.97 SMA
2011-04-18.98	1418+546	21.89	1.9	0.558	0.0256 92	37.1	2.0	46 56	14.3 54	-51.2	-3.0 4.1	-38.9 -50.0	0.214 6.2E-3	0.216 8.1E-3	17.3 0.5
2011-04-18.99	1418+546	21.96	0.9	0.509	0.0237 86	34.6	2.0	45 56	14.3 54	-51.8	-3.8 3.7	-39.6 -49.7	0.216 8.1E-3	0.215 0.011	16.7 0.6
2011-04-18.100	1418+546	21.98	0.8	0.509	0.0207 90	32.2	2.0	45 57	14.3 54	-0.2	1.6 7.6	-34.1 -45.5	0.215 8.3E-3	0.199 8.0E-3	16.0 0.6
2011-04-18.101	1418+546	22.00	0.8	0.514	0.0208 90	31.9	2.0	45 57	14.3 54	-0.2	2.3 6.0	-33.4 -47.0	0.207 7.9E-3	0.209 0.010	16.8 0.6
2011-04-18.102	1418+546	22.02	0.8	0.514	0.0223 89	32.5	2.0	45 57	14.3 54	-0.2	-0.8 12.4	-36.5 -40.4	0.192 8.4E-3	0.195 8.9E-3	16.5 0.7
2011-04-18.103	1418+546	22.05	0.8	0.525	0.0237 85	32.5	2.1	45 57	14.3 54	-0.2	-1.2 8.5	-36.8 -44.0	0.205 9.4E-3	0.224 0.012	17.2 0.8
2011-04-18.104	1418+546	22.11	0.9	0.542	0.0246 82	36.0	2.1	45 58	14.3 54	-53.0	-2.7 4.6	-38.2 -47.3	0.195 9.9E-3	0.177 9.6E-3	16.8 0.8
2011-04-18.105	1418+546	22.13	0.9	0.542	0.0277 79	35.1	2.1	45 58	14.3 54	-53.1	-2.2 3.7	-37.7 -48.0	0.229 9.8E-3	0.244 0.015	17.1 0.7
2011-04-18.106	1418+546	22.16	0.8	0.516	0.0251 85	32.3	2.1	44 58	14.3 54	-0.2	2.1 9.3	-33.3 -42.2	0.221 8.9E-3	0.222 9.0E-3	16.2 0.7
2011-04-18.107	1418+546	22.18	0.9	0.516	0.0256 89	35.1	2.1	44 58	14.3 54	-53.5	-4.3 6.7	-39.7 -44.7	0.199 6.9E-3	0.186 8.6E-3	16.0 0.6
2011-04-18.108	1418+546	22.20	0.9	0.613	0.0272 86	34.4	2.1	44 58	14.3 54	-53.6	-1.9 4.0	-37.3 -47.1	0.200 9.7E-3	0.185 9.8E-3	15.7 0.8
2011-04-18.109	1418+546	22.26	1.9	0.633	0.0232 92	37.2	2.1	44 59	14.3 54	-54.1	-2.4 3.7	-37.6 -46.9	0.211 6.5E-3	0.201 5.8E-3	16.1 0.5
2011-04-18.110	J1033+609	22.34	1.9	0.555	0.0226 87	36.8	2.1	-21 63	10.6 61	71.6	-0.2 -2.6	-20.6 -63.1	0.749 5.3E-3	0.843 9.3E-3	17.9 0.1
2011-04-18.114	1418+546	22.97	1.9	0.467	0.0214 101	36.5	2.6	38 65	14.3 54	-61.0	-1.3 3.1	-34.6 -42.0	0.211 4.4E-3	0.221 7.2E-3	17.4 0.4
2011-04-18.115	J1033+609	23.05	1.9	0.562	0.0218 100	36.9	2.6	-29 60	10.6 61	63.5	-1.3 -3.4	-20.8 -69.1	0.780 5.2E-3	0.844 9.6E-3	17.8 0.1
2011-04-18.119	1418+546	23.65	1.9	0.511	0.0208 100	36.8	2.3	29 69	14.3 54	-69.7	-0.8 2.8	-31.5 -39.4	0.228 4.5E-3	0.223 4.7E-3	17.1 0.3
2011-04-18.120	J1033+609	23.73	1.9	0.494	0.0228 99	36.6	2.4	-34 55	10.6 61	57.1	-1.9 -3.7	-21.6 -74.8	0.761 4.9E-3	0.791 8.0E-3	17.6 0.1
2011-04-19.2	1418+546	0.32	1.9	0.738	0.0273 97	37.0	2.1	13 72	14.3 54	-81.0	-0.2 1.7	-27.1 -40.8	0.202 6.6E-3	0.209 8.7E-3	17.2 0.6
2011-04-19.3	J1033+609	0.38	1.9	0.729	0.0299 94	37.1	2.1	-36 51	10.6 61	51.7	-2.1 -3.3	-22.8 -79.9	0.738 8.8E-3	0.779 0.012	17.6 0.2
2011-04-19.4	J1405+043	0.51	1.9	0.749	0.0200 97	37.0	2.1	179 57	14.1 4	-0.3	-2.8 -2.8	-12.6 -35.0	0.0944 4.9E-3	0.0925 5.0E-3	15.1 0.8
2011-04-19.9	J1405+043	1.30	1.9	0.764	0.0194 90	37.1	2.0	-159 55	14.1 4	8.0	-3.8 1.0	-10.0 -38.3	0.109 4.1E-3	0.108 5.4E-3	16.5 0.6
2011-04-19.13	J1405+043	1.87	1.9	1.150	0.0265 93	37.4	2.2	-146 52	14.1 4	13.2	-8.1 -0.3	-14.1 -47.6	0.128 8.4E-3	0.134 9.2E-3	17.1 1.1
# Tue Apr 19 02:19:22 UTC 2011 - Closing for rain.  Going to Sleep.  Dominic.
# Tue Apr 19 08:48:19 UTC 2011 - Restarted server: default dac 9000, det bias 8000
# Tue Apr 19 09:05:17 UTC 2011 - Took iv curves op/cl styrofoam: 52_59cl, 55_01&55_55,59_26 open, 01_05 cl 
