# Time[CET]   Date          Tau         TauERR
  04:41:49    2014-10-25    0.2948      0.0162
  04:46:04    2014-10-25    0.2737      0.0136
  04:50:19    2014-10-25    0.3005      0.0144
  04:54:33    2014-10-25    0.2923      0.0142
  04:58:48    2014-10-25    0.2822      0.0179
  05:03:02    2014-10-25    0.2904      0.0190
  05:07:17    2014-10-25    0.2848      0.0173
  05:11:32    2014-10-25    0.3091      0.0204
  05:15:46    2014-10-25    0.2907      0.0187
  05:20:01    2014-10-25    0.2893      0.0114
  05:24:15    2014-10-25    0.2819      0.0264
  05:28:30    2014-10-25    0.3078      0.0153
  05:32:45    2014-10-25    0.3131      0.0210
  05:36:59    2014-10-25    0.3025      0.0134
  05:41:14    2014-10-25    0.2935      0.0223
  05:45:28    2014-10-25    0.3214      0.0150
  05:49:43    2014-10-25    0.2981      0.0080
  05:53:58    2014-10-25    0.2945      0.0122
  05:58:12    2014-10-25    0.3155      0.0136
  06:02:27    2014-10-25    0.3111      0.0109
  06:06:41    2014-10-25    0.3869      0.0841
  06:10:56    2014-10-25    0.2886      0.0179
  06:15:11    2014-10-25    0.3365      0.0423
  06:19:25    2014-10-25    0.2719      0.0187
  06:23:40    2014-10-25    0.2986      0.0190
  06:27:54    2014-10-25    0.0404      0.3531
  06:32:09    2014-10-25    0.3388      0.0416
  06:36:24    2014-10-25    0.3035      0.0323
  06:40:38    2014-10-25    0.2799      0.0135
  06:44:53    2014-10-25    0.2726      0.0136
  06:49:07    2014-10-25    0.2529      0.0204
  06:53:22    2014-10-25    0.2706      0.0233
  06:57:37    2014-10-25    0.2604      0.0687
  07:01:51    2014-10-25    0.2565      0.0106
  07:06:06    2014-10-25    0.2616      0.0197
  07:10:21    2014-10-25    0.2511      0.0143
  07:14:35    2014-10-25    0.2603      0.0148
  07:18:50    2014-10-25    0.2548      0.0145
  07:23:05    2014-10-25    0.2619      0.0084
  07:27:20    2014-10-25    0.2602      0.0135
  07:31:34    2014-10-25    0.2666      0.0148
  07:35:49    2014-10-25    0.2470      0.0416
  07:40:03    2014-10-25    0.2472      0.0133
  07:44:18    2014-10-25    0.2570      0.0118
  07:48:33    2014-10-25    0.2602      0.0075
  07:52:47    2014-10-25    0.2405      0.0126
  07:57:02    2014-10-25    0.2592      0.0081
  08:01:17    2014-10-25    0.2624      0.0103
  08:05:31    2014-10-25    0.2604      0.0149
  08:09:46    2014-10-25    0.2897      0.0187
  08:14:01    2014-10-25    0.2577      0.0084
  08:18:15    2014-10-25    0.2554      0.0110
  08:22:30    2014-10-25    0.2521      0.0091
  08:26:45    2014-10-25    0.2650      0.0199
  08:30:59    2014-10-25    0.2462      0.0120
  08:35:14    2014-10-25    0.1796      0.0604
  08:39:28    2014-10-25    0.2528      0.0107
  08:43:43    2014-10-25    0.2467      0.0109
  08:47:58    2014-10-25    0.2627      0.0103
  08:52:12    2014-10-25    0.2652      0.0144
  08:56:27    2014-10-25    0.3022      0.0276
  09:00:42    2014-10-25    0.2693      0.0129
  09:04:56    2014-10-25    0.3051      0.0255
  09:09:11    2014-10-25    0.2896      0.0255
  09:13:25    2014-10-25    0.2428      0.0129
  09:17:40    2014-10-25    0.2493      0.0137
  09:21:55    2014-10-25    0.2594      0.0105
  09:26:09    2014-10-25    0.2376      0.0290
  09:30:24    2014-10-25    0.2775      0.0145
  09:34:39    2014-10-25    0.2948      0.0567
  09:38:53    2014-10-25    0.2565      0.0131
  09:43:08    2014-10-25    0.2672      0.0120
  09:47:23    2014-10-25    0.2600      0.0153
  09:51:37    2014-10-25    0.2731      0.0070
  09:55:52    2014-10-25    0.2875      0.0279
  10:00:07    2014-10-25    0.2597      0.0094
  10:04:21    2014-10-25    0.2609      0.0096
  10:08:36    2014-10-25    0.2658      0.0129
  10:12:51    2014-10-25    0.2623      0.0088
  10:17:05    2014-10-25    0.2636      0.0136
  10:21:20    2014-10-25    0.2571      0.0107
  10:25:35    2014-10-25    0.2595      0.0117
  10:29:49    2014-10-25    0.2483      0.0074
  10:34:04    2014-10-25    0.2677      0.0101
  10:38:19    2014-10-25    0.2541      0.0117
  10:42:33    2014-10-25    0.2621      0.0110
  10:46:48    2014-10-25    0.2608      0.0092
  10:51:03    2014-10-25    0.2753      0.0084
  10:55:17    2014-10-25    0.2756      0.0076
  10:59:32    2014-10-25    0.2760      0.0126
  11:03:47    2014-10-25    0.2795      0.0162
  11:08:01    2014-10-25    0.2895      0.0096
  11:12:16    2014-10-25    0.2829      0.0211
  11:16:31    2014-10-25    0.2914      0.0197
  11:20:45    2014-10-25    0.3425      0.0607
  11:25:00    2014-10-25    0.2996      0.0151
  11:29:15    2014-10-25    0.2463      0.0250
  11:33:29    2014-10-25    0.2941      0.0107
  11:37:44    2014-10-25    0.3037      0.0201
  11:41:59    2014-10-25    0.3017      0.0149
  11:46:14    2014-10-25    0.2945      0.0155
  11:50:28    2014-10-25    0.4905      0.2266
  11:54:43    2014-10-25    0.2961      0.0169
  11:58:58    2014-10-25    0.3119      0.0096
  12:03:13    2014-10-25    0.3067      0.0136
  12:07:27    2014-10-25    0.3103      0.0085
  12:11:42    2014-10-25    0.3165      0.0153
  12:15:57    2014-10-25    0.3090      0.0098
  12:20:12    2014-10-25    0.8056      0.6453
  12:24:26    2014-10-25    0.3475      0.0331
  12:28:41    2014-10-25    0.0954      0.1621
  12:32:56    2014-10-25    0.3153      0.0658
  12:37:11    2014-10-25    0.2864      0.0353
  12:41:26    2014-10-25    0.3357      0.0275
  12:45:40    2014-10-25    0.2539      0.0837
  12:49:55    2014-10-25    0.3226      0.0352
  12:54:10    2014-10-25    0.3330      0.0112
  12:58:25    2014-10-25    0.2574      0.0850
  13:02:39    2014-10-25    0.4442      0.0990
  13:06:54    2014-10-25    0.3223      0.0160
  13:11:09    2014-10-25    0.3451      0.0125
  13:15:24    2014-10-25    0.3342      0.0254
  13:19:38    2014-10-25    0.3242      0.0263
  13:23:53    2014-10-25    0.3329      0.0187
  13:28:08    2014-10-25    0.3527      0.0190
  13:32:22    2014-10-25    0.3457      0.0137
  13:36:37    2014-10-25    0.3359      0.0095
  13:40:52    2014-10-25    0.3320      0.0245
  13:45:06    2014-10-25    0.3081      0.0218
  13:49:21    2014-10-25    0.2240      0.0610
  13:53:35    2014-10-25    0.3401      0.0122
  13:57:50    2014-10-25    0.3455      0.0177
  14:02:04    2014-10-25    0.3703      0.0145
  14:06:19    2014-10-25    0.3834      0.0156
  14:10:33    2014-10-25    0.3565      0.0151
  14:14:48    2014-10-25    0.3432      0.0116
  14:19:02    2014-10-25    0.3554      0.0181
  14:23:17    2014-10-25    0.3580      0.0182
  14:27:31    2014-10-25    0.3671      0.0167
  14:31:46    2014-10-25    0.3224      0.0240
  14:40:15    2014-10-25    0.3419      0.0324
  14:44:29    2014-10-25    0.3668      0.0157
  14:48:44    2014-10-25    0.3430      0.0213
  14:52:58    2014-10-25    0.3637      0.0190
  14:57:13    2014-10-25    0.3848      0.0153
  15:01:27    2014-10-25    0.3542      0.0183
  15:05:41    2014-10-25    0.3695      0.0250
  15:09:56    2014-10-25    0.3850      0.0196
  15:14:10    2014-10-25    0.4015      0.0103
  15:18:25    2014-10-25    0.3763      0.0155
  15:22:39    2014-10-25    0.4110      0.0133
  15:26:54    2014-10-25    0.3808      0.0219
  15:31:08    2014-10-25    0.3832      0.0245
  15:35:22    2014-10-25    0.3875      0.0275
  15:39:37    2014-10-25    0.3793      0.0212
  15:43:51    2014-10-25    0.3848      0.0360
  15:48:06    2014-10-25    0.3962      0.0455
  15:52:20    2014-10-25    0.4051      0.0477
  15:56:35    2014-10-25    0.3537      0.0411
  16:00:49    2014-10-25    0.3606      0.0610
  16:05:04    2014-10-25    0.4037      0.0465
  16:09:18    2014-10-25    0.3786      0.0349
  16:13:32    2014-10-25    0.4172      0.0313
  16:17:47    2014-10-25    0.4137      0.0246
  16:22:01    2014-10-25    0.4105      0.0179
  16:26:16    2014-10-25    0.4132      0.0136
  16:30:30    2014-10-25    0.4287      0.0231
  16:34:45    2014-10-25    0.4476      0.0419
  16:38:59    2014-10-25    0.8051      0.3202
  16:43:14    2014-10-25    0.4087      0.0231
  16:47:28    2014-10-25    0.3923      0.0205
  16:51:42    2014-10-25    0.3918      0.0233
  16:55:57    2014-10-25    0.3836      0.0252
  17:00:11    2014-10-25    0.3932      0.0251
  17:04:26    2014-10-25    0.4131      0.0273
  17:08:40    2014-10-25    0.3807      0.0217
  17:12:55    2014-10-25    0.3624      0.0282
  17:17:09    2014-10-25    0.3535      0.0200
  17:21:23    2014-10-25    0.4136      0.0558
  17:25:38    2014-10-25    0.6140      0.1666
  17:29:52    2014-10-25    0.4135      0.0383
  17:34:07    2014-10-25    0.3400      0.0160
  17:38:21    2014-10-25    0.3638      0.0209
  17:42:36    2014-10-25    0.3733      0.0163
  17:46:50    2014-10-25    0.3617      0.0168
  17:55:19    2014-10-25    0.3797      0.0574
  17:59:33    2014-10-25    0.3464      0.0115
  18:03:48    2014-10-25    0.3539      0.0081
  18:08:02    2014-10-25    0.3849      0.0168
  18:12:17    2014-10-25    0.3421      0.0108
  18:16:31    2014-10-25    0.3332      0.0115
  18:20:46    2014-10-25    0.3244      0.0174
  18:25:00    2014-10-25    0.3447      0.0128
  18:29:14    2014-10-25    0.3785      0.0194
  18:33:29    2014-10-25    0.3704      0.0098
  18:37:43    2014-10-25    0.3643      0.0099
  18:41:58    2014-10-25    0.3133      0.0133
  18:46:12    2014-10-25    0.3243      0.0159
  18:50:27    2014-10-25    0.2454      0.0382
  18:54:41    2014-10-25    0.3184      0.0080
  18:58:55    2014-10-25    0.3036      0.0092
  19:03:10    2014-10-25    0.3098      0.0104
  19:07:24    2014-10-25    0.2917      0.0125
  19:11:39    2014-10-25    0.2986      0.0108
  19:15:53    2014-10-25    0.2838      0.0100
  19:20:08    2014-10-25    0.2816      0.0074
  19:24:22    2014-10-25    0.2801      0.0111
  19:28:37    2014-10-25    0.2727      0.0109
  19:32:51    2014-10-25    0.2713      0.0087
  19:37:06    2014-10-25    0.2780      0.0143
  19:41:20    2014-10-25    0.2830      0.0066
  19:45:35    2014-10-25    0.2859      0.0092
  19:49:49    2014-10-25    0.2837      0.0125
  19:54:04    2014-10-25    0.2932      0.0137
  19:58:18    2014-10-25    0.2765      0.0098
  20:02:33    2014-10-25    0.2806      0.0092
  20:06:47    2014-10-25    0.2621      0.0071
  20:11:02    2014-10-25    0.2930      0.0092
  20:15:16    2014-10-25    0.2946      0.0098
  20:19:31    2014-10-25    0.2462      0.0144
  20:23:45    2014-10-25    0.2879      0.0114
  20:28:00    2014-10-25    0.3350      0.0635
  20:32:15    2014-10-25    0.3067      0.0128
  20:36:29    2014-10-25    0.2883      0.0177
  20:44:58    2014-10-25    0.2994      0.0167
  20:49:13    2014-10-25    0.2801      0.0141
  20:53:27    2014-10-25    0.2974      0.0190
  20:57:42    2014-10-25    0.3010      0.0263
  21:01:57    2014-10-25    0.2929      0.0232
  21:06:11    2014-10-25    0.2781      0.0133
  21:10:26    2014-10-25    0.2654      0.0308
  21:14:40    2014-10-25    0.2783      0.0086
  21:18:55    2014-10-25    0.2670      0.0110
  21:23:09    2014-10-25    0.2768      0.0227
  21:27:24    2014-10-25    0.2509      0.0117
  21:31:39    2014-10-25    0.2616      0.0117
  21:35:53    2014-10-25    0.2619      0.0128
  21:40:08    2014-10-25    0.2659      0.0138
  21:44:23    2014-10-25    0.2658      0.0125
  21:48:37    2014-10-25    0.2984      0.0397
  21:52:52    2014-10-25    0.2986      0.0141
  21:57:07    2014-10-25    0.2905      0.0193
  22:01:21    2014-10-25    0.2673      0.0129
  22:05:36    2014-10-25    0.2569      0.0116
  22:09:51    2014-10-25    0.2879      0.0182
  22:14:05    2014-10-25    0.2529      0.0122
  22:18:20    2014-10-25    0.2677      0.0136
  22:22:34    2014-10-25    0.2649      0.0115
  22:26:49    2014-10-25    0.2670      0.0091
  22:31:04    2014-10-25    0.2666      0.0150
  22:35:18    2014-10-25    0.3318      0.0499
  22:39:33    2014-10-25    0.2914      0.0127
  22:43:48    2014-10-25    0.2552      0.0169
  22:48:02    2014-10-25    0.2711      0.0120
  22:52:17    2014-10-25    0.2811      0.0151
  22:56:32    2014-10-25    0.2905      0.0215
  23:00:46    2014-10-25    0.2776      0.0109
  23:05:01    2014-10-25    0.2856      0.0516
  23:09:15    2014-10-25    0.2632      0.0100
  23:13:30    2014-10-25    0.2866      0.0093
  23:17:45    2014-10-25    0.2513      0.0138
  23:21:59    2014-10-25    0.2981      0.0138
  23:26:14    2014-10-25    0.2776      0.0119
  23:30:29    2014-10-25    0.3045      0.0082
  23:34:43    2014-10-25    0.3035      0.0106
  23:38:58    2014-10-25    0.3138      0.0370
  23:43:12    2014-10-25    0.2081      0.0401
  23:47:27    2014-10-25    0.3281      0.0085
  23:51:42    2014-10-25    0.3338      0.0089
  23:55:56    2014-10-25    0.3232      0.0140
  00:00:11    2014-10-26    0.3200      0.0089
  00:04:26    2014-10-26    0.3258      0.0093
  00:08:40    2014-10-26    0.3243      0.0091
  00:12:55    2014-10-26    0.3351      0.0052
  00:17:10    2014-10-26    0.3191      0.0121
  00:21:24    2014-10-26    0.3386      0.0133
  00:25:39    2014-10-26    0.3268      0.0084
  00:29:54    2014-10-26    0.3314      0.0060
  00:34:08    2014-10-26    0.3037      0.0073
  00:38:23    2014-10-26    0.3008      0.0095
  00:42:38    2014-10-26    0.3005      0.0061
  00:46:53    2014-10-26    0.3015      0.0084
  00:51:07    2014-10-26    0.3067      0.0114
  00:55:22    2014-10-26    0.2822      0.0094
  00:59:37    2014-10-26    0.3089      0.0069
  01:03:51    2014-10-26    0.2756      0.0209
  01:08:06    2014-10-26    0.2656      0.0158
  01:20:50    2014-10-26    0.4351      0.0468
  01:25:05    2014-10-26    0.3140      0.0624
  01:29:20    2014-10-26    0.3982      0.0609
  01:33:34    2014-10-26    0.3320      0.0278
  01:37:49    2014-10-26    0.2925      0.0294
  01:42:04    2014-10-26    0.2787      0.0172
  01:46:18    2014-10-26    0.3144      0.0121
  01:50:33    2014-10-26    0.2929      0.0250
  01:54:48    2014-10-26    0.2764      0.0284
  01:59:02    2014-10-26    0.2788      0.0121
  02:03:17    2014-10-26    0.3091      0.0291
  02:07:32    2014-10-26    0.3015      0.0098
  02:11:47    2014-10-26    0.2907      0.0250
  02:16:01    2014-10-26    0.2840      0.0106
  02:20:16    2014-10-26    0.3232      0.0275
  02:24:31    2014-10-26    0.3006      0.0281
  02:28:45    2014-10-26    0.2879      0.0150
  02:33:00    2014-10-26    0.2956      0.0220
  02:37:15    2014-10-26    0.2971      0.0207
  02:41:30    2014-10-26    0.3070      0.0206
  02:45:44    2014-10-26    0.3080      0.0114
  02:49:59    2014-10-26    0.3099      0.0147
  02:54:14    2014-10-26    0.3476      0.0515
  02:58:28    2014-10-26    0.3175      0.0140
  02:02:43    2014-10-26    0.3473      0.0557
  02:06:58    2014-10-26    0.3292      0.0075
  02:11:13    2014-10-26    0.3186      0.0071
  02:15:27    2014-10-26    0.3302      0.0089
  02:19:42    2014-10-26    0.3172      0.0106
  02:23:57    2014-10-26    0.3246      0.0093
  02:28:11    2014-10-26    0.3331      0.0093
  02:32:26    2014-10-26    0.3427      0.0122
  02:36:41    2014-10-26    0.3178      0.0121
  02:40:56    2014-10-26    0.3300      0.0072
  02:45:10    2014-10-26    0.3231      0.0094
  02:49:25    2014-10-26    0.3329      0.0100
  02:53:40    2014-10-26    0.3189      0.0107
  02:57:54    2014-10-26    0.3139      0.0109
  03:02:09    2014-10-26    0.3204      0.0161
  03:06:24    2014-10-26    0.3205      0.0072
  03:10:39    2014-10-26    0.3238      0.0120
  03:14:53    2014-10-26    0.3320      0.0091
  03:19:08    2014-10-26    0.3368      0.0079
  03:23:23    2014-10-26    0.3362      0.0106
  03:31:52    2014-10-26    0.3317      0.0157
  03:36:07    2014-10-26    0.3444      0.0115
  03:40:22    2014-10-26    0.3390      0.0100
  03:44:36    2014-10-26    0.3339      0.0227
  03:48:51    2014-10-26    0.3445      0.0117
  03:53:06    2014-10-26    0.3387      0.0141
  03:57:20    2014-10-26    0.3692      0.0082
  04:01:35    2014-10-26    0.3874      0.0157
  04:05:50    2014-10-26    0.3586      0.0164
  04:10:05    2014-10-26    0.3566      0.0128
  04:14:20    2014-10-26    0.3587      0.0135
  04:18:34    2014-10-26    0.3535      0.0080
  04:22:49    2014-10-26    0.3758      0.0149
  04:27:04    2014-10-26    0.3795      0.0103
  04:31:19    2014-10-26    0.3705      0.0089
  04:35:33    2014-10-26    0.3426      0.0080
  04:39:48    2014-10-26    0.3482      0.0075
  04:44:03    2014-10-26    0.3551      0.0097
  04:48:18    2014-10-26    0.3683      0.0135
  04:52:32    2014-10-26    0.3510      0.0106
  04:56:47    2014-10-26    0.3570      0.0071
  05:01:02    2014-10-26    0.3279      0.0434
  05:05:17    2014-10-26    0.3451      0.0197
  05:09:32    2014-10-26    0.3403      0.0136
  05:13:46    2014-10-26    0.3552      0.0083
  05:18:01    2014-10-26    0.3654      0.0448
  05:22:16    2014-10-26    0.3839      0.0214
  05:26:31    2014-10-26    0.3784      0.0143
  05:30:45    2014-10-26    0.3482      0.0154
  05:35:00    2014-10-26    0.3982      0.0158
  05:39:15    2014-10-26    0.3867      0.0122
  05:43:30    2014-10-26    0.3879      0.0166
  05:47:44    2014-10-26    0.3636      0.0091
  05:51:59    2014-10-26    0.3746      0.0135
  05:56:14    2014-10-26    0.3853      0.0060
  06:00:29    2014-10-26    0.4191      0.0315
  06:04:44    2014-10-26    0.3690      0.0106
  06:08:58    2014-10-26    0.3758      0.0070
  06:13:13    2014-10-26    0.3737      0.0113
  06:17:28    2014-10-26    0.3833      0.0121
  06:21:43    2014-10-26    0.3783      0.0299
  06:25:57    2014-10-26    0.4561      0.0410
  06:30:12    2014-10-26    0.4411      0.0098
  06:34:27    2014-10-26    0.4496      0.0107
  06:38:42    2014-10-26    0.4584      0.0114
  06:42:57    2014-10-26    0.4484      0.0127
  06:47:11    2014-10-26    0.4432      0.0113
  06:51:26    2014-10-26    0.4414      0.0080
  06:55:41    2014-10-26    0.4610      0.0191
  06:59:56    2014-10-26    0.4657      0.0143
  07:04:11    2014-10-26    0.4813      0.0138
  07:08:25    2014-10-26    0.4910      0.0168
  07:12:40    2014-10-26    0.4550      0.0167
  07:16:55    2014-10-26    0.4646      0.0203
  07:21:10    2014-10-26    0.4764      0.0107
  07:25:25    2014-10-26    0.4937      0.0205
  07:29:39    2014-10-26    0.4852      0.0162
  07:33:54    2014-10-26    0.4739      0.0193
  07:38:09    2014-10-26    0.4987      0.0237
  07:42:24    2014-10-26    0.4782      0.0259
  07:46:38    2014-10-26    0.4776      0.0208
  07:50:53    2014-10-26    0.4919      0.0198
  07:55:08    2014-10-26    0.5074      0.0105
  07:59:23    2014-10-26    0.4682      0.0133
  08:03:38    2014-10-26    0.4908      0.0135
  08:07:52    2014-10-26    0.5036      0.0311
  08:12:07    2014-10-26    0.4960      0.0114
  08:16:22    2014-10-26    0.5379      0.0200
  08:20:37    2014-10-26    0.5132      0.0089
  08:24:51    2014-10-26    0.5048      0.0382
  08:29:06    2014-10-26    0.5030      0.0095
  08:33:21    2014-10-26    0.5226      0.0131
  08:37:36    2014-10-26    0.4898      0.0158
  08:41:51    2014-10-26    0.4764      0.0269
  08:46:05    2014-10-26    0.4441      0.0148
  08:50:20    2014-10-26    0.4341      0.0230
  08:54:35    2014-10-26    0.4205      0.0221
  08:58:50    2014-10-26    0.4050      0.0170
  09:03:04    2014-10-26    0.4019      0.0243
  09:07:19    2014-10-26    0.4404      0.0232
  09:11:34    2014-10-26    0.5062      0.0525
  09:15:49    2014-10-26    0.4872      0.0124
  09:20:04    2014-10-26    0.4800      0.0144
  09:24:18    2014-10-26    0.5039      0.0169
  09:28:33    2014-10-26    0.5164      0.0163
  09:32:48    2014-10-26    0.5182      0.0224
  09:37:03    2014-10-26    0.5218      0.0241
  09:41:18    2014-10-26    0.6834      0.1157
  09:45:32    2014-10-26    0.5543      0.0175
  09:49:47    2014-10-26    0.5539      0.0136
  09:54:02    2014-10-26    0.5300      0.0192
  09:58:17    2014-10-26    0.5544      0.0211
  10:02:31    2014-10-26    0.5325      0.0163
  10:06:46    2014-10-26    0.5593      0.0112
  10:11:01    2014-10-26    0.4577      0.0829
  10:15:16    2014-10-26    0.5651      0.0186
  10:19:31    2014-10-26    0.5079      0.0479
  10:23:45    2014-10-26    0.5573      0.0309
  10:28:00    2014-10-26    0.5688      0.0280
  10:32:15    2014-10-26    0.5200      0.0150
  10:36:30    2014-10-26    0.4873      0.0313
  10:40:45    2014-10-26    0.4252      0.1344
  10:44:59    2014-10-26    0.4849      0.0112
  10:49:14    2014-10-26    0.4597      0.0174
  10:53:29    2014-10-26    0.5427      0.0652
  10:57:44    2014-10-26    0.4136      0.0517
  11:01:59    2014-10-26    0.4569      0.1123
  11:06:13    2014-10-26    0.5950      0.1292
  11:10:28    2014-10-26    0.5053      0.0699
  11:14:43    2014-10-26    0.5979      0.0593
  11:18:58    2014-10-26    0.5990      0.0613
  11:23:13    2014-10-26    0.5658      0.0399
  11:27:27    2014-10-26    0.6844      0.2120
  11:31:42    2014-10-26    0.5093      0.0086
  11:35:57    2014-10-26    0.5779      0.0302
  11:40:12    2014-10-26    0.5576      0.0618
  11:44:27    2014-10-26    0.5136      0.0161
  11:48:42    2014-10-26    0.5116      0.0207
  11:52:56    2014-10-26    0.5555      0.0116
  11:57:11    2014-10-26    0.5415      0.0156
  12:01:26    2014-10-26    0.5555      0.0168
  12:05:41    2014-10-26    0.5389      0.0086
  12:09:56    2014-10-26    0.5998      0.0902
  12:14:11    2014-10-26    0.5358      0.0106
  12:18:25    2014-10-26    0.5018      0.0235
  12:22:40    2014-10-26    0.4638      0.0118
  12:26:55    2014-10-26    0.4566      0.0096
  12:31:10    2014-10-26    0.4879      0.0078
  12:35:25    2014-10-26    0.5051      0.0146
  12:39:39    2014-10-26    0.4923      0.0307
  12:43:54    2014-10-26    0.4904      0.0103
  12:48:09    2014-10-26    0.4883      0.0148
  12:52:24    2014-10-26    0.4929      0.0091
  12:56:39    2014-10-26    0.5112      0.0078
  13:00:53    2014-10-26    0.5270      0.0116
  13:05:08    2014-10-26    0.5562      0.0162
  13:09:23    2014-10-26    0.5536      0.0212
  13:13:38    2014-10-26    0.5489      0.0116
  13:17:52    2014-10-26    0.5155      0.0161
  13:22:07    2014-10-26    0.4905      0.0121
  13:26:22    2014-10-26    0.4136      0.0710
  13:30:37    2014-10-26    0.4970      0.0174
  13:34:51    2014-10-26    0.5593      0.0138
  13:39:06    2014-10-26    0.5601      0.0164
  13:43:21    2014-10-26    0.5171      0.0099
  13:47:35    2014-10-26    0.5221      0.0143
  13:51:50    2014-10-26    0.5430      0.0158
  13:56:05    2014-10-26    0.5275      0.0172
  14:00:19    2014-10-26    0.5430      0.0220
  14:04:34    2014-10-26    0.6295      0.0328
  14:08:49    2014-10-26    0.6124      0.0414
  14:13:03    2014-10-26    0.5470      0.0377
  14:17:18    2014-10-26    0.6244      0.0778
  14:21:33    2014-10-26    0.5545      0.0574
  14:25:47    2014-10-26    0.4067      0.0462
  14:30:02    2014-10-26    0.3789      0.0631
  14:34:17    2014-10-26    0.5776      0.0183
  14:38:31    2014-10-26    0.6353      0.0172
  14:42:46    2014-10-26    0.6241      0.0292
  14:47:01    2014-10-26    0.6113      0.0275
  14:51:15    2014-10-26    0.6581      0.0396
  14:55:30    2014-10-26    0.6610      0.0596
  14:59:44    2014-10-26    0.6505      0.0380
  15:03:59    2014-10-26    0.6836      0.0410
  15:08:14    2014-10-26    0.6556      0.0483
  15:12:28    2014-10-26    0.6626      0.0202
  15:16:43    2014-10-26    0.6041      0.0164
  15:20:58    2014-10-26    0.5819      0.0183
  15:25:12    2014-10-26    0.5838      0.0257
  15:29:27    2014-10-26    0.5984      0.0233
  15:33:42    2014-10-26    0.5869      0.0103
  15:37:56    2014-10-26    0.5759      0.0099
  15:42:11    2014-10-26    0.5565      0.0148
  15:46:26    2014-10-26    0.9792      0.4764
  15:50:40    2014-10-26    0.5615      0.0487
  15:54:54    2014-10-26    0.6665      0.0822
  15:59:09    2014-10-26    0.6225      0.0186
  16:03:23    2014-10-26    0.5806      0.0539
  16:07:38    2014-10-26    0.6090      0.0160
  16:11:53    2014-10-26    0.5893      0.0175
  16:16:07    2014-10-26    0.5643      0.0454
  16:20:22    2014-10-26    0.6042      0.0132
  16:24:36    2014-10-26    0.5907      0.0207
  16:28:51    2014-10-26    0.5980      0.0295
  16:33:05    2014-10-26    0.6091      0.0169
  16:37:20    2014-10-26    0.5750      0.0115
  16:45:49    2014-10-26    0.5754      0.0104
  16:50:04    2014-10-26    0.5677      0.0193
  16:54:18    2014-10-26    0.5421      0.0139
  16:58:33    2014-10-26    0.5840      0.0273
  17:02:47    2014-10-26    0.5467      0.0135
  17:07:02    2014-10-26    0.5615      0.0178
  17:11:16    2014-10-26    0.5449      0.3587
  17:15:31    2014-10-26    0.5487      0.0151
  17:19:45    2014-10-26    0.5201      0.0541
  17:24:00    2014-10-26    0.6085      0.0276
  17:28:14    2014-10-26    0.5627      0.0162
  17:32:29    2014-10-26    0.5611      0.0130
  17:36:43    2014-10-26    0.5636      0.0082
  17:40:58    2014-10-26    0.5759      0.0121
  17:45:12    2014-10-26    0.6404      0.0445
  17:49:27    2014-10-26    0.5682      0.0167
  17:53:42    2014-10-26    0.5464      0.0099
  17:57:56    2014-10-26    0.5854      0.0255
  18:02:11    2014-10-26    0.5991      0.0224
  18:06:25    2014-10-26    0.5942      0.0207
  18:10:40    2014-10-26    0.5693      0.0322
  18:14:55    2014-10-26    0.5220      0.0285
  18:19:09    2014-10-26    0.5678      0.1186
  18:23:24    2014-10-26    0.5015      0.1577
  18:27:39    2014-10-26    0.5701      0.0160
  18:31:53    2014-10-26    0.5502      0.0191
  18:36:08    2014-10-26    0.5868      0.0351
  18:40:23    2014-10-26    0.5958      0.0395
  18:44:37    2014-10-26    0.5466      0.0155
  18:48:52    2014-10-26    0.5354      0.0170
  18:53:07    2014-10-26    0.5332      0.0148
  18:57:21    2014-10-26    0.5097      0.0138
  19:01:36    2014-10-26    0.5304      0.0116
  19:05:51    2014-10-26    0.5515      0.0160
  19:10:06    2014-10-26    0.5373      0.0143
  19:14:20    2014-10-26    0.5569      0.0156
  19:18:35    2014-10-26    0.5391      0.0122
  19:22:50    2014-10-26    0.5655      0.0215
  19:27:04    2014-10-26    0.5435      0.0226
  19:31:19    2014-10-26    0.5396      0.0188
  19:35:34    2014-10-26    0.5390      0.0150
  19:39:49    2014-10-26    0.5309      0.0165
  19:44:03    2014-10-26    0.5258      0.0102
  19:48:18    2014-10-26    0.5233      0.0108
  19:52:33    2014-10-26    0.5143      0.0275
  19:56:47    2014-10-26    0.5264      0.0324
  20:01:02    2014-10-26    0.5624      0.0270
  20:05:17    2014-10-26    0.5232      0.0136
  20:09:31    2014-10-26    0.5356      0.0240
  20:13:46    2014-10-26    0.5102      0.0121
  20:18:01    2014-10-26    0.5070      0.0193
  20:22:15    2014-10-26    0.5246      0.0169
  20:26:30    2014-10-26    0.5491      0.0144
  20:30:45    2014-10-26    0.5344      0.0218
  20:34:59    2014-10-26    0.5181      0.0239
  20:39:14    2014-10-26    0.4843      0.0265
  20:43:29    2014-10-26    0.5051      0.0110
  20:47:44    2014-10-26    0.5417      0.0235
  20:51:58    2014-10-26    0.5281      0.0162
  20:56:13    2014-10-26    0.5126      0.0140
  21:00:28    2014-10-26    0.5260      0.0128
  21:04:42    2014-10-26    0.4977      0.0127
  21:08:57    2014-10-26    0.5425      0.0131
  21:13:12    2014-10-26    0.5064      0.0145
  21:17:26    2014-10-26    0.5294      0.0161
